workerid,proliferate.condition,block_id,condition,item_id,original_choice,response,rt,trial_num,verb,error
295,condition1,2,yiwei_contrastive,2,觉得,juede,12700,24,yiwei,
295,condition1,2,filler,907,谈兵,correct,2838,25,filler,
295,condition1,2,yiwei_unclear,110,以为,yiwei,3823,26,yiwei,
295,condition1,2,juede_unclear,118,觉得,juede,2707,27,juede,
295,condition1,2,yiwei_unclear,109,以为,yiwei,2870,28,yiwei,
295,condition1,2,juede_contrastive,16,觉得,juede,4747,29,juede,
295,condition1,2,yiwei_contrastive,3,觉得,juede,2945,30,yiwei,
295,condition1,3,filler,901,以前,correct,3260,31,filler,
295,condition1,3,yiwei_unclear,101,以为,yiwei,2848,32,yiwei,
295,condition1,3,juede_contrastive,13,觉得,juede,9269,33,juede,
295,condition1,3,juede_contrastive,12,觉得,juede,2734,34,juede,
295,condition1,3,yiwei_contrastive,1,以为,yiwei,2005,35,yiwei,
295,condition1,3,juede_unclear,117,以为,yiwei,3470,36,juede,
295,condition1,3,juede_unclear,111,觉得,juede,1747,37,juede,
295,condition1,3,yiwei_contrastive,8,觉得,juede,2932,38,yiwei,
295,condition1,3,filler,902,以前,correct,6033,39,filler,
295,condition1,3,yiwei_unclear,102,以为,yiwei,11193,40,yiwei,
295,condition1,4,yiwei_unclear,108,觉得,juede,6196,41,yiwei,
295,condition1,4,yiwei_contrastive,10,以为,yiwei,2548,42,yiwei,
295,condition1,4,juede_contrastive,20,觉得,juede,8990,43,juede,
295,condition1,4,juede_contrastive,11,觉得,juede,4714,44,juede,
295,condition1,4,juede_unclear,115,以为,yiwei,2390,45,juede,
295,condition1,4,yiwei_unclear,103,以为,yiwei,4541,46,yiwei,
295,condition1,4,juede_unclear,116,以为,yiwei,8077,47,juede,
295,condition1,4,filler,904,以后,correct,4414,48,filler,
295,condition1,4,filler,903,以后,correct,5333,49,filler,
295,condition1,4,yiwei_contrastive,4,觉得,juede,3720,50,yiwei,
331,condition1,practice,practice_1,301,lai,correct,,0,NA,
331,condition1,practice,practice_2,302,pohuai,ambiguous,,0,NA,
331,condition1,practice,practice_3,303,jiang,ambiguous,,0,NA,
331,condition1,practice,practice_4,304,qu,correct,,0,NA,
331,condition1,0,yiwei_unclear,101,以为,yiwei,8695,1,yiwei,
331,condition1,0,yiwei_contrastive,8,以为,yiwei,13383,2,yiwei,
331,condition1,0,juede_contrastive,15,觉得,juede,30087,3,juede,
331,condition1,0,filler,907,谈兵,correct,30752,4,filler,
331,condition1,0,juede_contrastive,18,觉得,juede,11096,5,juede,
331,condition1,0,yiwei_unclear,104,以为,yiwei,9184,6,yiwei,
331,condition1,0,yiwei_contrastive,3,以为,yiwei,74656,7,yiwei,
331,condition1,0,filler,901,以前,correct,11480,8,filler,
331,condition1,0,juede_unclear,113,觉得,juede,21928,9,juede,
331,condition1,0,juede_unclear,117,以为,yiwei,4616,10,juede,
331,condition1,1,juede_unclear,119,觉得,juede,3400,11,juede,
331,condition1,1,juede_contrastive,12,觉得,juede,2152,12,juede,
331,condition1,1,yiwei_contrastive,9,以为,yiwei,8616,13,yiwei,
331,condition1,1,filler,905,桃源,correct,2440,14,filler,
331,condition1,1,juede_contrastive,16,觉得,juede,5640,15,juede,
331,condition1,1,yiwei_contrastive,4,以为,yiwei,24752,16,yiwei,
331,condition1,1,yiwei_unclear,107,以为,yiwei,3328,17,yiwei,
331,condition1,1,filler,903,以后,correct,3176,18,filler,
331,condition1,1,yiwei_unclear,106,以为,yiwei,58208,19,yiwei,
331,condition1,1,juede_unclear,111,觉得,juede,2800,20,juede,
331,condition1,2,yiwei_unclear,103,以为,yiwei,2208,21,yiwei,
331,condition1,2,juede_contrastive,14,觉得,juede,3791,22,juede,
331,condition1,2,filler,902,以前,correct,2584,23,filler,
331,condition1,2,juede_unclear,112,觉得,juede,2640,24,juede,
331,condition1,2,juede_contrastive,13,以为,yiwei,3225,25,juede,
331,condition1,2,yiwei_unclear,110,觉得,juede,10503,26,yiwei,
331,condition1,2,yiwei_contrastive,5,以为,yiwei,2856,27,yiwei,
331,condition1,2,filler,909,画蛇,correct,3096,28,filler,
331,condition1,2,yiwei_contrastive,6,以为,yiwei,2803,29,yiwei,
331,condition1,2,juede_unclear,120,觉得,juede,1920,30,juede,
331,condition1,3,filler,904,以后,correct,4168,31,filler,
331,condition1,3,juede_unclear,115,觉得,juede,3199,32,juede,
331,condition1,3,yiwei_contrastive,1,以为,yiwei,3464,33,yiwei,
331,condition1,3,filler,906,点睛,correct,3696,34,filler,
331,condition1,3,yiwei_contrastive,2,以为,yiwei,3760,35,yiwei,
331,condition1,3,yiwei_unclear,108,觉得,juede,2791,36,yiwei,
331,condition1,3,juede_contrastive,20,觉得,juede,3768,37,juede,
331,condition1,3,yiwei_unclear,109,以为,yiwei,2457,38,yiwei,
331,condition1,3,juede_contrastive,11,觉得,juede,11151,39,juede,
331,condition1,3,juede_unclear,118,觉得,juede,2537,40,juede,
331,condition1,4,filler,908,拆桥,correct,2687,41,filler,
331,condition1,4,filler,910,作气,correct,1649,42,filler,
331,condition1,4,juede_unclear,114,觉得,juede,2176,43,juede,
331,condition1,4,juede_unclear,116,觉得,juede,2207,44,juede,
331,condition1,4,yiwei_contrastive,7,觉得,juede,1744,45,yiwei,
331,condition1,4,yiwei_contrastive,10,以为,yiwei,1584,46,yiwei,
331,condition1,4,yiwei_unclear,102,以为,yiwei,1424,47,yiwei,
331,condition1,4,juede_contrastive,19,觉得,juede,1619,48,juede,
331,condition1,4,juede_contrastive,17,以为,yiwei,1816,49,juede,
331,condition1,4,yiwei_unclear,105,以为,yiwei,2809,50,yiwei,
353,condition1,practice,practice_1,301,lai,correct,,0,NA,
353,condition1,practice,practice_2,302,pohuai,ambiguous,,0,NA,
353,condition1,practice,practice_3,303,jiang,ambiguous,,0,NA,
353,condition1,practice,practice_4,304,qu,correct,,0,NA,
353,condition1,0,juede_contrastive,20,觉得,juede,24616,1,juede,
353,condition1,0,juede_unclear,111,觉得,juede,24936,2,juede,
353,condition1,0,juede_contrastive,16,觉得,juede,36517,3,juede,
353,condition1,0,yiwei_contrastive,5,以为,yiwei,19117,4,yiwei,
353,condition1,0,yiwei_unclear,107,以为,yiwei,20818,5,yiwei,
353,condition1,0,filler,908,拆桥,correct,18568,6,filler,
353,condition1,0,filler,901,以前,correct,15319,7,filler,
353,condition1,0,juede_unclear,114,觉得,juede,34117,8,juede,
353,condition1,0,yiwei_contrastive,8,以为,yiwei,36725,9,yiwei,
353,condition1,0,yiwei_unclear,101,以为,yiwei,19045,10,yiwei,
353,condition1,1,yiwei_unclear,102,以为,yiwei,50286,11,yiwei,
353,condition1,1,juede_contrastive,18,觉得,juede,16284,12,juede,
353,condition1,1,yiwei_unclear,106,觉得,juede,20234,13,yiwei,
353,condition1,1,filler,907,谈兵,correct,13384,14,filler,
353,condition1,1,yiwei_contrastive,4,以为,yiwei,18818,15,yiwei,
353,condition1,1,filler,904,以后,correct,12784,16,filler,
353,condition1,1,juede_unclear,113,觉得,juede,14034,17,juede,
353,condition1,1,juede_contrastive,13,觉得,juede,16651,18,juede,
353,condition1,1,yiwei_contrastive,2,以为,yiwei,16633,19,yiwei,
353,condition1,1,juede_unclear,120,觉得,juede,19056,20,juede,
353,condition1,2,juede_contrastive,15,以为,yiwei,25451,21,juede,
353,condition1,2,yiwei_contrastive,6,以为,yiwei,15634,22,yiwei,
353,condition1,2,filler,903,以后,correct,13501,23,filler,
353,condition1,2,juede_unclear,119,觉得,juede,25134,24,juede,
353,condition1,2,juede_unclear,116,觉得,juede,36412,25,juede,
353,condition1,2,yiwei_unclear,109,以为,yiwei,33686,26,yiwei,
353,condition1,2,yiwei_contrastive,7,以为,yiwei,14436,27,yiwei,
353,condition1,2,filler,910,作气,correct,11650,28,filler,
353,condition1,2,yiwei_unclear,108,以为,yiwei,39020,29,yiwei,
353,condition1,2,juede_contrastive,14,觉得,juede,29402,30,juede,
353,condition1,3,juede_contrastive,19,觉得,juede,11917,31,juede,
353,condition1,3,filler,902,以前,correct,11491,32,filler,
353,condition1,3,juede_unclear,118,觉得,juede,28817,33,juede,
353,condition1,3,yiwei_unclear,103,以为,yiwei,13099,34,yiwei,
353,condition1,3,filler,906,点睛,correct,12785,35,filler,
353,condition1,3,yiwei_unclear,105,以为,yiwei,13315,36,yiwei,
353,condition1,3,yiwei_contrastive,9,以为,yiwei,24585,37,yiwei,
353,condition1,3,juede_unclear,112,觉得,juede,13839,38,juede,
353,condition1,3,yiwei_contrastive,10,以为,yiwei,10149,39,yiwei,
353,condition1,3,juede_contrastive,11,觉得,juede,13368,40,juede,
353,condition1,4,juede_contrastive,17,觉得,juede,12518,41,juede,
353,condition1,4,juede_unclear,117,觉得,juede,24250,42,juede,
353,condition1,4,yiwei_contrastive,3,以为,yiwei,19850,43,yiwei,
353,condition1,4,filler,905,桃源,correct,14246,44,filler,
353,condition1,4,juede_unclear,115,以为,yiwei,15143,45,juede,
353,condition1,4,yiwei_unclear,104,以为,yiwei,15418,46,yiwei,
353,condition1,4,yiwei_contrastive,1,以为,yiwei,10552,47,yiwei,
353,condition1,4,yiwei_unclear,110,以为,yiwei,18999,48,yiwei,
353,condition1,4,filler,909,画蛇,correct,14059,49,filler,
353,condition1,4,juede_contrastive,12,觉得,juede,16286,50,juede,
322,condition1,practice,practice_1,301,lai,correct,,0,NA,
322,condition1,practice,practice_2,302,sunhuai,ambiguous,,0,NA,
322,condition1,practice,practice_3,303,ba,ambiguous,,0,NA,
322,condition1,practice,practice_4,304,qu,correct,,0,NA,
322,condition1,0,yiwei_unclear,101,以为,yiwei,57327,1,yiwei,
322,condition1,0,yiwei_unclear,102,以为,yiwei,25784,2,yiwei,
322,condition1,0,filler,910,作气,correct,14552,3,filler,
322,condition1,0,juede_contrastive,16,觉得,juede,15312,4,juede,
322,condition1,0,filler,901,以前,correct,9912,5,filler,
322,condition1,0,juede_unclear,112,觉得,juede,11289,6,juede,
322,condition1,0,yiwei_contrastive,4,以为,yiwei,36367,7,yiwei,
322,condition1,0,juede_unclear,119,觉得,juede,13224,8,juede,
322,condition1,0,yiwei_contrastive,1,以为,yiwei,11464,9,yiwei,
322,condition1,0,juede_contrastive,17,以为,yiwei,97729,10,juede,
322,condition1,1,juede_contrastive,13,觉得,juede,9632,11,juede,
322,condition1,1,yiwei_contrastive,5,觉得,juede,28967,12,yiwei,
322,condition1,1,juede_contrastive,19,觉得,juede,12720,13,juede,
322,condition1,1,yiwei_contrastive,10,以为,yiwei,6216,14,yiwei,
322,condition1,1,yiwei_unclear,106,以为,yiwei,48248,15,yiwei,
322,condition1,1,yiwei_unclear,105,以为,yiwei,15000,16,yiwei,
322,condition1,1,juede_unclear,115,觉得,juede,20489,17,juede,
322,condition1,1,filler,907,谈兵,correct,6231,18,filler,
322,condition1,1,filler,905,桃源,correct,3551,19,filler,
322,condition1,1,juede_unclear,113,觉得,juede,8392,20,juede,
322,condition1,2,juede_unclear,117,觉得,juede,24032,21,juede,
322,condition1,2,yiwei_contrastive,7,觉得,juede,40304,22,yiwei,
322,condition1,2,yiwei_unclear,103,以为,yiwei,17073,23,yiwei,
322,condition1,2,filler,904,以后,correct,11408,24,filler,
322,condition1,2,juede_unclear,111,觉得,juede,9327,25,juede,
322,condition1,2,juede_contrastive,14,觉得,juede,9065,26,juede,
322,condition1,2,juede_contrastive,11,觉得,juede,9888,27,juede,
322,condition1,2,yiwei_contrastive,2,以为,yiwei,16615,28,yiwei,
322,condition1,2,yiwei_unclear,110,以为,yiwei,38504,29,yiwei,
322,condition1,2,filler,903,以后,correct,5944,30,filler,
322,condition1,3,yiwei_unclear,107,以为,yiwei,15752,31,yiwei,
322,condition1,3,juede_unclear,116,觉得,juede,8984,32,juede,
322,condition1,3,filler,906,点睛,correct,4528,33,filler,
322,condition1,3,yiwei_contrastive,9,以为,yiwei,17408,34,yiwei,
322,condition1,3,yiwei_unclear,104,以为,yiwei,25208,35,yiwei,
322,condition1,3,juede_contrastive,12,觉得,juede,9745,36,juede,
322,condition1,3,juede_contrastive,15,觉得,juede,11368,37,juede,
322,condition1,3,juede_unclear,114,觉得,juede,20863,38,juede,
322,condition1,3,filler,908,拆桥,correct,5817,39,filler,
322,condition1,3,yiwei_contrastive,3,以为,yiwei,10071,40,yiwei,
322,condition1,4,juede_unclear,120,以为,yiwei,7889,41,juede,
322,condition1,4,juede_contrastive,18,以为,yiwei,12528,42,juede,
322,condition1,4,yiwei_contrastive,6,以为,yiwei,11807,43,yiwei,
322,condition1,4,juede_unclear,118,觉得,juede,23952,44,juede,
322,condition1,4,filler,909,画蛇,correct,6128,45,filler,
322,condition1,4,juede_contrastive,20,觉得,juede,10567,46,juede,
322,condition1,4,yiwei_unclear,109,以为,yiwei,15848,47,yiwei,
322,condition1,4,filler,902,以前,correct,4224,48,filler,
322,condition1,4,yiwei_contrastive,8,以为,yiwei,15159,49,yiwei,
322,condition1,4,yiwei_unclear,108,以为,yiwei,19695,50,yiwei,
314,condition1,practice,practice_1,301,lai,correct,,0,NA,
314,condition1,practice,practice_2,302,sunhuai,ambiguous,,0,NA,
314,condition1,practice,practice_3,303,ba,ambiguous,,0,NA,
314,condition1,practice,practice_4,304,qu,correct,,0,NA,
314,condition1,0,yiwei_unclear,103,以为,yiwei,28184,1,yiwei,
314,condition1,0,yiwei_contrastive,4,以为,yiwei,36096,2,yiwei,
314,condition1,0,juede_contrastive,17,觉得,juede,14503,3,juede,
314,condition1,0,yiwei_unclear,110,以为,yiwei,41958,4,yiwei,
314,condition1,0,juede_unclear,118,觉得,juede,33498,5,juede,
314,condition1,0,juede_unclear,113,觉得,juede,103213,6,juede,
314,condition1,0,filler,901,以前,correct,104170,7,filler,
314,condition1,0,juede_contrastive,19,觉得,juede,14673,8,juede,
314,condition1,0,yiwei_contrastive,3,以为,yiwei,259152,9,yiwei,
314,condition1,0,filler,904,以后,correct,21149,10,filler,
314,condition1,1,juede_contrastive,18,觉得,juede,34100,11,juede,
314,condition1,1,filler,905,桃源,correct,31961,12,filler,
314,condition1,1,yiwei_contrastive,10,以为,yiwei,14463,13,yiwei,
314,condition1,1,yiwei_unclear,108,以为,yiwei,31888,14,yiwei,
314,condition1,1,juede_unclear,117,觉得,juede,14563,15,juede,
314,condition1,1,filler,903,以后,correct,15178,16,filler,
314,condition1,1,yiwei_contrastive,2,以为,yiwei,12326,17,yiwei,
314,condition1,1,juede_contrastive,11,觉得,juede,9038,18,juede,
314,condition1,1,yiwei_unclear,102,觉得,juede,12352,19,yiwei,
314,condition1,1,juede_unclear,119,觉得,juede,30843,20,juede,
314,condition1,2,yiwei_unclear,104,觉得,juede,24375,21,yiwei,
314,condition1,2,yiwei_contrastive,1,以为,yiwei,36487,22,yiwei,
314,condition1,2,filler,909,画蛇,correct,8212,23,filler,
314,condition1,2,juede_contrastive,12,觉得,juede,13432,24,juede,
314,condition1,2,yiwei_contrastive,7,以为,yiwei,14065,25,yiwei,
314,condition1,2,yiwei_unclear,105,以为,yiwei,88937,26,yiwei,
314,condition1,2,juede_unclear,115,觉得,juede,12825,27,juede,
314,condition1,2,filler,907,谈兵,correct,4470,28,filler,
314,condition1,2,juede_unclear,111,觉得,juede,9794,29,juede,
314,condition1,2,juede_contrastive,20,觉得,juede,13189,30,juede,
314,condition1,3,juede_unclear,116,觉得,juede,12055,31,juede,
314,condition1,3,filler,906,点睛,correct,4397,32,filler,
314,condition1,3,juede_contrastive,14,觉得,juede,12078,33,juede,
314,condition1,3,yiwei_contrastive,8,以为,yiwei,13971,34,yiwei,
314,condition1,3,filler,910,作气,correct,3856,35,filler,
314,condition1,3,juede_contrastive,13,觉得,juede,9005,36,juede,
314,condition1,3,yiwei_unclear,101,以为,yiwei,7931,37,yiwei,
314,condition1,3,yiwei_unclear,106,以为,yiwei,14294,38,yiwei,
314,condition1,3,yiwei_contrastive,9,以为,yiwei,13458,39,yiwei,
314,condition1,3,juede_unclear,120,觉得,juede,11163,40,juede,
314,condition1,4,juede_unclear,112,觉得,juede,8772,41,juede,
314,condition1,4,filler,908,拆桥,correct,2908,42,filler,
314,condition1,4,juede_contrastive,15,觉得,juede,9747,43,juede,
314,condition1,4,yiwei_contrastive,6,以为,yiwei,4816,44,yiwei,
314,condition1,4,yiwei_contrastive,5,以为,yiwei,11138,45,yiwei,
314,condition1,4,yiwei_unclear,107,以为,yiwei,7826,46,yiwei,
314,condition1,4,yiwei_unclear,109,以为,yiwei,9549,47,yiwei,
314,condition1,4,juede_unclear,114,觉得,juede,11549,48,juede,
314,condition1,4,juede_contrastive,16,觉得,juede,10610,49,juede,
314,condition1,4,filler,902,以前,correct,9350,50,filler,
345,condition1,practice,practice_1,301,lai,correct,,0,NA,
345,condition1,practice,practice_2,302,pohuai,ambiguous,,0,NA,
345,condition1,practice,practice_3,303,ba,ambiguous,,0,NA,
345,condition1,practice,practice_4,304,qu,correct,,0,NA,
345,condition1,0,filler,905,桃源,correct,16719,1,filler,
345,condition1,0,filler,902,以前,correct,12931,2,filler,
345,condition1,0,yiwei_contrastive,2,以为,yiwei,22462,3,yiwei,
345,condition1,0,yiwei_unclear,106,觉得,juede,28710,4,yiwei,
345,condition1,0,juede_unclear,111,觉得,juede,17499,5,juede,
345,condition1,0,yiwei_contrastive,6,以为,yiwei,14806,6,yiwei,
345,condition1,0,juede_contrastive,14,觉得,juede,23921,7,juede,
345,condition1,0,juede_unclear,120,以为,yiwei,24300,8,juede,
345,condition1,0,yiwei_unclear,107,以为,yiwei,11538,9,yiwei,
345,condition1,0,juede_contrastive,15,觉得,juede,14888,10,juede,
345,condition1,1,juede_contrastive,16,觉得,juede,21589,11,juede,
345,condition1,1,juede_unclear,115,以为,yiwei,42579,12,juede,
345,condition1,1,yiwei_unclear,101,以为,yiwei,12572,13,yiwei,
345,condition1,1,juede_unclear,113,觉得,juede,25278,14,juede,
345,condition1,1,filler,903,以后,correct,22680,15,filler,
345,condition1,1,yiwei_contrastive,8,以为,yiwei,34002,16,yiwei,
345,condition1,1,yiwei_contrastive,7,以为,yiwei,15959,17,yiwei,
345,condition1,1,filler,901,以前,correct,16709,18,filler,
345,condition1,1,yiwei_unclear,103,以为,yiwei,12160,19,yiwei,
345,condition1,1,juede_contrastive,20,以为,yiwei,17365,20,juede,
345,condition1,2,yiwei_contrastive,9,以为,yiwei,56175,21,yiwei,
345,condition1,2,yiwei_unclear,110,觉得,juede,22053,22,yiwei,
345,condition1,2,juede_contrastive,17,以为,yiwei,12568,23,juede,
345,condition1,2,juede_contrastive,12,觉得,juede,13949,24,juede,
345,condition1,2,filler,907,谈兵,correct,13372,25,filler,
345,condition1,2,filler,909,画蛇,correct,11038,26,filler,
345,condition1,2,juede_unclear,117,以为,yiwei,37724,27,juede,
345,condition1,2,yiwei_contrastive,10,觉得,juede,16898,28,yiwei,
345,condition1,2,yiwei_unclear,102,觉得,juede,19365,29,yiwei,
345,condition1,2,juede_unclear,112,觉得,juede,17553,30,juede,
345,condition1,3,juede_contrastive,11,觉得,juede,19167,31,juede,
345,condition1,3,juede_contrastive,13,以为,yiwei,12533,32,juede,
345,condition1,3,filler,906,点睛,correct,19919,33,filler,
345,condition1,3,juede_unclear,114,觉得,juede,13598,34,juede,
345,condition1,3,yiwei_unclear,105,以为,yiwei,19604,35,yiwei,
345,condition1,3,yiwei_unclear,108,觉得,juede,21958,36,yiwei,
345,condition1,3,yiwei_contrastive,1,以为,yiwei,10633,37,yiwei,
345,condition1,3,yiwei_contrastive,5,觉得,juede,11585,38,yiwei,
345,condition1,3,juede_unclear,116,以为,yiwei,16986,39,juede,
345,condition1,3,filler,910,作气,correct,19571,40,filler,
345,condition1,4,juede_contrastive,18,觉得,juede,14140,41,juede,
345,condition1,4,juede_unclear,118,以为,yiwei,10784,42,juede,
345,condition1,4,yiwei_contrastive,4,以为,yiwei,18093,43,yiwei,
345,condition1,4,yiwei_unclear,104,以为,yiwei,19083,44,yiwei,
345,condition1,4,juede_contrastive,19,觉得,juede,15163,45,juede,
345,condition1,4,yiwei_unclear,109,以为,yiwei,11552,46,yiwei,
345,condition1,4,filler,908,拆桥,correct,7404,47,filler,
345,condition1,4,filler,904,以后,correct,13740,48,filler,
345,condition1,4,yiwei_contrastive,3,以为,yiwei,9778,49,yiwei,
345,condition1,4,juede_unclear,119,觉得,juede,16140,50,juede,
352,condition1,practice,practice_1,301,lai,correct,,0,NA,
352,condition1,practice,practice_2,302,pohuai,ambiguous,,0,NA,
352,condition1,practice,practice_3,303,ba,ambiguous,,0,NA,
352,condition1,practice,practice_4,304,qu,correct,,0,NA,
352,condition1,0,yiwei_contrastive,10,以为,yiwei,9148,1,yiwei,
352,condition1,0,yiwei_contrastive,6,以为,yiwei,11131,2,yiwei,
352,condition1,0,juede_unclear,120,觉得,juede,6563,3,juede,
352,condition1,0,filler,901,以前,correct,9149,4,filler,
352,condition1,0,juede_contrastive,11,觉得,juede,37779,5,juede,
352,condition1,0,yiwei_unclear,110,以为,yiwei,55847,6,yiwei,
352,condition1,0,filler,903,以后,correct,8995,7,filler,
352,condition1,0,yiwei_unclear,107,以为,yiwei,58693,8,yiwei,
352,condition1,0,juede_unclear,117,觉得,juede,19528,9,juede,
352,condition1,0,juede_contrastive,17,以为,yiwei,45577,10,juede,
352,condition1,1,yiwei_unclear,104,以为,yiwei,8981,11,yiwei,
352,condition1,1,juede_contrastive,16,觉得,juede,14898,12,juede,
352,condition1,1,yiwei_unclear,108,觉得,juede,19963,13,yiwei,
352,condition1,1,yiwei_contrastive,4,以为,yiwei,48744,14,yiwei,
352,condition1,1,filler,907,谈兵,correct,11011,15,filler,
352,condition1,1,yiwei_contrastive,5,以为,yiwei,29548,16,yiwei,
352,condition1,1,juede_contrastive,19,觉得,juede,32497,17,juede,
352,condition1,1,juede_unclear,119,觉得,juede,6431,18,juede,
352,condition1,1,filler,909,画蛇,correct,6283,19,filler,
352,condition1,1,juede_unclear,112,觉得,juede,8578,20,juede,
352,condition1,2,yiwei_contrastive,3,以为,yiwei,9718,21,yiwei,
352,condition1,2,juede_contrastive,15,觉得,juede,17668,22,juede,
352,condition1,2,filler,908,拆桥,correct,14676,23,filler,
352,condition1,2,juede_unclear,114,觉得,juede,12848,24,juede,
352,condition1,2,juede_unclear,116,觉得,juede,10118,25,juede,
352,condition1,2,yiwei_unclear,101,以为,yiwei,6146,26,yiwei,
352,condition1,2,juede_contrastive,14,觉得,juede,12982,27,juede,
352,condition1,2,yiwei_contrastive,8,以为,yiwei,15614,28,yiwei,
352,condition1,2,filler,910,作气,correct,3616,29,filler,
352,condition1,2,yiwei_unclear,102,觉得,juede,17864,30,yiwei,
352,condition1,3,juede_contrastive,18,觉得,juede,42443,31,juede,
352,condition1,3,filler,902,以前,correct,4600,32,filler,
352,condition1,3,yiwei_unclear,103,觉得,juede,14469,33,yiwei,
352,condition1,3,yiwei_unclear,109,以为,yiwei,8247,34,yiwei,
352,condition1,3,juede_contrastive,13,觉得,juede,7195,35,juede,
352,condition1,3,juede_unclear,115,觉得,juede,46139,36,juede,
352,condition1,3,yiwei_contrastive,9,以为,yiwei,8453,37,yiwei,
352,condition1,3,filler,904,以后,correct,4213,38,filler,
352,condition1,3,juede_unclear,118,觉得,juede,7070,39,juede,
352,condition1,3,yiwei_contrastive,2,以为,yiwei,5764,40,yiwei,
352,condition1,4,juede_unclear,111,觉得,juede,4113,41,juede,
352,condition1,4,filler,905,桃源,correct,3232,42,filler,
352,condition1,4,yiwei_contrastive,7,以为,yiwei,5167,43,yiwei,
352,condition1,4,yiwei_unclear,106,以为,yiwei,4634,44,yiwei,
352,condition1,4,yiwei_contrastive,1,以为,yiwei,5402,45,yiwei,
352,condition1,4,juede_unclear,113,觉得,juede,3313,46,juede,
352,condition1,4,filler,906,点睛,correct,2684,47,filler,
352,condition1,4,juede_contrastive,20,觉得,juede,4894,48,juede,
352,condition1,4,yiwei_unclear,105,以为,yiwei,14249,49,yiwei,
352,condition1,4,juede_contrastive,12,觉得,juede,3099,50,juede,
296,condition1,practice,practice_1,301,lai,correct,,0,NA,
296,condition1,practice,practice_2,302,pohuai,ambiguous,,0,NA,
296,condition1,practice,practice_3,303,ba,ambiguous,,0,NA,
296,condition1,practice,practice_4,304,qu,correct,,0,NA,
296,condition1,0,juede_contrastive,14,觉得,juede,22665,1,juede,
296,condition1,0,juede_unclear,120,觉得,juede,30013,2,juede,
296,condition1,0,yiwei_unclear,102,以为,yiwei,31454,3,yiwei,
296,condition1,0,yiwei_contrastive,10,以为,yiwei,12783,4,yiwei,
296,condition1,0,yiwei_contrastive,1,以为,yiwei,9536,5,yiwei,
296,condition1,0,juede_unclear,117,觉得,juede,28042,6,juede,
296,condition1,0,filler,909,画蛇,correct,12238,7,filler,
296,condition1,0,juede_contrastive,17,觉得,juede,13169,8,juede,
296,condition1,0,yiwei_unclear,107,以为,yiwei,9036,9,yiwei,
296,condition1,0,filler,908,拆桥,correct,11750,10,filler,
296,condition1,1,yiwei_contrastive,3,以为,yiwei,11321,11,yiwei,
296,condition1,1,yiwei_unclear,101,以为,yiwei,9370,12,yiwei,
296,condition1,1,juede_unclear,112,觉得,juede,12802,13,juede,
296,condition1,1,filler,903,以后,correct,7101,14,filler,
296,condition1,1,filler,901,以前,correct,10040,15,filler,
296,condition1,1,juede_contrastive,16,觉得,juede,12530,16,juede,
296,condition1,1,juede_contrastive,18,觉得,juede,10777,17,juede,
296,condition1,1,yiwei_unclear,108,觉得,juede,15168,18,yiwei,
296,condition1,1,juede_unclear,118,觉得,juede,10788,19,juede,
296,condition1,1,yiwei_contrastive,5,以为,yiwei,7895,20,yiwei,
296,condition1,2,yiwei_unclear,103,以为,yiwei,12049,21,yiwei,
296,condition1,2,juede_unclear,113,觉得,juede,9391,22,juede,
296,condition1,2,juede_unclear,115,觉得,juede,10787,23,juede,
296,condition1,2,filler,902,以前,correct,6422,24,filler,
296,condition1,2,yiwei_contrastive,8,以为,yiwei,16963,25,yiwei,
296,condition1,2,juede_contrastive,19,觉得,juede,21863,26,juede,
296,condition1,2,juede_contrastive,13,觉得,juede,8361,27,juede,
296,condition1,2,yiwei_contrastive,2,以为,yiwei,6136,28,yiwei,
296,condition1,2,yiwei_unclear,106,以为,yiwei,8975,29,yiwei,
296,condition1,2,filler,904,以后,correct,7405,30,filler,
296,condition1,3,filler,905,桃源,correct,3869,31,filler,
296,condition1,3,yiwei_contrastive,7,以为,yiwei,4767,32,yiwei,
296,condition1,3,juede_unclear,111,觉得,juede,8952,33,juede,
296,condition1,3,yiwei_unclear,110,以为,yiwei,21758,34,yiwei,
296,condition1,3,juede_contrastive,20,觉得,juede,7768,35,juede,
296,condition1,3,juede_contrastive,15,觉得,juede,15037,36,juede,
296,condition1,3,juede_unclear,114,觉得,juede,9703,37,juede,
296,condition1,3,yiwei_contrastive,6,以为,yiwei,5684,38,yiwei,
296,condition1,3,filler,906,点睛,correct,6192,39,filler,
296,condition1,3,yiwei_unclear,104,以为,yiwei,11137,40,yiwei,
296,condition1,4,yiwei_contrastive,9,以为,yiwei,24532,41,yiwei,
296,condition1,4,filler,910,作气,correct,6434,42,filler,
296,condition1,4,filler,907,谈兵,correct,7134,43,filler,
296,condition1,4,yiwei_unclear,105,以为,yiwei,15352,44,yiwei,
296,condition1,4,juede_unclear,119,觉得,juede,6913,45,juede,
296,condition1,4,juede_contrastive,11,觉得,juede,6830,46,juede,
296,condition1,4,yiwei_unclear,109,以为,yiwei,5850,47,yiwei,
296,condition1,4,juede_contrastive,12,觉得,juede,7093,48,juede,
296,condition1,4,juede_unclear,116,觉得,juede,6567,49,juede,
296,condition1,4,yiwei_contrastive,4,以为,yiwei,8448,50,yiwei,
349,condition1,practice,practice_1,301,lai,correct,,0,NA,
