workerid,proliferate.condition,block_id,condition,item_id,response,rt,trial_num,verb,error
466,condition1,3,filler,903,待,4974,34,filler,
466,condition1,3,yiwei_unclear,104,看,10504,35,yiwei,
466,condition1,3,juede_unclear,112,说,4953,36,juede,
466,condition1,3,juede_contrastive,11,看,5271,37,juede,
466,condition1,3,filler,910,刻,7824,38,filler,
466,condition1,3,juede_unclear,116,看,4968,39,juede,
466,condition1,3,yiwei_unclear,109,说,4312,40,yiwei,
466,condition1,4,yiwei_unclear,108,说,5072,41,yiwei,
466,condition1,4,juede_contrastive,15,看,3992,42,juede,
466,condition1,4,juede_unclear,111,说,4552,43,juede,
466,condition1,4,yiwei_contrastive,7,看,4288,44,yiwei,
466,condition1,4,yiwei_unclear,102,说,4120,45,yiwei,
466,condition1,4,juede_contrastive,13,说,7840,46,juede,
466,condition1,4,filler,904,拔,6488,47,filler,
466,condition1,4,juede_unclear,114,看,4969,48,juede,
466,condition1,4,filler,902,盗,6311,49,filler,
466,condition1,4,yiwei_contrastive,5,看,6136,50,yiwei,
522,condition1,practice,practice_1,301,放,,0,NA,
522,condition1,practice,practice_2,302,打,,0,NA,
522,condition1,practice,practice_3,303,发,,0,NA,
522,condition1,practice,practice_4,304,闹,,0,NA,
522,condition1,0,juede_unclear,113,觉得,19770,1,juede,
522,condition1,0,yiwei_unclear,104,带着,41754,2,yiwei,
522,condition1,0,juede_contrastive,12,觉得,7084,3,juede,
522,condition1,0,filler,909,画,7936,4,filler,
522,condition1,0,yiwei_unclear,109,说,15468,5,yiwei,
522,condition1,0,filler,905,比,33538,6,filler,
522,condition1,0,yiwei_contrastive,4,说,10635,7,yiwei,
522,condition1,0,juede_unclear,117,打开,36250,8,juede,
522,condition1,0,juede_contrastive,19,觉得,72715,9,juede,
522,condition1,0,yiwei_contrastive,8,说,20288,10,yiwei,
522,condition1,1,juede_unclear,120,站在,10251,11,juede,
522,condition1,1,filler,907,谈,6119,12,filler,
522,condition1,1,yiwei_contrastive,1,说,7667,13,yiwei,
522,condition1,1,juede_contrastive,16,感觉,9017,14,juede,
522,condition1,1,juede_unclear,119,说,6369,15,juede,
522,condition1,1,yiwei_unclear,101,觉得,9800,16,yiwei,
522,condition1,1,yiwei_unclear,105,以为,14935,17,yiwei,
522,condition1,1,juede_contrastive,13,说,10770,18,juede,
522,condition1,1,filler,902,盗,6617,19,filler,
522,condition1,1,yiwei_contrastive,3,说,13818,20,yiwei,
522,condition1,2,yiwei_unclear,110,认为,17635,21,yiwei,
522,condition1,2,yiwei_contrastive,10,以为,9446,22,yiwei,
522,condition1,2,juede_unclear,115,觉得,6984,23,juede,
522,condition1,2,filler,906,点,6869,24,filler,
522,condition1,2,juede_unclear,111,觉得,8000,25,juede,
522,condition1,2,juede_contrastive,20,说,14602,26,juede,
522,condition1,2,yiwei_contrastive,6,吃的,12937,27,yiwei,
522,condition1,2,yiwei_unclear,108,认为,14184,28,yiwei,
522,condition1,2,juede_contrastive,14,觉得,7385,29,juede,
522,condition1,2,filler,908,拆,6184,30,filler,
522,condition1,3,filler,904,偃,31835,31,filler,
522,condition1,3,yiwei_unclear,107,说,7650,32,yiwei,
522,condition1,3,juede_unclear,118,觉得,6734,33,juede,
522,condition1,3,yiwei_contrastive,5,以为,5902,34,yiwei,
522,condition1,3,juede_contrastive,11,戴,10499,35,juede,
522,condition1,3,yiwei_unclear,102,以为,9361,36,yiwei,
522,condition1,3,yiwei_contrastive,2,觉得,8501,37,yiwei,
522,condition1,3,filler,901,挠,7885,38,filler,
522,condition1,3,juede_contrastive,18,感觉,9802,39,juede,
522,condition1,3,juede_unclear,114,送给,28574,40,juede,
522,condition1,4,juede_unclear,116,看,12701,41,juede,
522,condition1,4,yiwei_contrastive,7,看,12969,42,yiwei,
522,condition1,4,filler,910,刻,10119,43,filler,
522,condition1,4,juede_contrastive,15,说,16153,44,juede,
522,condition1,4,yiwei_contrastive,9,认为,5766,45,yiwei,
522,condition1,4,yiwei_unclear,106,说,8536,46,yiwei,
522,condition1,4,juede_contrastive,17,说,12118,47,juede,
522,condition1,4,juede_unclear,112,感觉,7785,48,juede,
522,condition1,4,filler,903,待,7750,49,filler,
522,condition1,4,yiwei_unclear,103,说,9202,50,yiwei,
439,condition1,practice,practice_1,301,放,,0,NA,
439,condition1,practice,practice_2,302,打,,0,NA,
439,condition1,practice,practice_3,303,发,,0,NA,
439,condition1,practice,practice_4,304,闹,,0,NA,
439,condition1,0,yiwei_contrastive,3,坚持,120580,1,yiwei,
439,condition1,0,filler,903,待,13012,2,filler,
439,condition1,0,yiwei_unclear,104,学,88534,3,yiwei,
439,condition1,0,yiwei_contrastive,4,喊,75968,4,yiwei,
439,condition1,0,juede_contrastive,19,是,37468,5,juede,
439,condition1,0,juede_unclear,116,执,96914,6,juede,
439,condition1,0,yiwei_unclear,109,放,22220,7,yiwei,
439,condition1,0,filler,908,拆,18877,8,filler,
439,condition1,0,juede_unclear,117,锁,13138,9,juede,
439,condition1,0,juede_contrastive,15,看,30614,10,juede,
439,condition1,1,juede_unclear,115,同意,19477,11,juede,
439,condition1,1,yiwei_unclear,108,前进,86253,12,yiwei,
439,condition1,1,filler,906,点,14104,13,filler,
439,condition1,1,yiwei_unclear,103,以为,16063,14,yiwei,
439,condition1,1,juede_contrastive,11,选,23222,15,juede,
439,condition1,1,filler,909,画,14450,16,filler,
439,condition1,1,juede_contrastive,14,确认,25448,17,juede,
439,condition1,1,yiwei_contrastive,1,说,21435,18,yiwei,
439,condition1,1,juede_unclear,113,认为,19952,19,juede,
439,condition1,1,yiwei_contrastive,9,确定,23462,20,yiwei,
439,condition1,2,juede_contrastive,17,确定,53434,21,juede,
439,condition1,2,yiwei_unclear,105,断定,22973,22,yiwei,
439,condition1,2,juede_unclear,112,知道,16871,23,juede,
439,condition1,2,juede_contrastive,18,说,22472,24,juede,
439,condition1,2,yiwei_contrastive,7,肯定,42819,25,yiwei,
439,condition1,2,yiwei_unclear,107,以为,50840,26,yiwei,
439,condition1,2,filler,910,刻,12912,27,filler,
439,condition1,2,yiwei_contrastive,5,猜,27899,28,yiwei,
439,condition1,2,juede_unclear,114,觉得,48953,29,juede,
439,condition1,2,filler,905,指,14063,30,filler,
439,condition1,3,filler,902,盗,14999,31,filler,
439,condition1,3,yiwei_unclear,102,幻想,26530,32,yiwei,
439,condition1,3,juede_unclear,111,认为,17926,33,juede,
439,condition1,3,juede_unclear,120,怕,29533,34,juede,
439,condition1,3,filler,907,谈,12122,35,filler,
439,condition1,3,juede_contrastive,16,觉得,28975,36,juede,
439,condition1,3,juede_contrastive,12,认为,28237,37,juede,
439,condition1,3,yiwei_contrastive,8,选择,19212,38,yiwei,
439,condition1,3,yiwei_unclear,110,猜,32648,39,yiwei,
439,condition1,3,yiwei_contrastive,10,猜测,53495,40,yiwei,
439,condition1,4,juede_unclear,118,想,18741,41,juede,
439,condition1,4,juede_contrastive,13,选择,44453,42,juede,
439,condition1,4,filler,904,拔,13015,43,filler,
439,condition1,4,yiwei_unclear,101,说,17632,44,yiwei,
439,condition1,4,juede_contrastive,20,说,16511,45,juede,
439,condition1,4,yiwei_contrastive,2,想,16842,46,yiwei,
439,condition1,4,yiwei_unclear,106,怕,16951,47,yiwei,
439,condition1,4,filler,901,挠,13593,48,filler,
439,condition1,4,yiwei_contrastive,6,以为,12503,49,yiwei,
439,condition1,4,juede_unclear,119,想,14618,50,juede,
504,condition1,practice,practice_1,301,放,,0,NA,
504,condition1,practice,practice_2,302,打,,0,NA,
504,condition1,practice,practice_3,303,发,,0,NA,
504,condition1,practice,practice_4,304,闹,,0,NA,
504,condition1,0,yiwei_contrastive,6,晚饭,11473,1,yiwei,
504,condition1,0,filler,903,待,4472,2,filler,
504,condition1,0,juede_contrastive,19,不是,8771,3,juede,
504,condition1,0,juede_contrastive,18,家,7053,4,juede,
504,condition1,0,yiwei_unclear,102,说,11498,5,yiwei,
504,condition1,0,juede_unclear,119,喂,11864,6,juede,
504,condition1,0,yiwei_contrastive,9,也,4193,7,yiwei,
504,condition1,0,filler,904,揠,10779,8,filler,
504,condition1,0,juede_unclear,120,觉得有,15002,9,juede,
504,condition1,0,yiwei_unclear,110,说,12084,10,yiwei,
504,condition1,1,juede_contrastive,13,这,9248,11,juede,
504,condition1,1,filler,907,谈,3258,12,filler,
504,condition1,1,juede_unclear,114,看,10693,13,juede,
504,condition1,1,yiwei_unclear,103,才,18913,14,yiwei,
504,condition1,1,yiwei_contrastive,3,就,5658,15,yiwei,
504,condition1,1,juede_unclear,116,看见,12177,16,juede,
504,condition1,1,juede_contrastive,17,以为,12079,17,juede,
504,condition1,1,yiwei_contrastive,7,手,11263,18,yiwei,
504,condition1,1,filler,906,点,4328,19,filler,
504,condition1,1,yiwei_unclear,108,爸爸,27521,20,yiwei,
504,condition1,2,juede_unclear,115,不认为,7369,21,juede,
504,condition1,2,filler,902,盗,6587,22,filler,
504,condition1,2,filler,901,挠,4417,23,filler,
504,condition1,2,juede_contrastive,16,的,5473,24,juede,
504,condition1,2,yiwei_contrastive,1,说,4191,25,yiwei,
504,condition1,2,juede_contrastive,20,说这,11268,26,juede,
504,condition1,2,yiwei_unclear,109,让,3081,27,yiwei,
504,condition1,2,juede_unclear,113,觉得,3742,28,juede,
504,condition1,2,yiwei_contrastive,10,不,20249,29,yiwei,
504,condition1,2,yiwei_unclear,105,也,8716,30,yiwei,
504,condition1,3,yiwei_unclear,101,以为,12946,31,yiwei,
504,condition1,3,juede_unclear,117,藏,6740,32,juede,
504,condition1,3,juede_contrastive,11,还是,3479,33,juede,
504,condition1,3,yiwei_unclear,104,小心,6746,34,yiwei,
504,condition1,3,filler,909,画,5260,35,filler,
504,condition1,3,juede_contrastive,14,也,4235,36,juede,
504,condition1,3,yiwei_contrastive,2,看是,9941,37,yiwei,
504,condition1,3,juede_unclear,112,真的,9607,38,juede,
504,condition1,3,filler,908,拆,6310,39,filler,
504,condition1,3,yiwei_contrastive,4,认,5731,40,yiwei,
504,condition1,4,yiwei_contrastive,8,说我,9598,41,yiwei,
504,condition1,4,yiwei_contrastive,5,不知道,7373,42,yiwei,
504,condition1,4,juede_contrastive,12,觉得,6442,43,juede,
504,condition1,4,juede_contrastive,15,踢的,14173,44,juede,
504,condition1,4,juede_unclear,118,看,4029,45,juede,
504,condition1,4,filler,905,指,8420,46,filler,
504,condition1,4,filler,910,刻,10844,47,filler,
504,condition1,4,yiwei_unclear,107,觉得,10678,48,yiwei,
504,condition1,4,yiwei_unclear,106,只有,8039,49,yiwei,
504,condition1,4,juede_unclear,111,觉得,7425,50,juede,
524,condition1,practice,practice_1,301,放,,0,NA,
524,condition1,practice,practice_2,302,打,,0,NA,
524,condition1,practice,practice_3,303,发,,0,NA,
524,condition1,practice,practice_4,304,闹,,0,NA,
524,condition1,0,filler,906,点,7677,1,filler,
524,condition1,0,juede_contrastive,20,说,23041,2,juede,
524,condition1,0,juede_contrastive,17,看,8023,3,juede,
524,condition1,0,juede_unclear,118,猜,7270,4,juede,
524,condition1,0,yiwei_contrastive,6,猜,9947,5,yiwei,
524,condition1,0,juede_unclear,112,发现,114558,6,juede,
524,condition1,0,yiwei_unclear,109,推测,19824,7,yiwei,
524,condition1,0,yiwei_unclear,105,玩,91180,8,yiwei,
524,condition1,0,yiwei_contrastive,7,像,105916,9,yiwei,
524,condition1,0,filler,905,指,11174,10,filler,
524,condition1,1,juede_unclear,120,扮演,11954,11,juede,
524,condition1,1,yiwei_unclear,101,责怪,10156,12,yiwei,
524,condition1,1,juede_contrastive,16,带来,25112,13,juede,
524,condition1,1,yiwei_contrastive,10,以为,5537,14,yiwei,
524,condition1,1,filler,909,画,9277,15,filler,
524,condition1,1,yiwei_contrastive,8,猜,8846,16,yiwei,
524,condition1,1,filler,907,谈,5835,17,filler,
524,condition1,1,juede_contrastive,14,猜,4973,18,juede,
524,condition1,1,yiwei_unclear,106,看到,10257,19,yiwei,
524,condition1,1,juede_unclear,117,放,9161,20,juede,
524,condition1,2,juede_unclear,115,说,6077,21,juede,
524,condition1,2,yiwei_contrastive,9,猜,4769,22,yiwei,
524,condition1,2,yiwei_unclear,104,看,11017,23,yiwei,
524,condition1,2,filler,903,待,7004,24,filler,
524,condition1,2,yiwei_unclear,107,觉得,12118,25,yiwei,
524,condition1,2,filler,902,盗,5823,26,filler,
524,condition1,2,yiwei_contrastive,3,说,18238,27,yiwei,
524,condition1,2,juede_unclear,116,说,12746,28,juede,
524,condition1,2,juede_contrastive,19,是,14588,29,juede,
524,condition1,2,juede_contrastive,15,看,10934,30,juede,
524,condition1,3,juede_unclear,113,觉得,6508,31,juede,
524,condition1,3,juede_unclear,114,觉得,9615,32,juede,
524,condition1,3,filler,904,拔,8587,33,filler,
524,condition1,3,yiwei_contrastive,1,说,11562,34,yiwei,
524,condition1,3,yiwei_unclear,110,认为,20282,35,yiwei,
524,condition1,3,yiwei_contrastive,4,觉得,8064,36,yiwei,
524,condition1,3,yiwei_unclear,108,以为,14747,37,yiwei,
524,condition1,3,filler,901,挠,8395,38,filler,
524,condition1,3,juede_contrastive,13,看,10270,39,juede,
524,condition1,3,juede_contrastive,11,看,10435,40,juede,
524,condition1,4,juede_unclear,111,觉得,5157,41,juede,
524,condition1,4,filler,908,拆,6820,42,filler,
524,condition1,4,yiwei_unclear,102,描述,10046,43,yiwei,
524,condition1,4,yiwei_unclear,103,以为,13096,44,yiwei,
524,condition1,4,yiwei_contrastive,2,以为,11101,45,yiwei,
524,condition1,4,filler,910,刻,8731,46,filler,
524,condition1,4,juede_contrastive,12,认为,7849,47,juede,
524,condition1,4,juede_contrastive,18,猜,8845,48,juede,
524,condition1,4,juede_unclear,119,说,9075,49,juede,
524,condition1,4,yiwei_contrastive,5,猜,7720,50,yiwei,
456,condition1,practice,practice_1,301,放,,0,NA,
456,condition1,practice,practice_2,302,打,,0,NA,
456,condition1,practice,practice_3,303,發,,0,NA,
456,condition1,practice,practice_4,304,鬧,,0,NA,
456,condition1,0,yiwei_contrastive,10,看,38992,1,yiwei,
456,condition1,0,juede_unclear,119,說,7759,2,juede,
456,condition1,0,yiwei_unclear,108,負責,87474,3,yiwei,
456,condition1,0,yiwei_contrastive,7,看,14018,4,yiwei,
456,condition1,0,juede_unclear,113,覺得,8835,5,juede,
456,condition1,0,filler,907,談,3833,6,filler,
456,condition1,0,filler,902,盜,8713,7,filler,
456,condition1,0,juede_contrastive,14,看,23756,8,juede,
456,condition1,0,juede_contrastive,12,看,14917,9,juede,
456,condition1,0,yiwei_unclear,104,告訴,6762,10,yiwei,
456,condition1,1,yiwei_unclear,102,說,9650,11,yiwei,
456,condition1,1,yiwei_contrastive,1,說,14438,12,yiwei,
456,condition1,1,juede_unclear,112,說,6301,13,juede,
456,condition1,1,yiwei_contrastive,9,看,4564,14,yiwei,
456,condition1,1,filler,904,揠,7920,15,filler,
456,condition1,1,juede_unclear,111,覺得,6099,16,juede,
456,condition1,1,yiwei_unclear,105,覺得,12234,17,yiwei,
456,condition1,1,filler,901,撓,62401,18,filler,
456,condition1,1,juede_contrastive,15,摸,24984,19,juede,
456,condition1,1,juede_contrastive,11,看,5928,20,juede,
456,condition1,2,juede_contrastive,18,說,7067,21,juede,
456,condition1,2,juede_contrastive,19,說,15002,22,juede,
456,condition1,2,juede_unclear,118,覺得,6416,23,juede,
456,condition1,2,yiwei_contrastive,4,聽,9334,24,yiwei,
456,condition1,2,juede_unclear,116,看,8582,25,juede,
456,condition1,2,filler,909,畫,4717,26,filler,
456,condition1,2,filler,905,比,7040,27,filler,
456,condition1,2,yiwei_contrastive,6,看,6082,28,yiwei,
456,condition1,2,yiwei_unclear,103,看,6217,29,yiwei,
456,condition1,2,yiwei_unclear,109,看,4083,30,yiwei,
456,condition1,3,filler,903,待,13546,31,filler,
456,condition1,3,juede_contrastive,20,覺得,11350,32,juede,
456,condition1,3,juede_unclear,114,看,11351,33,juede,
456,condition1,3,juede_contrastive,13,說,8465,34,juede,
456,condition1,3,yiwei_contrastive,5,看,7820,35,yiwei,
456,condition1,3,yiwei_unclear,106,說,10033,36,yiwei,
456,condition1,3,juede_unclear,117,看,5848,37,juede,
456,condition1,3,yiwei_contrastive,8,看,3651,38,yiwei,
456,condition1,3,yiwei_unclear,101,以為,7159,39,yiwei,
456,condition1,3,filler,908,拆,5500,40,filler,
456,condition1,4,filler,906,點,5250,41,filler,
456,condition1,4,yiwei_contrastive,3,看,9350,42,yiwei,
456,condition1,4,juede_contrastive,17,覺得,5034,43,juede,
456,condition1,4,juede_unclear,120,覺得,10435,44,juede,
456,condition1,4,filler,910,追,10178,45,filler,
456,condition1,4,yiwei_unclear,110,覺得,17851,46,yiwei,
456,condition1,4,yiwei_contrastive,2,看,6002,47,yiwei,
456,condition1,4,yiwei_unclear,107,說,5565,48,yiwei,
456,condition1,4,juede_unclear,115,覺得,6735,49,juede,
456,condition1,4,juede_contrastive,16,覺得,6847,50,juede,
499,condition1,practice,practice_1,301,放,,0,NA,
499,condition1,practice,practice_2,302,打,,0,NA,
499,condition1,practice,practice_3,303,发,,0,NA,
499,condition1,practice,practice_4,304,闹,,0,NA,
499,condition1,0,juede_contrastive,17,拿地,26630,1,juede,
499,condition1,0,filler,905,指,11248,2,filler,
499,condition1,0,yiwei_unclear,103,以为,21095,3,yiwei,
499,condition1,0,yiwei_contrastive,2,让,13425,4,yiwei,
499,condition1,0,juede_contrastive,12,觉得,4648,5,juede,
499,condition1,0,yiwei_contrastive,5,看,10911,6,yiwei,
499,condition1,0,yiwei_unclear,110,以为,17407,7,yiwei,
499,condition1,0,juede_unclear,120,站在,9553,8,juede,
499,condition1,0,filler,906,点,12472,9,filler,
499,condition1,0,juede_unclear,114,不像,16792,10,juede,
499,condition1,1,juede_contrastive,19,和这,20960,11,juede,
499,condition1,1,yiwei_contrastive,4,觉得,9984,12,yiwei,
499,condition1,1,juede_contrastive,13,拿的,18272,13,juede,
499,condition1,1,yiwei_contrastive,7,手,49151,14,yiwei,
499,condition1,1,yiwei_unclear,102,看到,6281,15,yiwei,
499,condition1,1,filler,904,拔,12248,16,filler,
499,condition1,1,yiwei_unclear,107,说,8679,17,yiwei,
499,condition1,1,juede_unclear,113,觉得,5680,18,juede,
499,condition1,1,filler,901,挠,10040,19,filler,
499,condition1,1,juede_unclear,118,跑,6256,20,juede,
499,condition1,2,filler,907,谈,4664,21,filler,
499,condition1,2,juede_unclear,111,认为,9464,22,juede,
499,condition1,2,juede_contrastive,16,打开地,20320,23,juede,
499,condition1,2,yiwei_contrastive,3,想,24656,24,yiwei,
499,condition1,2,yiwei_contrastive,9,有,9000,25,yiwei,
499,condition1,2,yiwei_unclear,101,以为,6952,26,yiwei,
499,condition1,2,juede_contrastive,20,找到地,12720,27,juede,
499,condition1,2,juede_unclear,112,觉得,6416,28,juede,
499,condition1,2,yiwei_unclear,104,跑，,25336,29,yiwei,
499,condition1,2,filler,908,拆,7904,30,filler,
499,condition1,3,filler,909,画,5384,31,filler,
499,condition1,3,juede_contrastive,14,看,12599,32,juede,
499,condition1,3,yiwei_contrastive,10,确定,14664,33,yiwei,
499,condition1,3,yiwei_contrastive,8,看,25968,34,yiwei,
499,condition1,3,yiwei_unclear,106,以为,13217,35,yiwei,
499,condition1,3,juede_contrastive,18,说,19495,36,juede,
499,condition1,3,yiwei_unclear,105,喜欢,40345,37,yiwei,
499,condition1,3,juede_unclear,116,想,7343,38,juede,
499,condition1,3,juede_unclear,119,觉得,4112,39,juede,
499,condition1,3,filler,902,盗,16503,40,filler,
499,condition1,4,juede_contrastive,11,选,12425,41,juede,
499,condition1,4,filler,903,待,22959,42,filler,
499,condition1,4,juede_unclear,115,想,7632,43,juede,
499,condition1,4,juede_unclear,117,看,9520,44,juede,
499,condition1,4,yiwei_unclear,108,认为,6952,45,yiwei,
499,condition1,4,yiwei_unclear,109,以为,5480,46,yiwei,
499,condition1,4,juede_contrastive,15,看,6312,47,juede,
499,condition1,4,yiwei_contrastive,6,说,9271,48,yiwei,
499,condition1,4,yiwei_contrastive,1,说,4569,49,yiwei,
499,condition1,4,filler,910,刻,15056,50,filler,
491,condition1,practice,practice_1,301,放,,0,NA,
491,condition1,practice,practice_2,302,打,,0,NA,
491,condition1,practice,practice_3,303,发,,0,NA,
491,condition1,practice,practice_4,304,闹,,0,NA,
491,condition1,0,yiwei_contrastive,4,当,11832,1,yiwei,
491,condition1,0,filler,910,刻,8785,2,filler,
491,condition1,0,yiwei_unclear,110,担心,53778,3,yiwei,
491,condition1,0,yiwei_unclear,104,看,18927,4,yiwei,
491,condition1,0,juede_unclear,111,觉得,7508,5,juede,
491,condition1,0,yiwei_contrastive,7,肯定,17293,6,yiwei,
491,condition1,0,juede_contrastive,11,就,6248,7,juede,
491,condition1,0,juede_contrastive,14,当然,13314,8,juede,
491,condition1,0,juede_unclear,116,看,11256,9,juede,
491,condition1,0,filler,904,拔,6840,10,filler,
491,condition1,1,yiwei_contrastive,8,绝对,16495,11,yiwei,
491,condition1,1,filler,903,待,6374,12,filler,
491,condition1,1,filler,906,点,7455,13,filler,
491,condition1,1,yiwei_contrastive,9,也,6811,14,yiwei,
491,condition1,1,yiwei_unclear,109,让,4904,15,yiwei,
491,condition1,1,yiwei_unclear,103,是,12429,16,yiwei,
491,condition1,1,juede_contrastive,18,害怕,15517,17,juede,
491,condition1,1,juede_unclear,115,觉得,9134,18,juede,
491,condition1,1,juede_contrastive,16,感觉,8648,19,juede,
491,condition1,1,juede_unclear,114,担心,14657,20,juede,
491,condition1,2,yiwei_unclear,108,认真,48692,21,yiwei,
491,condition1,2,filler,901,挠,11979,22,filler,
491,condition1,2,juede_contrastive,17,肯定,24492,23,juede,
491,condition1,2,yiwei_contrastive,3,其实,6900,24,yiwei,
491,condition1,2,juede_unclear,118,觉得,17928,25,juede,
491,condition1,2,juede_contrastive,12,买的,14247,26,juede,
491,condition1,2,filler,905,指,7422,27,filler,
491,condition1,2,juede_unclear,119,快看,11050,28,juede,
491,condition1,2,yiwei_unclear,105,其实,10044,29,yiwei,
491,condition1,2,yiwei_contrastive,6,知道,9510,30,yiwei,
491,condition1,3,yiwei_unclear,106,这样,13190,31,yiwei,
491,condition1,3,yiwei_contrastive,1,知道,10054,32,yiwei,
491,condition1,3,yiwei_contrastive,10,还当,7818,33,yiwei,
491,condition1,3,filler,908,拆,6251,34,filler,
491,condition1,3,filler,902,盗,6098,35,filler,
491,condition1,3,juede_contrastive,19,有点,9401,36,juede,
491,condition1,3,yiwei_unclear,102,发现,13378,37,yiwei,
491,condition1,3,juede_unclear,112,感觉,7188,38,juede,
491,condition1,3,juede_unclear,113,觉得,4486,39,juede,
491,condition1,3,juede_contrastive,15,以为,21441,40,juede,
491,condition1,4,juede_contrastive,13,看重,28584,41,juede,
491,condition1,4,juede_unclear,117,藏,6816,42,juede,
491,condition1,4,juede_contrastive,20,就当,12751,43,juede,
491,condition1,4,juede_unclear,120,以为,7923,44,juede,
491,condition1,4,filler,909,画,4799,45,filler,
491,condition1,4,yiwei_unclear,107,当,6406,46,yiwei,
491,condition1,4,yiwei_contrastive,2,估计,6521,47,yiwei,
491,condition1,4,filler,907,谈,4608,48,filler,
491,condition1,4,yiwei_contrastive,5,怕,10531,49,yiwei,
491,condition1,4,yiwei_unclear,101,以为,5947,50,yiwei,
462,condition1,practice,practice_1,301,放,,0,NA,
462,condition1,practice,practice_2,302,打,,0,NA,
462,condition1,practice,practice_3,303,生,,0,NA,
462,condition1,practice,practice_4,304,闹,,0,NA,
462,condition1,0,filler,909,画,7515,1,filler,
462,condition1,0,yiwei_unclear,106,还,20204,2,yiwei,
462,condition1,0,yiwei_contrastive,1,煎,14310,3,yiwei,
462,condition1,0,yiwei_contrastive,9,们,4379,4,yiwei,
462,condition1,0,filler,905,指,9876,5,filler,
462,condition1,0,juede_unclear,114,怕,23118,6,juede,
462,condition1,0,yiwei_unclear,103,就,22459,7,yiwei,
462,condition1,0,juede_contrastive,18,的,12769,8,juede,
462,condition1,0,juede_contrastive,17,就,8833,9,juede,
462,condition1,0,juede_unclear,111,觉得,11342,10,juede,
462,condition1,1,yiwei_unclear,107,说,9285,11,yiwei,
462,condition1,1,yiwei_contrastive,7,怕,24556,12,yiwei,
462,condition1,1,filler,906,点,5099,13,filler,
462,condition1,1,filler,904,拔,7771,14,filler,
462,condition1,1,juede_unclear,117,真,7171,15,juede,
462,condition1,1,juede_contrastive,20,应该,50998,16,juede,
462,condition1,1,yiwei_unclear,109,让,11624,17,yiwei,
462,condition1,1,juede_contrastive,19,觉得,9166,18,juede,
462,condition1,1,yiwei_contrastive,4,觉得,11209,19,yiwei,
462,condition1,1,juede_unclear,113,觉得,6537,20,juede,
462,condition1,2,juede_contrastive,12,住,5354,21,juede,
462,condition1,2,juede_unclear,115,相信,8386,22,juede,
462,condition1,2,juede_unclear,112,觉得,14087,23,juede,
462,condition1,2,filler,903,待,6509,24,filler,
462,condition1,2,yiwei_contrastive,5,知道,16287,25,yiwei,
462,condition1,2,yiwei_unclear,104,别动,73369,26,yiwei,
462,condition1,2,juede_contrastive,14,就,5937,27,juede,
462,condition1,2,filler,901,挠,6619,28,filler,
462,condition1,2,yiwei_contrastive,2,觉得,7529,29,yiwei,
462,condition1,2,yiwei_unclear,105,就,7620,30,yiwei,
462,condition1,3,juede_contrastive,11,吹走,35021,31,juede,
462,condition1,3,juede_contrastive,13,这,12888,32,juede,
462,condition1,3,yiwei_contrastive,10,也,6271,33,yiwei,
462,condition1,3,filler,902,盗,7262,34,filler,
462,condition1,3,yiwei_unclear,110,相信,14186,35,yiwei,
462,condition1,3,juede_unclear,120,让,51302,36,juede,
462,condition1,3,yiwei_contrastive,6,的,10652,37,yiwei,
462,condition1,3,yiwei_unclear,102,想,27676,38,yiwei,
462,condition1,3,filler,907,谈,3852,39,filler,
462,condition1,3,juede_unclear,116,遇到,10802,40,juede,
462,condition1,4,yiwei_contrastive,8,应该,5309,41,yiwei,
462,condition1,4,yiwei_unclear,101,觉得,23953,42,yiwei,
462,condition1,4,juede_contrastive,15,们,40607,43,juede,
462,condition1,4,juede_contrastive,16,的,5743,44,juede,
462,condition1,4,yiwei_unclear,108,离开,12199,45,yiwei,
462,condition1,4,juede_unclear,118,的,7525,46,juede,
462,condition1,4,filler,908,拆,6136,47,filler,
462,condition1,4,filler,910,刻,49875,48,filler,
462,condition1,4,yiwei_contrastive,3,觉得,27018,49,yiwei,
462,condition1,4,juede_unclear,119,抚摸,13635,50,juede,
498,condition1,practice,practice_1,301,放,,0,NA,
498,condition1,practice,practice_2,302,打,,0,NA,
498,condition1,practice,practice_3,303,发,,0,NA,
498,condition1,practice,practice_4,304,闹,,0,NA,
498,condition1,0,juede_contrastive,19,不,58177,1,juede,
498,condition1,0,filler,902,盗,4774,2,filler,
498,condition1,0,yiwei_contrastive,8,还,9431,3,yiwei,
498,condition1,0,filler,909,画,5151,4,filler,
498,condition1,0,juede_unclear,119,，,22438,5,juede,
498,condition1,0,yiwei_unclear,110,猜,12276,6,yiwei,
498,condition1,0,juede_contrastive,20,说,7884,7,juede,
498,condition1,0,juede_unclear,112,说,12893,8,juede,
498,condition1,0,yiwei_unclear,106,此,9295,9,yiwei,
498,condition1,0,yiwei_contrastive,10,也,6575,10,yiwei,
498,condition1,1,yiwei_contrastive,4,说,4535,11,yiwei,
498,condition1,1,juede_contrastive,16,觉得,6518,12,juede,
498,condition1,1,filler,901,挠,6760,13,filler,
498,condition1,1,filler,910,刻,7588,14,filler,
498,condition1,1,yiwei_unclear,101,说,9869,15,yiwei,
498,condition1,1,yiwei_contrastive,9,看,3431,16,yiwei,
498,condition1,1,juede_unclear,114,发现,9858,17,juede,
498,condition1,1,yiwei_unclear,105,喜欢,25868,18,yiwei,
