workerid,proliferate.condition,block_id,condition,item_id,response,rt,trial_num,verb,error,answer,response_correct,response_clean,response_type,response_num,discourse_type
447,condition1,2,juede_unclear,119,看,21650,23,juede,NA,NA,NA,other,non-other,0,unconstrained
447,condition1,2,juede_contrastive,20,认为,21568,24,juede,NA,NA,NA,other,non-belief,0,constrained
447,condition1,2,yiwei_unclear,109,以为,35767,26,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
447,condition1,2,juede_contrastive,11,戴,22816,27,juede,NA,NA,NA,other,verb,0,constrained
447,condition1,2,yiwei_contrastive,4,以为,21417,28,yiwei,NA,NA,NA,yiwei,contra,1,constrained
447,condition1,2,yiwei_unclear,101,以为,16434,29,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
447,condition1,2,yiwei_contrastive,1,以为,18900,30,yiwei,NA,NA,NA,yiwei,contra,1,constrained
447,condition1,3,yiwei_contrastive,6,以为,9717,33,yiwei,NA,NA,NA,yiwei,contra,1,constrained
447,condition1,3,juede_unclear,111,觉得,11740,34,juede,NA,NA,NA,juede,non-belief,1,unconstrained
447,condition1,3,yiwei_unclear,102,以为,21226,35,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
447,condition1,3,juede_unclear,117,放,24334,36,juede,NA,NA,NA,other,verb,0,unconstrained
447,condition1,3,yiwei_contrastive,7,以为,33983,37,yiwei,NA,NA,NA,yiwei,contra,1,constrained
447,condition1,3,juede_contrastive,16,觉得,15300,38,juede,NA,NA,NA,juede,non-belief,1,constrained
447,condition1,3,juede_contrastive,13,觉得,12684,39,juede,NA,NA,NA,juede,non-belief,1,constrained
447,condition1,3,yiwei_unclear,105,以为,39516,40,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
447,condition1,4,juede_contrastive,19,觉得,15417,41,juede,NA,NA,NA,juede,non-belief,1,constrained
447,condition1,4,yiwei_unclear,104,认为,29784,42,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
447,condition1,4,juede_contrastive,15,看,20850,43,juede,NA,NA,NA,other,non-other,0,constrained
447,condition1,4,yiwei_contrastive,3,觉得,22000,45,yiwei,NA,NA,NA,juede,non-belief,0,constrained
447,condition1,4,yiwei_unclear,103,以为,18666,46,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
447,condition1,4,juede_unclear,114,担心,26551,47,juede,NA,NA,NA,other,non-emotion,0,unconstrained
447,condition1,4,yiwei_contrastive,5,以为,16199,48,yiwei,NA,NA,NA,yiwei,contra,1,constrained
447,condition1,4,juede_unclear,118,觉得,16168,49,juede,NA,NA,NA,juede,non-belief,1,unconstrained
497,condition1,0,yiwei_unclear,101,说,50356,1,yiwei,NA,NA,NA,other,non-say,0,unconstrained
497,condition1,0,juede_contrastive,18,说,158048,3,juede,NA,NA,NA,other,non-say,0,constrained
497,condition1,0,yiwei_contrastive,2,看,30912,4,yiwei,NA,NA,NA,other,non-other,0,constrained
497,condition1,0,juede_unclear,112,觉得,28482,5,juede,NA,NA,NA,juede,non-belief,1,unconstrained
497,condition1,0,juede_contrastive,16,发现,31912,6,juede,NA,NA,NA,other,factive-other,0,constrained
497,condition1,0,yiwei_contrastive,4,认为,22049,8,yiwei,NA,NA,NA,other,non-belief,0,constrained
497,condition1,0,juede_unclear,119,觉得,24211,9,juede,NA,NA,NA,juede,non-belief,1,unconstrained
497,condition1,0,yiwei_unclear,104,看,31418,10,yiwei,NA,NA,NA,other,non-other,0,unconstrained
497,condition1,1,yiwei_contrastive,6,以为,19701,11,yiwei,NA,NA,NA,yiwei,contra,1,constrained
497,condition1,1,yiwei_unclear,105,想念,42718,12,yiwei,NA,NA,NA,other,other,0,unconstrained
497,condition1,1,juede_contrastive,17,问,104595,13,juede,NA,NA,NA,other,non-say,0,constrained
497,condition1,1,juede_unclear,111,感觉,20833,15,juede,NA,NA,NA,other,non-belief,0,unconstrained
497,condition1,1,yiwei_unclear,106,害怕,91105,16,yiwei,NA,NA,NA,other,non-emotion,0,unconstrained
497,condition1,1,yiwei_contrastive,8,发觉,38875,17,yiwei,NA,NA,NA,other,factive-other,0,constrained
497,condition1,1,juede_contrastive,13,发现,94089,18,juede,NA,NA,NA,other,factive-other,0,constrained
497,condition1,1,juede_unclear,117,找,76205,20,juede,NA,NA,NA,other,verb,0,unconstrained
497,condition1,2,juede_contrastive,12,觉得,30413,21,juede,NA,NA,NA,juede,non-belief,1,constrained
497,condition1,2,juede_contrastive,14,看,192495,22,juede,NA,NA,NA,other,non-other,0,constrained
497,condition1,2,juede_unclear,116,感觉,626547,24,juede,NA,NA,NA,other,non-belief,0,unconstrained
497,condition1,2,yiwei_contrastive,7,以为,17154,25,yiwei,NA,NA,NA,yiwei,contra,1,constrained
497,condition1,2,juede_unclear,114,看,53217,26,juede,NA,NA,NA,other,non-other,0,unconstrained
497,condition1,2,yiwei_contrastive,5,以为,17124,27,yiwei,NA,NA,NA,yiwei,contra,1,constrained
497,condition1,2,yiwei_unclear,102,说,30552,28,yiwei,NA,NA,NA,other,non-say,0,unconstrained
497,condition1,2,yiwei_unclear,108,明白,50838,29,yiwei,NA,NA,NA,other,factive-belief,0,unconstrained
497,condition1,3,juede_unclear,113,觉得,17122,31,juede,NA,NA,NA,juede,non-belief,1,unconstrained
497,condition1,3,yiwei_contrastive,9,认为,45778,32,yiwei,NA,NA,NA,other,non-belief,0,constrained
497,condition1,3,yiwei_unclear,109,以为,53416,33,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
497,condition1,3,juede_contrastive,15,看,19819,35,juede,NA,NA,NA,other,non-other,0,constrained
497,condition1,3,juede_unclear,120,想,33398,36,juede,NA,NA,NA,other,non-belief,0,unconstrained
497,condition1,3,yiwei_unclear,110,感觉,52201,38,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
497,condition1,3,juede_contrastive,20,说,39472,39,juede,NA,NA,NA,other,non-say,0,constrained
497,condition1,3,yiwei_contrastive,10,以为,32951,40,yiwei,NA,NA,NA,yiwei,contra,1,constrained
497,condition1,4,yiwei_unclear,107,以为,59555,41,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
497,condition1,4,yiwei_contrastive,1,认为,23580,43,yiwei,NA,NA,NA,other,non-belief,0,constrained
497,condition1,4,yiwei_contrastive,3,想,24015,45,yiwei,NA,NA,NA,other,non-belief,0,constrained
497,condition1,4,yiwei_unclear,103,看,14742,46,yiwei,NA,NA,NA,other,non-other,0,unconstrained
497,condition1,4,juede_contrastive,19,觉得,18022,47,juede,NA,NA,NA,juede,non-belief,1,constrained
497,condition1,4,juede_unclear,118,看,33100,48,juede,NA,NA,NA,other,non-other,0,unconstrained
497,condition1,4,juede_contrastive,11,戴,16890,49,juede,NA,NA,NA,other,verb,0,constrained
497,condition1,4,juede_unclear,115,感觉,34398,50,juede,NA,NA,NA,other,non-belief,0,unconstrained
472,condition1,0,yiwei_contrastive,8,找了,74685,1,yiwei,NA,NA,NA,other,verb,0,constrained
472,condition1,0,juede_unclear,114,看,82573,2,juede,NA,NA,NA,other,non-other,0,unconstrained
472,condition1,0,juede_contrastive,16,看,122954,3,juede,NA,NA,NA,other,non-other,0,constrained
472,condition1,0,yiwei_unclear,110,以为,91335,4,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
472,condition1,0,juede_contrastive,18,说,28931,5,juede,NA,NA,NA,other,non-say,0,constrained
472,condition1,0,yiwei_contrastive,1,猜,61162,6,yiwei,NA,NA,NA,other,non-belief,0,constrained
472,condition1,0,juede_unclear,111,看到,69930,7,juede,NA,NA,NA,other,factive-other,0,unconstrained
472,condition1,0,yiwei_unclear,107,不说,32673,8,yiwei,NA,NA,NA,other,non-say,0,unconstrained
472,condition1,1,juede_contrastive,13,说,22466,11,juede,NA,NA,NA,other,non-say,0,constrained
472,condition1,1,juede_contrastive,19,说,87432,12,juede,NA,NA,NA,other,non-say,0,constrained
472,condition1,1,yiwei_contrastive,3,猜,79528,13,yiwei,NA,NA,NA,other,non-belief,0,constrained
472,condition1,1,yiwei_contrastive,9,猜,45578,14,yiwei,NA,NA,NA,other,non-belief,0,constrained
472,condition1,1,yiwei_unclear,101,以为,59165,16,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
472,condition1,1,yiwei_unclear,103,以为,30898,18,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
472,condition1,1,juede_unclear,112,觉得,44090,19,juede,NA,NA,NA,juede,non-belief,1,unconstrained
472,condition1,1,juede_unclear,119,觉得,43952,20,juede,NA,NA,NA,juede,non-belief,1,unconstrained
472,condition1,2,yiwei_contrastive,2,以为,20927,22,yiwei,NA,NA,NA,yiwei,contra,1,constrained
472,condition1,2,juede_contrastive,11,戴,149631,23,juede,NA,NA,NA,other,verb,0,constrained
472,condition1,2,yiwei_unclear,104,看到,43532,24,yiwei,NA,NA,NA,other,factive-other,0,unconstrained
472,condition1,2,yiwei_unclear,109,跟着,40928,25,yiwei,NA,NA,NA,other,other,0,unconstrained
472,condition1,2,yiwei_contrastive,5,以为,16196,26,yiwei,NA,NA,NA,yiwei,contra,1,constrained
472,condition1,2,juede_unclear,117,放,34959,27,juede,NA,NA,NA,other,verb,0,unconstrained
472,condition1,2,juede_contrastive,15,看到,69893,28,juede,NA,NA,NA,other,factive-other,0,constrained
472,condition1,2,juede_unclear,115,觉得,19106,29,juede,NA,NA,NA,juede,non-belief,1,unconstrained
472,condition1,3,juede_unclear,118,觉得,29516,31,juede,NA,NA,NA,juede,non-belief,1,unconstrained
472,condition1,3,juede_contrastive,20,看到,54194,32,juede,NA,NA,NA,other,factive-other,0,constrained
472,condition1,3,juede_unclear,113,觉得,14757,33,juede,NA,NA,NA,juede,non-belief,1,unconstrained
472,condition1,3,yiwei_contrastive,7,以为,12203,36,yiwei,NA,NA,NA,yiwei,contra,1,constrained
472,condition1,3,yiwei_contrastive,4,以为,10766,37,yiwei,NA,NA,NA,yiwei,contra,1,constrained
472,condition1,3,yiwei_unclear,106,以为,17580,38,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
472,condition1,3,juede_contrastive,14,觉得,26762,39,juede,NA,NA,NA,juede,non-belief,1,constrained
472,condition1,3,yiwei_unclear,108,觉得,24553,40,yiwei,NA,NA,NA,juede,non-belief,0,unconstrained
472,condition1,4,juede_contrastive,12,觉得,46451,41,juede,NA,NA,NA,juede,non-belief,1,constrained
472,condition1,4,yiwei_contrastive,10,以为,44606,42,yiwei,NA,NA,NA,yiwei,contra,1,constrained
472,condition1,4,juede_unclear,120,觉得,14529,43,juede,NA,NA,NA,juede,non-belief,1,unconstrained
472,condition1,4,yiwei_contrastive,6,以为,9095,44,yiwei,NA,NA,NA,yiwei,contra,1,constrained
472,condition1,4,juede_unclear,116,觉得,30570,46,juede,NA,NA,NA,juede,non-belief,1,unconstrained
472,condition1,4,juede_contrastive,17,觉得,38189,47,juede,NA,NA,NA,juede,non-belief,1,constrained
472,condition1,4,yiwei_unclear,105,以为,18500,49,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
472,condition1,4,yiwei_unclear,102,觉得,54024,50,yiwei,NA,NA,NA,juede,non-belief,0,unconstrained
430,condition1,0,juede_unclear,117,放,128401,1,juede,NA,NA,NA,other,verb,0,unconstrained
430,condition1,0,juede_contrastive,13,猜,155415,2,juede,NA,NA,NA,other,non-belief,0,constrained
430,condition1,0,yiwei_unclear,101,认为,30758,4,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
430,condition1,0,juede_unclear,119,觉得,65614,6,juede,NA,NA,NA,juede,non-belief,1,unconstrained
430,condition1,0,juede_contrastive,12,看,40262,7,juede,NA,NA,NA,other,non-other,0,constrained
430,condition1,0,yiwei_contrastive,8,画画,145149,8,yiwei,NA,NA,NA,other,verb,0,constrained
430,condition1,0,yiwei_unclear,105,以为,17726,9,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
430,condition1,0,yiwei_contrastive,10,以为,12030,10,yiwei,NA,NA,NA,yiwei,contra,1,constrained
430,condition1,1,yiwei_contrastive,5,以为,10732,11,yiwei,NA,NA,NA,yiwei,contra,1,constrained
430,condition1,1,yiwei_unclear,102,认为,40492,12,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
430,condition1,1,juede_contrastive,14,认为,35728,13,juede,NA,NA,NA,other,non-belief,0,constrained
430,condition1,1,yiwei_contrastive,6,以为,18093,14,yiwei,NA,NA,NA,yiwei,contra,1,constrained
430,condition1,1,yiwei_unclear,108,认为,25099,16,yiwei,NA,NA,NA,other,non-belief,0,unconstrained
430,condition1,1,juede_unclear,111,觉得,17211,18,juede,NA,NA,NA,juede,non-belief,1,unconstrained
430,condition1,1,juede_unclear,118,感觉,30302,19,juede,NA,NA,NA,other,non-belief,0,unconstrained
430,condition1,1,juede_contrastive,11,戴,18216,20,juede,NA,NA,NA,other,verb,0,constrained
430,condition1,2,juede_unclear,116,种了,124057,21,juede,NA,NA,NA,other,other,0,unconstrained
430,condition1,2,yiwei_contrastive,1,以为,20262,22,yiwei,NA,NA,NA,yiwei,contra,1,constrained
430,condition1,2,yiwei_contrastive,9,以为,16363,24,yiwei,NA,NA,NA,yiwei,contra,1,constrained
430,condition1,2,juede_contrastive,16,认为,39643,25,juede,NA,NA,NA,other,non-belief,0,constrained
430,condition1,2,juede_unclear,120,觉得,14370,26,juede,NA,NA,NA,juede,non-belief,1,unconstrained
430,condition1,2,yiwei_unclear,109,喊,57462,28,yiwei,NA,NA,NA,other,non-say,0,unconstrained
430,condition1,2,juede_contrastive,19,认为,21444,29,juede,NA,NA,NA,other,non-belief,0,constrained
430,condition1,2,yiwei_unclear,107,喊,19252,30,yiwei,NA,NA,NA,other,non-say,0,unconstrained
430,condition1,3,juede_contrastive,15,认为,45921,31,juede,NA,NA,NA,other,non-belief,0,constrained
430,condition1,3,juede_contrastive,17,认为,22476,32,juede,NA,NA,NA,other,non-belief,0,constrained
430,condition1,3,yiwei_unclear,106,怕,18857,33,yiwei,NA,NA,NA,other,non-emotion,0,unconstrained
430,condition1,3,yiwei_contrastive,2,以为,26500,35,yiwei,NA,NA,NA,yiwei,contra,1,constrained
430,condition1,3,yiwei_contrastive,3,以为,24950,36,yiwei,NA,NA,NA,yiwei,contra,1,constrained
430,condition1,3,juede_unclear,112,觉得,18212,37,juede,NA,NA,NA,juede,non-belief,1,unconstrained
430,condition1,3,yiwei_unclear,110,以为,30602,38,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
430,condition1,3,juede_unclear,113,认为,15073,40,juede,NA,NA,NA,other,non-belief,0,unconstrained
430,condition1,4,yiwei_contrastive,4,瞎说,60489,41,yiwei,NA,NA,NA,other,non-say,0,constrained
430,condition1,4,juede_contrastive,20,认为,18418,43,juede,NA,NA,NA,other,non-belief,0,constrained
430,condition1,4,yiwei_contrastive,7,觉得,28561,44,yiwei,NA,NA,NA,juede,non-belief,0,constrained
430,condition1,4,yiwei_unclear,104,凶,38336,45,yiwei,NA,NA,NA,other,non-say,0,unconstrained
430,condition1,4,juede_contrastive,18,认为,28095,46,juede,NA,NA,NA,other,non-belief,0,constrained
430,condition1,4,juede_unclear,115,看,13283,47,juede,NA,NA,NA,other,non-other,0,unconstrained
430,condition1,4,juede_unclear,114,觉得,26540,48,juede,NA,NA,NA,juede,non-belief,1,unconstrained
430,condition1,4,yiwei_unclear,103,觉得,53550,50,yiwei,NA,NA,NA,juede,non-belief,0,unconstrained
450,condition1,0,juede_unclear,117,放,22320,1,juede,NA,NA,NA,other,verb,0,unconstrained
450,condition1,0,juede_contrastive,13,拿,42889,2,juede,NA,NA,NA,other,verb,0,constrained
450,condition1,0,juede_unclear,115,说,9735,3,juede,NA,NA,NA,other,non-say,0,unconstrained
450,condition1,0,yiwei_unclear,110,说,24421,4,yiwei,NA,NA,NA,other,non-say,0,unconstrained
450,condition1,0,yiwei_contrastive,10,以为,12169,5,yiwei,NA,NA,NA,yiwei,contra,1,constrained
450,condition1,0,yiwei_contrastive,1,以为,15885,6,yiwei,NA,NA,NA,yiwei,contra,1,constrained
450,condition1,0,yiwei_unclear,104,告诉,26987,8,yiwei,NA,NA,NA,other,non-say,0,unconstrained
450,condition1,0,juede_contrastive,17,说,11137,10,juede,NA,NA,NA,other,non-say,0,constrained
450,condition1,1,yiwei_contrastive,8,以为,11033,11,yiwei,NA,NA,NA,yiwei,contra,1,constrained
450,condition1,1,yiwei_unclear,106,贴,9734,12,yiwei,NA,NA,NA,other,verb,0,unconstrained
450,condition1,1,juede_unclear,120,站在,17053,13,juede,NA,NA,NA,other,other,0,unconstrained
450,condition1,1,juede_unclear,113,觉得,11103,14,juede,NA,NA,NA,juede,non-belief,1,unconstrained
450,condition1,1,juede_contrastive,15,说,10668,16,juede,NA,NA,NA,other,non-say,0,constrained
450,condition1,1,juede_contrastive,18,说,15253,17,juede,NA,NA,NA,other,non-say,0,constrained
450,condition1,1,yiwei_unclear,108,培养,16370,18,yiwei,NA,NA,NA,other,verb,0,unconstrained
450,condition1,1,yiwei_contrastive,9,觉得,9484,19,yiwei,NA,NA,NA,juede,non-belief,0,constrained
450,condition1,2,yiwei_unclear,103,以为,16254,21,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
450,condition1,2,juede_unclear,116,想,12284,22,juede,NA,NA,NA,other,non-belief,0,unconstrained
450,condition1,2,juede_unclear,119,看,7086,23,juede,NA,NA,NA,other,non-other,0,unconstrained
450,condition1,2,yiwei_contrastive,7,以为,9068,24,yiwei,NA,NA,NA,yiwei,contra,1,constrained
450,condition1,2,juede_contrastive,14,说,11986,25,juede,NA,NA,NA,other,non-say,0,constrained
450,condition1,2,juede_contrastive,11,觉得,20387,27,juede,NA,NA,NA,juede,non-belief,1,constrained
450,condition1,2,yiwei_contrastive,4,知道,11152,28,yiwei,NA,NA,NA,other,factive-belief,0,constrained
450,condition1,2,yiwei_unclear,101,觉得,9668,29,yiwei,NA,NA,NA,juede,non-belief,0,unconstrained
450,condition1,3,yiwei_contrastive,5,以为,15669,32,yiwei,NA,NA,NA,yiwei,contra,1,constrained
450,condition1,3,juede_unclear,118,觉得,8304,34,juede,NA,NA,NA,juede,non-belief,1,unconstrained
450,condition1,3,yiwei_unclear,102,说,6200,35,yiwei,NA,NA,NA,other,non-say,0,unconstrained
450,condition1,3,yiwei_unclear,105,以为,12934,36,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
450,condition1,3,yiwei_contrastive,6,以为,21789,37,yiwei,NA,NA,NA,yiwei,contra,1,constrained
450,condition1,3,juede_contrastive,19,觉得,8985,38,juede,NA,NA,NA,juede,non-belief,1,constrained
450,condition1,3,juede_unclear,112,觉得,12002,39,juede,NA,NA,NA,juede,non-belief,1,unconstrained
450,condition1,3,juede_contrastive,16,想,19653,40,juede,NA,NA,NA,other,non-belief,0,constrained
450,condition1,4,yiwei_contrastive,2,以为,9569,41,yiwei,NA,NA,NA,yiwei,contra,1,constrained
450,condition1,4,yiwei_unclear,107,说,5484,43,yiwei,NA,NA,NA,other,non-say,0,unconstrained
450,condition1,4,juede_contrastive,20,说,12170,45,juede,NA,NA,NA,other,non-say,0,constrained
450,condition1,4,juede_unclear,114,看,6200,46,juede,NA,NA,NA,other,non-other,0,unconstrained
450,condition1,4,yiwei_unclear,109,催,13987,47,yiwei,NA,NA,NA,other,other,0,unconstrained
450,condition1,4,juede_unclear,111,觉得,4600,48,juede,NA,NA,NA,juede,non-belief,1,unconstrained
450,condition1,4,juede_contrastive,12,觉得,7512,49,juede,NA,NA,NA,juede,non-belief,1,constrained
450,condition1,4,yiwei_contrastive,3,想,8052,50,yiwei,NA,NA,NA,other,non-belief,0,constrained
516,condition1,0,juede_contrastive,16,感觉,50977,2,juede,NA,NA,NA,other,non-belief,0,constrained
516,condition1,0,yiwei_unclear,106,怕,36447,4,yiwei,NA,NA,NA,other,non-emotion,0,unconstrained
516,condition1,0,yiwei_contrastive,8,看,42716,5,yiwei,NA,NA,NA,other,non-other,0,constrained
516,condition1,0,yiwei_contrastive,4,看,102366,6,yiwei,NA,NA,NA,other,non-other,0,constrained
516,condition1,0,yiwei_unclear,107,说,13135,7,yiwei,NA,NA,NA,other,non-say,0,unconstrained
516,condition1,0,juede_unclear,115,记得,24638,8,juede,NA,NA,NA,other,factive-other,0,unconstrained
516,condition1,0,juede_unclear,111,觉得,15559,9,juede,NA,NA,NA,juede,non-belief,1,unconstrained
516,condition1,0,juede_contrastive,13,说,16297,10,juede,NA,NA,NA,other,non-say,0,constrained
516,condition1,1,yiwei_unclear,108,承担,37410,12,yiwei,NA,NA,NA,other,verb,0,unconstrained
516,condition1,1,juede_contrastive,19,是,17066,13,juede,NA,NA,NA,other,other,0,constrained
516,condition1,1,yiwei_unclear,101,说,13347,14,yiwei,NA,NA,NA,other,non-say,0,unconstrained
516,condition1,1,juede_contrastive,18,说,15994,15,juede,NA,NA,NA,other,non-say,0,constrained
516,condition1,1,juede_unclear,118,猜,9555,16,juede,NA,NA,NA,other,non-belief,0,unconstrained
516,condition1,1,yiwei_contrastive,2,猜,26537,17,yiwei,NA,NA,NA,other,non-belief,0,constrained
516,condition1,1,yiwei_contrastive,3,以为,29960,19,yiwei,NA,NA,NA,yiwei,contra,1,constrained
516,condition1,1,juede_unclear,116,想,15100,20,juede,NA,NA,NA,other,non-belief,0,unconstrained
516,condition1,2,juede_contrastive,14,觉得,14610,21,juede,NA,NA,NA,juede,non-belief,1,constrained
516,condition1,2,yiwei_unclear,104,说,23881,23,yiwei,NA,NA,NA,other,non-say,0,unconstrained
516,condition1,2,juede_contrastive,15,看,8281,24,juede,NA,NA,NA,other,non-other,0,constrained
516,condition1,2,juede_unclear,119,看,12561,25,juede,NA,NA,NA,other,non-other,0,unconstrained
516,condition1,2,yiwei_contrastive,10,以为,12890,26,yiwei,NA,NA,NA,yiwei,contra,1,constrained
516,condition1,2,juede_unclear,114,看,14477,27,juede,NA,NA,NA,other,non-other,0,unconstrained
516,condition1,2,yiwei_unclear,109,说,26837,28,yiwei,NA,NA,NA,other,non-say,0,unconstrained
516,condition1,2,yiwei_contrastive,1,说,7229,29,yiwei,NA,NA,NA,other,non-say,0,constrained
516,condition1,3,juede_unclear,112,感觉,15732,31,juede,NA,NA,NA,other,non-belief,0,unconstrained
516,condition1,3,yiwei_contrastive,7,手,28956,32,yiwei,NA,NA,NA,other,other,0,constrained
516,condition1,3,juede_contrastive,11,看,14225,33,juede,NA,NA,NA,other,non-other,0,constrained
516,condition1,3,juede_contrastive,12,觉得,9433,35,juede,NA,NA,NA,juede,non-belief,1,constrained
516,condition1,3,yiwei_unclear,110,说,36575,36,yiwei,NA,NA,NA,other,non-say,0,unconstrained
516,condition1,3,juede_unclear,117,放,13844,37,juede,NA,NA,NA,other,verb,0,unconstrained
516,condition1,3,yiwei_contrastive,6,以为,12624,38,yiwei,NA,NA,NA,yiwei,contra,1,constrained
516,condition1,3,yiwei_unclear,103,看,9703,39,yiwei,NA,NA,NA,other,non-other,0,unconstrained
516,condition1,4,yiwei_contrastive,9,以为,21563,41,yiwei,NA,NA,NA,yiwei,contra,1,constrained
516,condition1,4,yiwei_unclear,102,说,12992,42,yiwei,NA,NA,NA,other,non-say,0,unconstrained
516,condition1,4,juede_unclear,120,想,10222,45,juede,NA,NA,NA,other,non-belief,0,unconstrained
516,condition1,4,yiwei_contrastive,5,以为,7080,46,yiwei,NA,NA,NA,yiwei,contra,1,constrained
516,condition1,4,juede_contrastive,17,以为,20405,47,juede,NA,NA,NA,yiwei,contra,0,constrained
516,condition1,4,juede_contrastive,20,看,13461,48,juede,NA,NA,NA,other,non-other,0,constrained
516,condition1,4,juede_unclear,113,觉得,8771,49,juede,NA,NA,NA,juede,non-belief,1,unconstrained
516,condition1,4,yiwei_unclear,105,以为,16784,50,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
443,condition1,0,yiwei_unclear,101,说,45179,1,yiwei,NA,NA,NA,other,non-say,0,unconstrained
443,condition1,0,yiwei_contrastive,4,以为,17470,3,yiwei,NA,NA,NA,yiwei,contra,1,constrained
443,condition1,0,yiwei_unclear,108,以为,31021,4,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
443,condition1,0,juede_unclear,113,觉得,7076,5,juede,NA,NA,NA,juede,non-belief,1,unconstrained
443,condition1,0,juede_contrastive,13,指的,8337,7,juede,NA,NA,NA,other,other,0,constrained
443,condition1,0,yiwei_contrastive,7,以为,11667,8,yiwei,NA,NA,NA,yiwei,contra,1,constrained
443,condition1,0,juede_unclear,112,觉得,172248,9,juede,NA,NA,NA,juede,non-belief,1,unconstrained
443,condition1,0,juede_contrastive,15,知道,18264,10,juede,NA,NA,NA,other,factive-belief,0,constrained
443,condition1,1,juede_unclear,118,觉得,25062,11,juede,NA,NA,NA,juede,non-belief,1,unconstrained
443,condition1,1,juede_contrastive,17,说的,25973,12,juede,NA,NA,NA,other,non-say,0,constrained
443,condition1,1,juede_contrastive,16,说的,17695,14,juede,NA,NA,NA,other,non-say,0,constrained
443,condition1,1,yiwei_contrastive,1,以为,9640,15,yiwei,NA,NA,NA,yiwei,contra,1,constrained
443,condition1,1,yiwei_contrastive,5,以为,6892,17,yiwei,NA,NA,NA,yiwei,contra,1,constrained
443,condition1,1,yiwei_unclear,104,以为,10453,18,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
443,condition1,1,juede_unclear,111,觉得,135988,19,juede,NA,NA,NA,juede,non-belief,1,unconstrained
443,condition1,1,yiwei_unclear,109,跟着,238340,20,yiwei,NA,NA,NA,other,other,0,unconstrained
443,condition1,2,yiwei_unclear,102,说,16832,21,yiwei,NA,NA,NA,other,non-say,0,unconstrained
443,condition1,2,juede_contrastive,12,觉得,7333,22,juede,NA,NA,NA,juede,non-belief,1,constrained
443,condition1,2,yiwei_unclear,107,以为,8026,23,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
443,condition1,2,yiwei_contrastive,9,以为,6960,24,yiwei,NA,NA,NA,yiwei,contra,1,constrained
443,condition1,2,juede_unclear,114,觉得,11543,25,juede,NA,NA,NA,juede,non-belief,1,unconstrained
443,condition1,2,juede_contrastive,11,戴,16517,26,juede,NA,NA,NA,other,verb,0,constrained
443,condition1,2,juede_unclear,120,以为,35159,28,juede,NA,NA,NA,yiwei,contra,0,unconstrained
443,condition1,2,yiwei_contrastive,6,以为,4186,30,yiwei,NA,NA,NA,yiwei,contra,1,constrained
443,condition1,3,yiwei_unclear,103,以为,10047,32,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
443,condition1,3,juede_unclear,119,觉得,6878,33,juede,NA,NA,NA,juede,non-belief,1,unconstrained
443,condition1,3,yiwei_contrastive,3,以为,7953,34,yiwei,NA,NA,NA,yiwei,contra,1,constrained
443,condition1,3,yiwei_unclear,106,看到,15573,35,yiwei,NA,NA,NA,other,factive-other,0,unconstrained
443,condition1,3,yiwei_contrastive,8,以为,71609,36,yiwei,NA,NA,NA,yiwei,contra,1,constrained
443,condition1,3,juede_unclear,116,觉得,8861,37,juede,NA,NA,NA,juede,non-belief,1,unconstrained
443,condition1,3,juede_contrastive,14,觉得,12957,38,juede,NA,NA,NA,juede,non-belief,1,constrained
443,condition1,3,juede_contrastive,20,觉得,15037,39,juede,NA,NA,NA,juede,non-belief,1,constrained
443,condition1,4,juede_contrastive,18,觉得,10635,41,juede,NA,NA,NA,juede,non-belief,1,constrained
443,condition1,4,juede_unclear,117,知道,21735,42,juede,NA,NA,NA,other,factive-belief,0,unconstrained
443,condition1,4,yiwei_unclear,110,以为,19549,44,yiwei,NA,NA,NA,yiwei,contra,1,unconstrained
443,condition1,4,juede_unclear,115,说过,23203,45,juede,NA,NA,NA,other,non-say,0,unconstrained
443,condition1,4,yiwei_contrastive,10,以为,5856,46,yiwei,NA,NA,NA,yiwei,contra,1,constrained
