id,verb,file_name,speaker,sentence,embedded_CP_j1,embedded_content_j1,subject_j1,embedded_CP_j2,embedded_content_j2,subject_j2,sentence_type_e,embedded_sentence_type_e,sentence_type_g,embedded_sentence_type_g,sentence_type_j3,embedded_sentence_type_j3,sentence_type_c,embedded_sentence_type_c,matrix_negation_e,matrix_negation_j1,matrix_negation_g,ma_particle_j,ma_particle_e,ma_particle_p
3029,zhidao,/TCCM/cheng/030600.cha,adult,ADU: 你也不知道啦!,0 No,0 No,2 second_person,0 No,0 No,2 second_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3033,zhidao,/TCCM/cheng/030700.cha,adult,ADU: 你不知道这什么?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,2 不,2 不,NA,No,NA,No
3034,zhidao,/TCCM/cheng/030700.cha,adult,ADU: 怎么我不知道?,0 No,0 No,1 first_person,0 No,0 No,1 first_person,3 how/why,,NA,NA,3 how/why,,NA,NA,2 不,2 不,NA,No,NA,No
3038,zhidao,/TCCM/cheng/030800.cha,adult,ADU: 他已经不知道讲到哪里去了.,2 CP,,3 third/NP,2 CP,,3 third/NP,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,2 不,2 不,NA,No,NA,No
3039,zhidao,/TCCM/cheng/030900.cha,adult,"ADU: 你做好0prep,就知道.",0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3040,zhidao,/TCCM/cheng/030900.cha,mother,MOT: 他现在知道那个东西装到那个下半身了喔!,2 CP,,3 third/NP,2 CP,,3 third/NP,0 declarative,0 declarative,NA,NA,0 declarative,0 declarative,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3043,zhidao,/TCCM/cheng/030900.cha,adult,ADU: 你怎么知道的?,0 No,0 No,2 second_person,0 No,4 RC的,2 second_person,3 how/why,,NA,NA,3 how/why,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3045,zhidao,/TCCM/cheng/031000.cha,adult,ADU: 欸不知道欸!,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3049,zhidao,/TCCM/cheng/031100.cha,adult,ADU: 你也不知道.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3052,zhidao,/TCCM/cheng/031100.cha,adult,ADU: 你怎么知道?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,3 how/why,,NA,NA,3 how/why,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3054,zhidao,/TCCM/cheng/031100.cha,adult,"ADU: 对,你知道啊!",0 No,0 No,2 second_person,0 No,0 No,2 second_person,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3057,zhidao,/TCCM/jc/020200.cha,investigator,EXA: 不知道喔?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,NA,NA,1 polar_question,,NA,NA,2 不,2 不,NA,No,NA,No
3058,zhidao,/TCCM/jc/020200.cha,investigator,EXA: 不知道喔?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,NA,NA,1 polar_question,,NA,NA,2 不,2 不,NA,No,NA,No
3060,zhidao,/TCCM/jc/020200.cha,mother,MOT: 我就不知道怎么唱.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,2 不,2 不,NA,No,NA,No
3061,zhidao,/TCCM/jc/020200.cha,investigator,EXA: 不知道喔.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3063,zhidao,/TCCM/jc/020200.cha,investigator,EXA: 不知道喔.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3065,zhidao,/TCCM/jc/020300.cha,investigator,EXA: 不知道啊.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3066,zhidao,/TCCM/jc/020400.cha,investigator,EXA: 不知道喔?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,NA,NA,1 polar_question,,NA,NA,2 不,2 不,NA,No,NA,No
3069,zhidao,/TCCM/jc/020600.cha,investigator,EXA: 不知道喔?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,NA,NA,1 polar_question,,NA,NA,2 不,2 不,NA,No,NA,No
3070,zhidao,/TCCM/jc/020800.cha,investigator,EXA: 不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3071,zhidao,/TCCM/jc/020800.cha,investigator,EXA: 不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3073,zhidao,/TCCM/jc/030000.cha,investigator,EXA: 不知道啰?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,NA,NA,1 polar_question,,NA,NA,2 不,2 不,NA,No,NA,No
3075,zhidao,/TCCM/jc/030100.cha,investigator,EXA: 巫婆[/]巫婆怎么会知道白雪公主在哪里?,2 CP,,3 third/NP,2 CP,,3 third/NP,3 how/why,2 wh_question,NA,NA,3 how/why,2 wh_question,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3077,zhidao,/TCCM/jc/030100.cha,investigator,EXA: 你不知道.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3081,zhidao,/TCCM/jc/030200.cha,investigator,EXA: 我不知道要看那一本啊.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,0 declarative,NA,NA,0 declarative,0 declarative,NA,NA,2 不,2 不,NA,No,NA,No
3083,zhidao,/TCCM/jc/030200.cha,investigator,EXA: 不知道叫什么.,2 CP,,0 dropped,2 CP,,0 dropped,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,2 不,2 不,NA,No,NA,No
3084,zhidao,/TCCM/jc/030300.cha,investigator,EXA: 那你怎么知道石头可以吃?,2 CP,,2 second_person,2 CP,,2 second_person,3 how/why,0 declarative,NA,NA,3 how/why,0 declarative,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3087,zhidao,/TCCM/jc/030300.cha,investigator,EXA: 怎么不知道咧?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,3 how/why,,NA,NA,1 polar_question,,NA,NA,2 不,2 不,NA,No,NA,No
3094,zhidao,/TCCM/jc/030300.cha,investigator,EXA: 不知道耶.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3099,zhidao,/TCCM/jc/030300.cha,investigator,EXA: 不知道耶.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3102,zhidao,/TCCM/jc/030400.cha,investigator,EXA: 你不知道喔?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,NA,NA,1 polar_question,,NA,NA,2 不,2 不,NA,No,NA,No
3105,zhidao,/TCCM/jc/030400.cha,investigator,EXA: 你不知道.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3109,zhidao,/TCCM/jc/030500.cha,investigator,EXA: 你不知道.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3113,zhidao,/TCCM/jc/030500.cha,investigator,EXA: 哦我知道了.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3114,zhidao,/TCCM/wang/020500.cha,mother,MOT: 我知道了.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3115,zhidao,/TCCM/wang/020500.cha,mother,MOT: 我知道了.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3116,zhidao,/TCCM/wang/020500.cha,mother,MOT: 我不知道啊.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3117,zhidao,/TCCM/wang/020500.cha,mother,MOT: 我不知道啊.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3118,zhidao,/TCCM/wang/020500.cha,mother,MOT: 我知道你喵喵叫啦.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,0 declarative,NA,NA,0 declarative,0 declarative,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3119,zhidao,/TCCM/wang/020500.cha,mother,MOT: 我不知道耶!,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3120,zhidao,/TCCM/wang/020500.cha,mother,MOT: 你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,NA,NA,1 polar_question,,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
3121,zhidao,/TCCM/wang/020500.cha,mother,MOT: 我怎么不知道?,0 No,0 No,1 first_person,0 No,0 No,1 first_person,3 how/why,,NA,NA,3 how/why,,NA,NA,2 不,2 不,NA,No,NA,No
3122,zhidao,/TCCM/wang/020600.cha,mother,MOT: 你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,NA,NA,1 polar_question,,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
3123,zhidao,/TCCM/wang/020600.cha,mother,MOT: 我知道怎么坐.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3124,zhidao,/TCCM/wang/020700.cha,mother,MOT: 我不知道啊?,0 No,0 No,1 first_person,0 No,0 No,1 first_person,1 polar_question,,NA,NA,1 polar_question,,NA,NA,2 不,2 不,NA,No,NA,No
3125,zhidao,/TCCM/wang/020700.cha,grandma,GMO: 谁知道?,0 No,0 No,3 third/NP,0 No,0 No,3 third/NP,2 wh_question,,NA,NA,2 wh_question,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3126,zhidao,/TCCM/wang/020700.cha,mother,MOT: 知道吗?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,NA,NA,1 polar_question,,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
3128,zhidao,/TCCM/wang/020700.cha,mother,MOT: 不知道啊!,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3129,zhidao,/TCCM/wang/020700.cha,mother,MOT: 你不知道是你啊?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,0 declarative,NA,NA,1 polar_question,0 declarative,NA,NA,2 不,2 不,NA,No,NA,No
3130,zhidao,/TCCM/wang/020700.cha,mother,MOT: 你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,NA,NA,1 polar_question,,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
3133,zhidao,/TCCM/wang/020700.cha,mother,MOT: 你知道吗.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,NA,NA,1 polar_question,,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
3134,zhidao,/TCCM/wang/020800.cha,mother,MOT: 这样子知道吗?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,NA,NA,1 polar_question,,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
3135,zhidao,/TCCM/wang/020800.cha,mother,MOT: 我也不知道啊.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3137,zhidao,/TCCM/wang/020900.cha,mother,MOT: 我都不知道!,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3138,zhidao,/TCCM/wang/020900.cha,mother,MOT: 我不知道啊?,0 No,0 No,1 first_person,0 No,0 No,1 first_person,1 polar_question,,NA,NA,1 polar_question,,NA,NA,2 不,2 不,NA,No,NA,No
3139,zhidao,/TCCM/wang/021000.cha,mother,MOT: 你不知道啊?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,NA,NA,1 polar_question,,NA,NA,2 不,2 不,NA,No,NA,No
3140,zhidao,/TCCM/wang/021000.cha,mother,MOT: 你怎么知道.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,3 how/why,,NA,NA,3 how/why,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3141,zhidao,/TCCM/wang/021000.cha,mother,MOT: 你怎么知道是G阿姨买的?,2 CP,,2 second_person,2 CP,,2 second_person,3 how/why,1 polar_question,NA,NA,3 how/why,0 declarative,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3142,zhidao,/TCCM/wang/021000.cha,mother,MOT: 我知道有糖糖.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,0 declarative,NA,NA,0 declarative,0 declarative,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3143,zhidao,/TCCM/wang/021000.cha,mother,MOT: 你知道他为什么吃掉了吗?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
3144,zhidao,/TCCM/wang/021100.cha,mother,MOT: 我不知道耶.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3145,zhidao,/TCCM/wang/021100.cha,mother,MOT: 开了才知道!,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3146,zhidao,/TCCM/wang/021100.cha,mother,MOT: 你怎么知道的?,0 No,0 No,2 second_person,0 No,4 RC的,2 second_person,3 how/why,,NA,NA,3 how/why,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3147,zhidao,/TCCM/wang/021100.cha,mother,MOT: 你知道我要干嘛吗?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
3148,zhidao,/TCCM/wang/021100.cha,mother,MOT: 你知道cheese是什么吗?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
3151,zhidao,/TCCM/wang/021100.cha,mother,MOT: 我不知道耶.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3152,zhidao,/TCCM/wang/021100.cha,mother,MOT: 我只知道hotdog.,4 NP,2 NP,1 first_person,0 No,2 NP,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3153,zhidao,/TCCM/wang/030000.cha,mother,MOT: 我不知道啊?,0 No,0 No,1 first_person,0 No,0 No,1 first_person,1 polar_question,,NA,NA,1 polar_question,,NA,NA,2 不,2 不,NA,No,NA,No
3154,zhidao,/TCCM/wang/030000.cha,mother,MOT: 你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,NA,NA,1 polar_question,,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
3156,zhidao,/TCCM/wang/030000.cha,mother,MOT: 你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,NA,NA,1 polar_question,,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
3158,zhidao,/TCCM/wang/030000.cha,mother,MOT: 你知道为什么要烧火?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3160,zhidao,/TCCM/wang/030000.cha,mother,MOT: 你知道他是谁吗?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
3162,zhidao,/TCCM/wang/030000.cha,mother,"MOT: 娄大爷要是知道了,怎么办呢?",0 No,0 No,3 third/NP,0 No,0 No,3 third/NP,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3164,zhidao,/TCCM/wang/030000.cha,mother,MOT: 我就知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3165,zhidao,/TCCM/wang/030000.cha,mother,MOT: 我就知道你没安好心眼!,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,0 declarative,NA,NA,0 declarative,0 declarative,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3166,zhidao,/TCCM/wang/030000.cha,mother,MOT: 我怎么知道你鼻子怎么了.,2 CP,,1 first_person,2 CP,,1 first_person,3 how/why,2 wh_question,NA,NA,3 how/why,2 wh_question,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3168,zhidao,/TCCM/wang/030000.cha,mother,MOT: 那你知道我这是什么吗?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
3169,zhidao,/TCCM/wang/030100.cha,mother,MOT: 我不知道耶!,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3172,zhidao,/TCCM/wang/030200.cha,mother,MOT: 不知道!,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3173,zhidao,/TCCM/wang/030200.cha,mother,MOT: 我怎么知道!,0 No,0 No,1 first_person,0 No,0 No,1 first_person,3 how/why,,NA,NA,3 how/why,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3174,zhidao,/TCCM/wang/030200.cha,mother,MOT: 我怎么知道!,0 No,0 No,1 first_person,0 No,0 No,1 first_person,3 how/why,,NA,NA,3 how/why,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3177,zhidao,/TCCM/wang/030300.cha,mother,MOT: 不知道耶!,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3178,zhidao,/TCCM/wang/030400.cha,mother,MOT: 知道吗?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,NA,NA,1 polar_question,,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
3181,zhidao,/TCCM/wang/030400.cha,mother,MOT: 你不知道啊!,0 No,0 No,2 second_person,0 No,0 No,2 second_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3182,zhidao,/TCCM/wang/030400.cha,mother,MOT: 你都不知道呢?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,NA,NA,1 polar_question,,NA,NA,2 不,2 不,NA,No,NA,No
3183,zhidao,/TCCM/wu/010700.cha,mother,MOT: 我也不知道什么意思.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,2 不,2 不,NA,No,NA,No
3184,zhidao,/TCCM/wu/010700.cha,FRE,FRE: 他也知道弄不到.,2 CP,,3 third/NP,2 CP,,3 third/NP,0 declarative,0 declarative,NA,NA,0 declarative,0 declarative,NA,NA,2 不,0 no negation,NA,No,NA,No
3185,zhidao,/TCCM/wu/010700.cha,investigator,TSA: 我不知道这是什么耶.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,2 不,2 不,NA,No,NA,No
3186,zhidao,/TCCM/wu/010800.cha,investigator,TSA: 啊我知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3187,zhidao,/TCCM/wu/010800.cha,mother,MOT: 他知道这个东西.,4 NP,2 NP,3 third/NP,0 No,2 NP,3 third/NP,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3188,zhidao,/TCCM/wu/010800.cha,investigator,TSA: 他知道啊?,0 No,0 No,3 third/NP,0 No,0 No,3 third/NP,1 polar_question,,NA,NA,1 polar_question,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3189,zhidao,/TCCM/wu/010800.cha,investigator,TSA: 不知道啊?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,NA,NA,1 polar_question,,NA,NA,2 不,2 不,NA,No,NA,No
3190,zhidao,/TCCM/wu/010900.cha,adult,ADU: 他知道他要去念.,2 CP,,3 third/NP,2 CP,,3 third/NP,0 declarative,0 declarative,NA,NA,0 declarative,0 declarative,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3191,zhidao,/TCCM/wu/010900.cha,adult,ADU: 他还不知道这个是炮.,2 CP,,3 third/NP,2 CP,,3 third/NP,0 declarative,0 declarative,NA,NA,0 declarative,0 declarative,NA,NA,2 不,2 不,NA,No,NA,No
3192,zhidao,/TCCM/wu/010900.cha,mother,MOT: 你怎么知道?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,3 how/why,,NA,NA,3 how/why,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3193,zhidao,/TCCM/wu/011000.cha,mother,MOT: 我不知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3196,zhidao,/TCCM/wu/020100.cha,mother,MOT: 我不知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3197,zhidao,/TCCM/wu/020100.cha,mother,MOT: 都用不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3199,zhidao,/TCCM/wu/020100.cha,investigator,TSA: 什么都不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3201,zhidao,/TCCM/wu/020100.cha,mother,MOT: 他都用不知道.,0 No,0 No,3 third/NP,0 No,0 No,3 third/NP,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3202,zhidao,/TCCM/wu/020100.cha,investigator,TSA: 你知道他为什么不要睡吗?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,2 不,0 no negation,NA,Yes,NA,Yes
3203,zhidao,/TCCM/wu/020100.cha,investigator,TSA: 你知道他在做什么吗?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
3204,zhidao,/TCCM/wu/020100.cha,mother,MOT: 我也不知道他从那里学来的.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,0 declarative,NA,NA,0 declarative,0 declarative,NA,NA,2 不,2 不,NA,No,NA,No
3208,zhidao,/TCCM/wu/020100.cha,investigator,TSA: 我不知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3210,zhidao,/TCCM/wu/020100.cha,investigator,TSA: 你什么都不知道.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3213,zhidao,/TCCM/wu/020200.cha,investigator,TSA: 不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3214,zhidao,/TCCM/wu/020200.cha,mother,MOT: 那天不知道吐几次.,2 CP,,0 dropped,2 CP,,0 dropped,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,2 不,2 不,NA,No,NA,No
3217,zhidao,/TCCM/wu/020400.cha,mother,MOT: 知道怎么一直在那里叮当叮当的?,2 CP,,0 dropped,2 CP,,0 dropped,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3219,zhidao,/TCCM/wu/020400.cha,mother,MOT: 你知道路啊.,4 NP,2 NP,2 second_person,0 No,2 NP,2 second_person,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3220,zhidao,/TCCM/wu/020400.cha,mother,MOT: 你知道那里的路?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,,NA,NA,1 polar_question,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3222,zhidao,/TCCM/wu/020400.cha,mother,MOT: 你知道路!,4 NP,2 NP,2 second_person,0 No,2 NP,2 second_person,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3223,zhidao,/TCCM/wu/020400.cha,mother,MOT: 那你怎么知道?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,3 how/why,,NA,NA,3 how/why,,NA,NA,0 no negation,0 no negation,NA,No,NA,No
3224,zhidao,/TCCM/wu/020400.cha,mother,MOT: 你都不知道你很讨厌.,2 CP,,2 second_person,2 CP,,2 second_person,0 declarative,0 declarative,NA,NA,0 declarative,0 declarative,NA,NA,2 不,2 不,NA,No,NA,No
3225,zhidao,/TCCM/wu/020400.cha,mother,MOT: 你不知道.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,2 不,NA,No,NA,No
3226,zhidao,/TCCM/wu/020400.cha,mother,MOT: 你不知道小熊会哭啊?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,0 declarative,NA,NA,1 polar_question,0 declarative,NA,NA,2 不,2 不,NA,No,NA,No
3227,zhidao,/TCCM/wu/020500.cha,mother,MOT: 他也不知道什么是调(羹).,2 CP,,3 third/NP,2 CP,,3 third/NP,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,2 不,2 不,NA,No,NA,No
