id,file_name,age,speaker,sentence,subject,embedded_subject,sentence_type,embedded_type,adverb,modal,embedded_modal,negation,embedded_negation,aspect,embedded_aspect,tense,in_context,where_context,translation,contrast,where_contrast,belief_at_stake
74,ZhouAssessment/4.5-5/FJfangzixi,,teacher,"TEA: 还有什么吗?
CHI: 爸爸.
TEA: 你觉得这个是他的爸爸是吗,噢那这个呢?
CHI: 妈妈.
TEA: 你怎么觉得这个是爸爸,哪里看出来呢?
CHI: 因为他衣服是蓝色的啊.",second_person,NP,polar,declarative,no,no,no,no,,no,no,no,p,before,"teacher: what else?
child: dad.
teacher: you think this is his dad, right? Oh, what about this one?
child: mom.
teacher: how/why do you think this is dad? Where can you tell?
child: because his shirt is blue.",no,no,
75,ZhouAssessment/4.5-5/FJfangzixi,,teacher,"TEA: 还有什么吗?
CHI: 爸爸.
TEA: 你觉得这个是他的爸爸是吗,噢那这个呢?
CHI: 妈妈.
TEA: 你怎么觉得这个是爸爸,哪里看出来呢?
CHI: 因为他衣服是蓝色的啊.",second_person,NP,how-wh_question,declarative,no,no,no,no,,no,no,no,p_answer,after,"teacher: what else?
child: dad.
teacher: you think this is his dad, right? Oh, what about this one?
child: mom.
teacher: how/why do you think this is dad? Where can you tell?
child: because his shirt is blue.",no,no,yes
76,ZhouAssessment/4.5-5/FJfangzixi,,teacher,"TEA: 爸爸带着眼镜,你觉得像爸爸.
TEA: 爸爸妈妈哪里呢?",second_person,dropped,declarative,declarative,no,no,no,no,,no,no,no,no,no,"teacher: dad wears glasses, you think (it/he) looks like dad.
teacher: where are mom and dad?",no,no,
77,ZhouAssessment/4.5-5/FJfangzixi,,teacher,"TEA: 怎么看出来它是男生还是女生?
CHI: 因为它衣服蓝色.
CHI 然后她的衣服是粉红色.
TEA: 噢,你觉得女生喜欢刷(穿？)粉色的肯定是女生,那这男生喜欢蓝色得,对不对?
CHI: 嗯.",second_person,NP,tag_question,declarative,no,no,no,no,,no,no,no,p,before,"teacher: how to tell he is a boy or a gir?
child: because its cloth is blue.
child: and then its/her cloth is pink.
teacher: oh, you think girls like to wear pink, (it) must be a girl, and then boys like blue things, right?
child: yeah.",no,no,
78,ZhouAssessment/4.5-5/FJfangzixi,,teacher,"TEA: 好,我们看一看这什么?
CHI: 沙发.
TEA: 嗯,这个有点像茶几,是不是啊?
TEA: 那你觉得放在哪一边呢?
CHI: 搬那边去.",second_person,dropped,wh_question,declarative,no,no,no,no,,no,no,no,p_answer,after,"teacher: okay, let’s see, what is this?
child: a sofa.
teacher: yeah, this looks like a coffes table, right?
teacher: which side do you think (we should) put it/it should be placed?
child: move to that side.",no,no,
79,ZhouAssessment/4.5-5/FJfangzixi,,teacher,"TEA: 噢,那你觉得这张椅子长长木头做的更适合放在哪里呢?
CHI: 那些放在外面.",second_person,NP,wh_question,declarative,no,no,no,no,,no,no,no,p_answer,after,"teacher: oh, then where do you think is better (a better place) to put this chair made from long wood?
child: those should be put outside.",no,no,
80,ZhouAssessment/4.5-5/FJfangzixi,,teacher,"TEA: 那这个是什么呢?
CHI: 外面灯.
TEA: 嗯,你觉得这是外面灯.
TEA: 那这是什么?
CHI: 桌子[//]小桌子.",second_person,demonstrative,declarative,declarative,no,no,no,no,,no,no,no,p,before,"teacher: then what is this?
child: outside light.
teacher. Oh, you think this is outside light.
teacher: then what is this?
child: table. Small table.",no,no,
81,ZhouAssessment/4.5-5/FJfangzixi,,teacher,"TEA: 那小桌子放哪?
CHI: 嗯,这个不是桌子.
TEA: 嗯,那你觉得这像桌子放哪里?
TEA: 嗯,那这边也行.
TEA 噢,你想看到这边.",second_person,NP,wh_question,declarative,no,no,no,no,,no,no,no,p_answer,after,"teacher: then where to/we should put the small table?
chidl: emm, this is not a table.
teacher: emm, then where do you think (we should) put this table-like thing?
teacher: yeah, then this side is fine.
teacher: oh, you want to be able to see this side.",no,no,
82,ZhouAssessment/4.5-5/FJlinjiale,,teacher,"TEA: 嘉乐,你看这里有栋房子,对不对?
TEA: 这个房子你觉得能玩嘛?
TEA: 这是什么?
CHI: 勺子.",second_person,NP,polar,declarative,no,no,能,no,,no,no,no,no,no,"teacher: Jiale [kid’s name], you see there’s a house, right?
teacher: do you think (we) can play (in?) this house?
teacher: what is this?
child: a spoon.",no,no,
83,ZhouAssessment/4.5-5/FJlinjiale,,teacher,"TEA: <这是他们家的什么地方啊>[//]这是什么?
CHI: 厨房的冰箱.
TEA: 你觉得她们家厨房在哪?
TEA: 我们帮她盖个厨房,好不好?
CHI: 厨房肯定在这啦!",second_person,NP,wh_question,declarative,no,no,no,no,,no,no,no,p_answer,after,"teacher: <What part of their house is this?> what is this?
child: the fridge of (in?) the kitchen.
teacher: where do you think is their kitchen?
teacher: let’s help her to build a kitchen, okay?
child: the kitchen has to be here!",no,no,
84,ZhouAssessment/4.5-5/FJlinjiale,,teacher,"TEA: 哎,呦,好臭不闻,你闻得臭不臭?
CHI: 我闻的不臭.
TEA: 好吧,你觉得不臭就行了.
CHI: 那你闻闻.
TEA: 我也觉得不臭.",second_person,dropped,declarative,declarative,no,no,no,no,,no,no,no,p,before,"teacher: ah, so stinky don’t smell. Does it smell bad to you?
child: it doesn’t smell bad to me.
teacher: okay, as long as you think it’s not stinky.
child: well you smell it.
teacher: i also think it’s not stinky.",no,no,
85,ZhouAssessment/4.5-5/FJlinjiale,,teacher,"TEA: 哎,呦,好臭不闻,你闻得臭不臭?
CHI: 我闻的不臭.
TEA: 好吧,你觉得不臭就行了.
CHI: 那你闻闻.
TEA: 我也觉得不臭.",second_person,dropped,declarative,declarative,也,no,no,no,,no,no,no,no,no,"teacher: ah, so stinky don’t smell. Does it smell bad to you?
child: it doesn’t smell bad to me.
teacher: okay, as long as you think it’s not stinky.
child: well you smell it.
teacher: i also think it’s not stinky.",no,no,
86,ZhouAssessment/4.5-5/FJlinjiale,,teacher,"TEA: 你觉得<他是医生的什么>[//]他是医生的药吗?
CHI: 可能是吧!",second_person,third_person,polar,declarative,no,no,no,no,,no,no,no,p_answer,after,"teacher: <what do you think it is> do you think it is the doctor’s medicine?
child: maybe (it) is!",no,no,
87,ZhouAssessment/4.5-5/FJlinjiale,,teacher,"TEA: 这个玩具好玩吗?
CHI: 好玩.
TEA: 我也觉得好好玩.",first_person,dropped,declarative,declarative,也,no,no,no,,no,no,no,p,before,"teacher: is this toy fun to play with?
child: (it is) fun to play with.
teacher: i also think (it is) very fun to play with.",no,no,
88,ZhouAssessment/4.5-5/FJlinmiaochen,,teacher,"CHI: 因为它们喜欢跟我一起玩.
CHI: 我也喜欢跟他们[/]他们在一起.
TEA: 跟他们在一起你觉得?
CHI: 很好玩.
TEA: 心里觉得?
CHI: 嗯,很开心,很热情.",second_person,dropped,wh_question,declarative,no,no,no,no,,no,no,no,p_answer,after,"child: because they like to play with me.
child: because i also like to be with them.
teacher: with them you feel?
child: very fun.
teacher: feel in your heart?
child: yeah, very happy, very enthusiastic.",no,no,
89,ZhouAssessment/4.5-5/FJlinmiaochen,,teacher,"CHI: 因为它们喜欢跟我一起玩.
CHI: 我也喜欢跟他们[/]他们在一起.
TEA: 跟他们在一起你觉得?
CHI: 很好玩.
TEA: 心里觉得?
CHI: 嗯,很开心,很热情.",dropped,dropped,polar,declarative,no,no,no,no,,no,no,no,p_answer,after,"child: because they like to play with me.
child: because i also like to be with them.
teacher: with them you feel?
child: very fun.
teacher: feel in your heart?
child: yeah, very happy, very enthusiastic.",no,no,
90,ZhouAssessment/4.5-5/FJlinsichen,,teacher,"TEA: 让他住到他的家去,你觉得他可以住到哪呢?
CHI: 就住跟这个[:只]猫一起住.",second_person,third_person,wh_question,declarative,no,no,可以,no,,no,no,no,p_answer,after,"teacher: let him stay at his place, where do you think he can stay?
child: just stay, stay with this cat.",no,no,
91,ZhouAssessment/4.5-5/FJlinsichen,,child,"TEA: 你看下可以放在哪?
CHI: 我觉得可以放衣架.
TEA: 行啊,你现在在拼什么?",first_person,dropped,declarative,declarative,no,no,可以,no,,no,no,no,p?,before,"teacher: take a look and see where (it) can go?/where we can put it?
child: I think we could put a clothes rack (there).
teacher: okay, what are you assembling now?",看下,no,no
92,ZhouAssessment/4.5-5/FJlinsichen,,teacher,"TEA: 那你要找个东西给它稳定.
CHI: 这样不是稳定了么?
TEA: 这样你觉得猪爸爸上去会不会摔倒啊?
CHI: 不会啊!",second_person,NP,polar,declarative,no,no,会,no,,no,no,no,p_answer,after,"teacher: then you need to find something to make it stable.
child: isn’t it stable like this?
teacher: like this, do you think daddy pig will fall if he goes up like this?
child: no!",no,no,
93,ZhouAssessment/4.5-5/FJlinsichen,,child,"TEA: 放在哪比较合适.
CHI: 我觉得放在这.
TEA: 这是哪?
TEA: 你觉得全部放在二楼吗,一楼会不会有一些植物呢?
CHI: 一楼很厉害.",first_person,dropped,declarative,declarative,no,no,no,no,,no,no,no,p_answer,before,"teacher: Where would be more suitable to put it?
child: i think (we should) put (it) here/it should be placed it.
teacher: where is here?
teacher: do you think (we should) put everything on the second floor, will there be some plants on the first floor?
child: first floor is awesome.",no,no,
94,ZhouAssessment/4.5-5/FJlinsichen,,teacher,"TEA: 放在哪比较合适.
CHI: 我觉得放在这.
TEA: 这是哪?
TEA: 你觉得全部放在二楼吗,一楼会不会有一些植物呢?
CHI: 一楼很厉害.",second_person,NP,polar,declarative,no,no,no,no,,no,no,no,no,no,"teacher: Where would be more suitable to put it?
child: i think (we should) put (it) here/it should be placed it.
teacher: where is here?
teacher: do you think (we should) put everything on the second floor, will there be some plants on the first floor?
child: first floor is awesome.",no,no,
95,ZhouAssessment/4.5-5/FJlishuqi,,teacher,"TEA: 这两只小猫你觉得谁是女孩啊?
CHI: 穿粉色衣服的是女孩.",second_person,NP,wh_question,declarative,no,no,no,no,,no,no,no,p_answer,after,"teacher: these two kittens, which one do you think is the girl?
child: the one in pink clothes is the girl.",no,no,
96,ZhouAssessment/4.5-5/FJlishuqi,,child,"CHI: 猫妈妈一边<煮着>[/]煮着苦瓜汤.
CHI: 加了盐.
CHI: 觉得味道很好吃.
CHI: 然后呢把勺子放在一边去.",third_person,NP,declarative,declarative,no,no,no,no,,no,no,no,no,no,"child: the mom cat is cooking the bitter melon soup
child: adds salt.
child: thinks the flavor is/it tastes really good.
child: and then (she) puts the spoon to the side.",no,no,
97,ZhouAssessment/4.5-5/FJluguo,,teacher,"TEA: 这样自己拿,这是什么?
CHI: 也是桌子.
TEA: 那你觉得哪个桌子更适合吃饭呢?
CHI: 这个大点.",second_person,NP,wh_question,declarative,no,no,no,no,,no,no,no,p_answer,after,"teacher: this way, you (can) take it yourself. Waht is this?
child: also a table.
teacher: then which table do you think is more suitable for dining?
child: this bigger one.",no,no,
98,ZhouAssessment/4.5-5/FJluguo,,teacher,"TEA: 哦,你觉得这是化妆的椅子吗?
TEA: 你看它和它这个[:把]椅子不一样是不是,一样不一样?
CHI: 不一样.",second_person,demonstrative,polar,declarative,no,no,no,no,,no,no,no,no,no,"teacher: oh, do you think this is the makeup chair?
teacher: you see, this and this chair are not the same, right? Not the same right?
child: not the same.",no,no,
99,ZhouAssessment/4.5-5/FJluguo,,child,"TEA: 水杯哦,洗手间[/]洗手间[/]洗手间放哪里?
CHI: 嗯嗯,我觉得洗手间可以放这边点.
CHI: 一个房间一个洗手间.",first_person,NP,declarative,declarative,no,no,可以,no,,no,no,no,p?,before,"teacher: water bottle. Bathroom/bathroom/where (should we) put the bathroom?
child: yeah, i think the bathroom can be placed a little bit to this side.
child: one bedroom, one bathroom (one bathroom in each room).",no,no,
100,ZhouAssessment/4.5-5/FJluguo,,teacher,"TEA: 这个是什么?
CHI: 勺子,厨房的.
TEA: 厨房的勺子,你会不会觉得厨房有点大?
CHI: 有点大,好了.",second_person,NP,polar,declarative,no,no,no,no,,no,no,no,p_answer,after,"teacher: what is this?
child: a spoon, for the kitchen.
teacher: the kitchen spoon. Do you think the kitchen is a bit big?
child: a bit big, that's enough.",no,no,
101,ZhouAssessment/4.5-5/FJwangjunzhe,,teacher,"TEA: 嗯,你觉得哪些蔬菜有营养呢?
CHI: 青菜.",second_person,NP,wh_question,declarative,no,no,no,no,,no,no,no,p_answer,after,"teacher: yeah, which vegetables do you think is nutritious?
child: green vegetables.",no,no,
102,ZhouAssessment/4.5-5/FJwangjunzhe,,teacher,"TEA: 西红柿炒蛋啊,你觉得这道菜有营养吗?
CHI: 有.",second_person,NP,polar,declarative,no,no,no,no,,no,no,no,p_answer,after,"teacher: Tomatoes and scrambled eggs, do you think this dish is nutritious?
child: yes.",no,no,
103,ZhouAssessment/4.5-5/FJxiaoyutong,,teacher,"TEA: 嗯,告诉我觉得他们会怎么煮?
CHI: 他们会用炒菜煮.
TEA: 嗯,用这个平底锅炒吗?",dropped,third_person,wh_question,declarative,no,no,会,no,,no,no,no,p_answer,after,,no,no,
104,ZhouAssessment/4.5-5/FJxiaoyutong,,teacher,"TEA: 肚子好饿,他们躺在床上觉得.
CHI: 嗯.",,,,,,,,,,,,,,,,,,
105,ZhouAssessment/4.5-5/FJxiaoyutong,,teacher,"TEA: 乔治它觉得有点饿它可能会问妈妈什么?
CHI: 妈妈饭煮好了没?",,,,,,,,,,,,,,,,,,
106,ZhouAssessment/4.5-5/FJxiaoyutong,,teacher,"TEA: 那你觉得妈妈怎么回答他?
CHI: 然后乔治下来找妈妈.",second_person,NP,wh_question,declarative,no,no,no,no,,no,no,no,p_answer,after,,no,no,
107,ZhouAssessment/4.5-5/FJxujingyi,,teacher,"TEA: 我以前在阳台很爱玩捉迷藏,你觉得呢?
CHI: 我觉得.
TEA: 你觉得他们会玩这个游戏吗,会不会?
CHI: 他们在这里房间玩一会.",second_person,none,tag_question,none,no,no,no,no,,no,no,no,juede_answer,after,,no,no,
108,ZhouAssessment/4.5-5/FJxujingyi,,child,"TEA: 我以前在阳台很爱玩捉迷藏,你觉得呢?
CHI: 我觉得.
TEA: 你觉得他们会玩这个游戏吗,会不会?
CHI: 他们在这里房间玩一会.",first_person,omitted,declarative,none,no,no,no,no,,no,no,no,direct_p?,before,,no,no,
109,ZhouAssessment/4.5-5/FJxujingyi,,teacher,"TEA: 我以前在阳台很爱玩捉迷藏,你觉得呢?
CHI: 我觉得.
TEA: 你觉得他们会玩这个游戏吗,会不会?
CHI: 他们在这里房间玩一会.",second_person,third_person,polar,declarative,no,no,会,no,,no,no,no,no,no,,no,no,
466,ZhouAssessment/3-3.5/FJchenqingyang,,teacher,"TEA: 那妈妈现在要做饭.
TEA: 要煮些什么东西给宝宝吃呢?
TEA: 妈妈觉得好苦恼啊.
TEA: 有怎么多的东西.
TEA: 要做什么呢?",NP,dropped,declarative,declarative,no,no,no,no,,no,no,no,no,no,"teacher: then mom needs to cook now.
teacher: what should (she) for the baby to eat?
teacher: Mom feels so troubled.
teacher: there are so many things.
teacher: what do make?",no,no,
467,ZhouAssessment/3-3.5/FJchenqingyang,,teacher,"TEA: 哇,爸爸妈妈种了菜之后满身是汗,他们觉得身上很不舒服,那可以带他们去哪里呢?
CHI: 带他们去...
TEA: 带他们去哪里?",third_person,NP,declarative,declarative,no,no,no,no,,no,no,no,no,no,,,,
468,ZhouAssessment/3-3.5/FJchenyanxi,,teacher,"CHI: 这里这个是什么?
TEA: 你觉得像什么?",second_person,dropped,wh_question,declarative,no,no,no,no,,no,no,no,p?,before,,no,no,
469,ZhouAssessment/3-3.5/FJhuangzhehan,,teacher,"TEA: 那今天我们要除了小熊在这里,你觉得还有谁可以邀请到面去呀?
TEA: 或者你觉得这个家会不会太空了一些?
CHI: 会.",second_person,NP,wh_question,declarative,no,no,可以,no,,no,no,no,no,no,,no,no,
470,ZhouAssessment/3-3.5/FJhuangzhehan,,teacher,"TEA: 那今天我们要除了小熊在这里,你觉得还有谁可以邀请到面去呀?
TEA: 或者你觉得这个家会不会太空了一些?
CHI: 会.",second_person,NP,polar,declarative,no,no,会,no,,no,no,no,p_answer,after,,,,
619,ZhouAssessment/3.5-4/NJwangfangshimeng,,teacher,"TEA: 穿裙子的小娃娃.
TEA: 那是小朋友呢,还是小动物呢?
CHI: 小动物.
TEA: 那是什么小动物?
CHI: 小猫咪.
TEA: 你觉得它是小猫咪.
TEA: 哦,穿裙子的小猫咪,是吧?
TEA: 哎,我发现你的院子里换了一样家具哎.",second_person,third_person,declarative,declarative,no,no,no,no,,no,no,no,p,both,"teacher: A little doll wearing a dress.
teacher: Is it a little kid, or a little animal?
child: A small animal.
teacher: Then what animal is this?
child: A little kitten.
teacher: You think it is a little kitten.
teacher: Oh, a little kitten wearing a dress, right?
teacher: Ah, I realized one piece of furniture in your yard has changed.",,,
620,ZhouAssessment/3.5-4/NJwangfangshimeng,,teacher,"TEA: 你猜猜看可能是什么?
CHI: 洗澡用的.
TEA: 洗澡用的什么?
TEA: 淋蓬头啊?
CHI: 对啊!
TEA: 哦,你觉得是洗澡用的淋蓬头.
TEA: 那应该放在什么地方呢?
CHI: 放在洗澡的地方.",second_person,dropped,declarative,declarative,no,no,no,no,,no,no,no,p,before,"teacher: Take a guess what it might be.
child: For showering.
teacher: What exactly is it for showering?
teacher: The shower head?
child: Yeah!
teacher: Oh, you think (it) is the shower head for showering.
teacher: Then where should (we) put (it)?
child: (We should) put (it) where we shower.",猜,,
630,ZhouAssessment/3.5-4/XIANqiaojiarui,,teacher,"TEA: 你看他的这个家是什么样的?
CHI: 这家很好.
TEA: 很漂亮,是不是?
CHI: 我挺喜欢这个家的.
TEA: 我也很喜欢.
TEA: 我觉得这个房子很漂亮.
TEA: 你们家是什么样的?
CHI: 我们家不漂亮.",first_person,NP,declarative,declarative,no,no,no,no,,no,no,no,p,before,"teacher: Look, what is his home like?
child: This home is nice.
teacher: Very pretty, isn’t it?
child: I really like this home.
teacher: I like it too.
teacher: I think this house is pretty.
teacher: What is your home like?
child: Our home is not pretty.",,,
634,ZhouAssessment/3.5-4/XIANqiaojiarui,,teacher,"CHI: 还比较好.
TEA: 坐在这里吹吹风.
TEA: 凉快一下.
TEA: 好主意.
CHI: 放这.
TEA: 嗯,我觉得是个好主意.
TEA: 可以直接从卧室出来.
TEA: 坐在这里凉快一下.",first_person,dropped,declarative,declarative,no,no,是,no,no,no,no,no,p,before,"child: It also very good.
teacher: Sit here and enjoy the breeze.
teacher: To cool down.
teacher: Good idea.
child: Put it here.
teacher: Yeah, I think it is a good idea.
teacher: (You) can walk out directly from the bedroom.
teacher: Sit here to cool down.",,,
680,ZhouAssessment/3.5-4/ZBhuyihan,,teacher,"CHI: 哪有小盘子呐?
TEA: 没有小盘子快想想办法吧!
CHI: 嗯,我知道了.
TEA: 嗯.
CHI: 我看看这里边有没有.
TEA: 你觉得在抽屉里啊!
CHI: 把它放在这个.
TEA: 哦,用这个来当盘子啊?",first_person,dropped,declarative,declarative,no,no,no,no,no,no,no,no,no,no,"child: Where are the small plates?
teacher: There are no small plates. Think of something.
child: Yeah, I know.
teacher: Yeah.
child: Let me see if there’s anything here.
teacher: You think (they) are in the drawer!
child: Put it here.
teacher: Oh, use it as a plate?",看,before,
744,ZhouAssessment/4-4.5/XIANxiexinyi,,teacher,"CHI: 佩奇就不梳了吧!
TEA: 那你给乔治梳一下.
CHI: 好了,这个梳子放哪里我不知道.
TEA: 你自己想把它放在哪里?
CHI: 你给我说说嘛!
TEA: 我觉得它可以放在这里面.
TEA: 然后你在这里面找一找.
CHI: 这个里面有楼梯.",first_person,third_person,declarative,declarative,no,no,可以,no,no,no,no,no,p?,before,"child: Don’t need to brush Pepa.
teacher: Then give George a brush.
child: Okay, I don’t know where to put this comb.
teacher: You decide–where do you want to put it?
child: You tell me!
teacher: I think it can be stored in here.
teacher: And then look around in here.
child: There’s a staircase.",想,before,
763,ZhouAssessment/4-4.5/ZBsangchenke,,teacher,"CHI: 还有可以舀水的.
TEA: 这么多呀!
TEA: 太好玩了.
TEA: 我们来看一看这么漂亮的房子是谁的呀?
CHI: 小狐狸的家.
TEA: 你觉得是小狐狸的家,我们看看.
CHI: 小狐狸,小狐狸爸爸,小狐狸妈妈,小狐狸宝宝.
TEA: 小动物的家有几口人呢?
CHI: 四口人.",second_person,dropped,declarative,declarative,no,no,是,no,no,no,no,no,p,before,"child: There’s also one you can use to scoop water.
teacher: That’s a lot!
teacher: So fun.
teacher: Let’s see, whose pretty house is this?
teacher: The little fox’s home.
teacher: You think it’s the little fox’s home, let’s see.
child: The little fox, little fox’s dad, little fox’s mom, and little fox’s baby.
mother: How many people are there in the little animal’s home?
child: Four!",,,
946,Tong/030409,,mother,"MOT: (山羊太太)右手拎了一个东西.
MOT: 拎不动了.
MOT: 他就帮山羊太太拎...拎这个水果篮子.
MOT: 对不对啊?
CHI: 对啊.
MOT: 我觉得我好喜欢小狐狸.
MOT: 他老是愿意帮助别人.
MOT: 这一页画的是什么呀?",first_person,first_person,declarative,declarative,no,no,no,no,no,no,no,no,no,no,"mother: Mrs. Goat was carrying something in his right hand.
mother: Too heavy to carry.
mother: So he helped Mrs. Goat carry the fruit basket.
mother: right?
child: Right.
mother: I think I really like the little fox.
mother: He’s always willing to help people.
mother: What’s drawn on this page?",,,
1083,TCCM/chou/020100,,mother,"MOT: 那上一次cc的弟弟来.
MOT: 他说""/.
MOT: xxx.
MOT: 我再跟cc说.
MOT: 可是他讲话很清楚啊!
MOT: 我一直觉得他讲的话很清楚.
MOT: 原来别人都听不懂.
MOT: 只有我听懂得!",first_person,NP,declarative,declarative,一直,no,no,no,no,no,no,no,p,"before, after","mother: Last time when CC’s brother is here
mother: He said:
mother: “xxx”
mother: Then I told cc:
mother: “But he speaks very clearly!”
mother: I always thought he spoke very clearly.
mother: It turns out other people couldn’t understand.
mother: Only I can understand!",,,
1107,TCCM-reading/b02_205,,mother,"MOT: 是蚊子吗?
CHI: 不是.
MOT: 那是什么?
CHI: 瓢虫.
MOT: 是瓢虫喔.
MOT: 你觉得是瓢虫喔.
MOT: 蜘蛛没有回答.
MOT: 他正忙着织网呢.",second_person,dropped,declarative,declarative,no,no,no,no,,no,no,no,p,before,"mother: Is it a mosquito?
child: No.
mother: Then what is it?
child: A ladybug.
mother: Oh, it is a ladybug.
child: You think it is a ladybug.
mother: The spider didn’t respond.
mother: He’s busy spinning the web.",,,
1652,LiReading/5/r5yfl17,,mother,"CHI: 毛毛虫.
CHI: 还有一个是蚯蚓.
MOT: 对了.
CHI: 蜘蛛.
CHI: 毛毛虫.
MOT: 可是我觉得这个好像不是蚂蚁.
CHI: 这好像是蚊子.
CHI: 它有翅膀.",first_person,demonstrative,declarative,declarative,no,no,no,no,yes,no,no,no,p_alt,both,"child: A caterpillar.
child: And the other one is an earthworm.
mother: Right.
child: A spider.
child: A caterpillar.
mother: But I think this is probably not an ant.
child: This may be a mosquito.
child: It has wings.",,,
1676,LiReading/5/r5yfl22,,mother,"MOT: 可当我一个人在家时.
MOT: 屋子变得好安静.
MOT: 我知道那些大妖怪马上就要跳出来.
MOT: 爸爸说世上根本没有大妖怪.
MOT: 可他说的不对.
MOT: 我觉得就是有妖怪.
MOT: 是不是啊.
MOT: 这个妖怪藏在哪里?",first_person,dropped,declarative,declarative,no,no,no,no,no,no,no,no,p,before,"mother: But when I am alone at home.
mother: The house becomes very quiet.
mother: I know those monsters will jump out immediately.
mother: Dad says there are no monsters in the world.
mother: But he is wrong.
mother: I think there are monsters.
mother: right?
mother: Where is this monster hiding?",知道,,
1738,LiReading/5/r5ymi12,,mother,"CHI: 就这个字啊.
MOT: 对.
MOT: 地下室也有大妖怪.
MOT: 你看.
MOT: 地下室也有大妖怪.
MOT: 他觉得地下室里也有大妖怪.
MOT: 外面的垃圾桶也有大妖怪.
MOT: 他都不敢去丢垃圾.",third_person,NP,declarative,declarative,no,no,no,no,no,no,no,no,p,before,"child: This character.
mother: Yeah.
mother: There are monsters in the basement.
mother: Look.
mother: There are monsters in the basement.
mother: He thinks there are monsters in the basement.
mother: There are monsters in the trash can outside.
mother: He is too scared to take out the trash.",,,
1855,LiReading/5/r5yml18,,mother,"MOT: 主人把它关到哪里了?
CHI: 阳台.
MOT: 他在阳台上晒着太阳.
MOT: 在想我如果有一个会飞的翅膀该有多好啊.
MOT: 我就可以跟小鸟一样的飞起来了.
MOT: 它觉得在家里太无聊了.
MOT: 主人在看电视的时候他就蜷在沙发上打瞌睡.
MOT: 主人睡觉的时候他就在主人的身上取暖.",third_person,dropped,declarative,declarative,no,no,no,no,no,no,no,no,no,no,"mother: Where did the owner lock it up?
child: The balcony.
mother: He is sunbathing on the balcony.
mother: And thinks “It would be nice if I have wings for flying.
mother: Then I can fly like birds.”
mother: It thinks it’s so boring to stay at home.
mother: When the owner is watching TV, it’s curled up on the sofa taking a nap.
mother: When the owner is sleeping, it’s keeping warm on its owner.",,,
1892,LiReading/4/r4yfi1,,mother,"​​MOT: 对.
CHI: 因为他学了空手道.
MOT: 对.
MOT: 他变得勇敢了.
MOT: 第二天我去了地下室.
MOT: 我不想让那里的大妖怪觉得我原谅了他们.
CHI: 对.
CHI: 然后他没有让爸爸妈妈陪着他.",NP,first_person,declarative,declarative,no,no,no,no,no,no,no,no,no,no,"mother: Right.
child: Because he learned karate.
mother: Right.
child: He became braver.
mother: The next day, I went to the basement.
mother: I didn’t want the monsters there to think that I forgave them.
child: Right.
child: And he didn’t let his parents accompany him.",,,
1912,LiReading/4/r4yfi13,,mother,"CHI: 没[/]没有水啊.
MOT: 马上就看完了.
MOT: 我们过来看一下.
CHI: 我还想多喝一点水.
MOT: 好.
MOT: 妈妈觉得这个猫咪它好幸福啊.
MOT: 你看.
MOT: 它和主人在一起.",NP,demonstrative_NP,declarative,declarative,no,no,no,no,no,no,no,no,no,no,"child: There’s no…no…water.
mother: (We’re) almost done reading ot.
mother: Let’s come over and take a look.
child: I want to drink a little bit more water.
mother: Okay.
mother: Mom thinks this kitten is so happy.
mother: Look
mother: It is with its owner.",,,
1925,LiReading/4/r4yfi2,,mother,"MOT: 他总是在想有没有怪兽,对吧?
CHI: 嗯.
MOT: 他把泡沫弄在头发上.
CHI: 过一会儿他就去看看.
MOT: 哦.
MOT: 他总是觉得怪兽在旁边,对吧?
CHI: 对.
MOT: 洗完澡他回房间呢.",third_person,NP,tag_question,declarative,no,no,no,no,no,no,no,no,no,no,"mother: He’s always thinking whether there are monsters, right?
child: Yeah.
mother: He puts the foam on his hair.
child: He’ll go take a look in a bit.
mother: Oh.
mother: He always thinks the monsters are around, right?
child: Right.
mother: After showering, he goes back to the room.",,,
2159,LiReading/4/r4yml8,,mother,"MOT: 洗完澡我飞身跃进我的房间.
MOT: 来了一个最威猛的空手道姿势.
MOT: 大妖怪们吓得都不敢探头了.
MOT: 你看都躲到上铺睡觉.
MOT: 你看他小狗敢不敢.
MOT: 我觉得小狗都害怕了.
MOT: 它的眼睛里都充满了恐惧惊悚的表情,对不对?
MOT: 但是他一点都不害怕",first_person,third_person,declarative,declarative,no,no,no,no,no,no,了,no,not_p,after,,,,
2163,LiReading/4/r4yml8,,mother,"MOT: 为什么这是一个阿姨?
CHI: 因为她叫阿姨.
MOT: 那好吧这是一个阿姨.
MOT: 这个阿姨戴着一个头盔对吧?
MOT: 骑着摩托车斜挎着一个包.
MOT: 我觉得她可能是一个邮递员阿姨.
MOT: 她可能是送信呀送报纸对吧?
MOT: 然后你看这阿姨笑眯眯地蹲下来,看到了一个什么?",first_person,third_person,declarative,declarative,no,no,可能,no,no,no,no,no,no,no,"mother: Why is this an auntie?
child: Because she’s called Auntie.
mother: Okay, this is an auntie.
mother: This auntie is wearing a helmet, right?
mother: Riding a motorcycle and wearing a crossbody bag.
mother: I think she might be a mail carrier.
mother: She might be deliverying mails and newspapers, right?
mother: Then, look, this auntie crouched down with a smile. What did she see?",,,
