id,file_name,age,speaker,sentence,subject,embedded_subject,sentence_type,embedded_type,adverb,modal,embedded_modal,negation,embedded_negation,aspect,embedded_aspect,tense,in_context,where_context,translation,contrast,where_contrast
54,ChangPN/age6/116,6;04,child,CHI:        我 以为 那 是 什么 东西 .,first_person,third_person,declarative,declarative,no,no,no,no,,no,no,no,no,no,child: when something sister saw a catapillar on me. i didn't even know. i thought it was something. exp: oh and then? child: as a result. siste rsaw it. then she was scared.,不知道,before
55,ChangPN/grade3/201,9;01,child,"CHI:	<然后>  [<] 呢 <我 就>  [//] <我>  [/] 我 手 放 在 这 桌 上 的时候, 以为 旁边 有 人 .",dropped,third_person,declarative,declarative,no,no,no,no,,no,no,no,p_alt,after,"child: then i i when i put my hands on the table, (i) thought there was someone next to (me). then it turned out be a bowl that contains milk.",no,no
56,ChangPN/grade3/206,8;11,child,"CHI:	然后 <一直 开>  [/] 一直 开 . 
CHI:	然后 开 到 那 边 的时候 已经 早上 了 . 
CHI:	然后 我 还 以为 是 <那个 那个>  [/] 那个 +...
CHI:	就是 就 觉得 . 
CHI:	为什么 那么 快 就 那个 早上 了 . 
CHI:	就 觉得 很 奇怪 . ",first_person,dropped,declarative,declarative,no,no,是,no,,unclear,unclear,unclear,no,no,"child: then (we) kept driving kept driving. then when (we) arrived there, it was in the morning. then i thought that that. just felt (juede) why it's morning so early",觉得,after
57,ChangPN/grade3/208,8;10,child,"*CHI:	我 以为 这 个 病 .
*CHI:	为什么 每天 呢 +...
*CHI:	+, 到 中午 就 很 想 睡觉 .",first_person,third_person,declarative,wh_question,no,no,no,no,,no,no,no,no,no,"child:i thought this disease, why (i) want to sleep everyday around noon time. want to sleep around noon time.",no,no
58,ChangPN/grade3/211,9;04,child,CHI:	就是 本来 妈妈 以为 是 那个 玫瑰疹 啊 .,third_person,dropped,declarative,declarative,本来,no,是,no,,no,no,本来,p_alt,after,"child: so originally mom thought it was Roseola infantum. then when (we/she) visited the doctor, the doctor said (it) was hives.",no,no
59,ChangPN/grade3/211,9;04,child,"CHI:	+, 然后 本来 是 妈妈 以为 我 不 能 去 了 .",third_person,first_person,declarative,declarative,本来,no,不能,no,,no,no,本来,against what happened,after,"child: then originally mom thought i couldn't go. but mom didn't know. after getting up, (i/it) was fine.",不知道,after
60,ChangPN/age4/82,4;09,child,CHI:	<他 呢>  [//] 他 以为 那里 <一>  [/] 一 个 人 .,third_person,third_person,declarative,declarative,no,no,no,no,,no,no,no,no,no,"child:  he. he thought there (was) a person. then (he) walked, walked on the street. exp: yeah. child: he, he just said ""whose butt hit me?"" exp: yeah. and then? child: then <they> <brother said> sister said: let's go. what are you doing? he said: ""someone hit my head."" she said: ""it's okay. let's just go.""",no,no
61,ChangPN/age4/89,4;06,child,"CHI: 爸爸就说:
CHI: ""是蜥蜴.
EXP: 喔是蜥蜴.
EXP: 然后呢?
CHI: 我还以为是蛇.
EXP: 还以为是蛇.
EXP: 然后呢?
EXP: 就没啰?",first_person,dropped,declarative,declarative,还,no,是,no,,no,no,no,p_alt,before,"child: dad said 
child: ""(it) is a lizard. 
experimenter: oh (it) is a lizard. 
experimenter: and then?
child: i incorrectly thought (it) was a snake. 
exp: (you) incorrectly thought it was a snake.
experimenter: and then?
experimenter: that’s it?",no,no
62,ChangPN/age4/89,4;06,investigator,"CHI: 爸爸就说:
CHI: ""是蜥蜴.
EXP: 喔是蜥蜴.
EXP: 然后呢?
CHI: 我还以为是蛇.
EXP: 还以为是蛇.
EXP: 然后呢?
EXP: 就没啰?",dropped,dropped,declarative,declarative,还,no,是,no,no,no,no,no,repeating,before,"child: dad said 
child: ""(it) is a lizard. 
experimenter: oh (it) is a lizard. 
experimenter: and then?
child: i incorrectly thought (it) was a snake. 
exp: (you) incorrectly thought it was a snake.
experimenter: and then?
experimenter: that’s it?",以为,before
63,ChangPN/age4/89,4;06,child,CHI:	<我 不 知道 哥哥>  [//] <然后 我 以为>  [//] 然后 我 走 过去 又 踏一踏 .,first_person,unclear,declarative,unclear,no,no,no,no,,no,no,no,unclear,unclear,"child: and the (she?) kept stepping, stepping, stepping. i don't know brother, then i thought. then i went over and stepped and stepped",no,no
64,ChangPN/age5/63,5;04,child,CHI:	那 一 次 <以为>  [//] 我 以为 有 一 只 蟑螂 跑 来 这 边 .,first_person,third_person,declarative,declarative,no,no,no,no,,no,no,no,p,after,"exp: okay. tell me, do you remember what happened when your mom was startled? child: that time. thought. i thought there was a cockroach running towards here. exp: your houce, isn't it? child: yeah. exp: there is a cockroach. child: yeah.",no,no
65,ChangPN/age5/65,5;02,child,CHI:        我 以为 那 个 是 坏人 .,first_person,third_person,declarative,declarative,no,no,no,no,,no,no,no,p_alt,before,"exp: can you tell me, do you remember what happened when you were startled? child: yeah mom was walking over from there. i thought that was a bad person. exp: oh. and then? child: Done/nothing more.",no,no
66,ChangPN/age5/94,5;09,child,"CHI: 然后 <妈>  [/] 妈妈 以为 牠 要 咬 她 的 脚, 结果 是 闻 她 的 脚  [=! laughs]",third_person,third_person,declarative,declarative,no,no,要,no,,no,no,no,p_alt,after,"child: then mom thought it was going to bite her feet., then it turned out (it) was smelling her feet.",no,no
67,ChangPN/age5/97,5;08,child,"CHI:        然后 <他 就 你>  [//] <你 要 拿 的 那个>  [//] 他 以为 是 他 自己 先 拿 到 的, 所以 是 他 的 .",third_person,dropped,declarative,declarative,no,no,是,no,,no,no,no,not_p,after,"child: then he you // you need to take that // he thought that it was him who got it first, so it is his. exp: yeah. child: then i did first // it's me who got it first ",no,no
68,Erbaugh/Peng/14,2;05,adult,"ADU1: 这个真的是做的很棒.
ADU1: 这个是谁做的?
CHI: 姨夫做的.
ADU1: 哦!
ADU1: 是姨夫做的啊?
ADU1: 我以为是婆婆做的.
ADU1: 这么漂亮的一个汽车.
ADU1: 糟糕.",first_person,dropped,declarative,declarative,no,no,是,no,no,no,no,no,not_p,before,"adult: This is really well done.
adult: Who made this? 
child: (This was) made by uncle. 
adult: Oh! 
adult: It was uncle who made it? 
adult: I incorrectly thought it was made by grandma.
adult: Such a beautiful car.
adult: Oh no!",no,no
69,Erbaugh/Peng/14,2;05,child,"ADU1: 这个是谁盖得大象.
CHI: 婆婆.
ADU1: 婆婆呀.
CHI: 这是扇子.
AUD1: 哦扇子啊
SIS: 诶孩名你看这个人哦!
(some farting-like noise)
CHI: 我以为他在放屁.
ADU1: 嘿嘿.
CHI: 盒子在哪里呀？
ADU1: 什么东西?",first_person,third_person,declarative,declarative,no,no,no,no,,在,no,no,no,no,"adult: who built this elephant?
child: grandma
adult: oh grandma.
child: this is a hand fan.
adult: oh a hand fan.
sister: hey, <kid’s name> look at this person!
(some farting-like noise)
child: i incorrectly thought he was farting.
adult: hehe
child: where is the box?
adult: what?",no,no
70,Erbaugh/Peng/16,2;06,sister,"CHI: 流血了.
ADU 对.
CHI: 没有了.
SIS: 没有了啦.
SIS: 哇,这好漂亮诶.
SIS: 啊,我刚还以为只有这一边呢.
ADU: 这是什么?
SIS: 这边我来分吧.
SIS: 这边的是在陆地上这边的是在海里的.",first_person,dropped,declarative,declarative,刚，还,no,no,no,no,no,no,刚,no,no,"child: It’s bleeding.
adult: Yeah.
child: There is no more.
sister: This is no more.
sister: Wow, this is so pretty.
sister: Ah, just now I still incorrectly thought there was only this side.
adult: What is this?
sister: Let me divide this side.
sister: This side is on land, this side is in the ocean.",no,no
71,Erbaugh/Peng/19,2;08,adult,"ADU: 你不是女生吗?
ADU: 你这个手这么搞的?
CHI: 画画的.
ADU: 哦,画画的不是割破的?
CHI: 恩.
ADU: 我以为是割破的.
SIS: 啊,不要再乱打听(?).
CHI: 还有我耳朵好痛哦.",first_person,dropped,declarative,declarative,no,no,是,no,no,no,no,no,not_p,before,"adult: Aren’t you a girl?
adult: What’s wrong with your hand?
child: (it is) drawn.
adult: Oh (it is) drawn, not cut? 
child: Yeah. 
adult: I incorrectly thought (it was) cut.
sister: Ah, don’t ask around anymore.
child: Also, my ear hurts.",no,no
72,Erbaugh/Peng/20,2;08,adult,"ADU: 那个是谁的啊?
CHI: 这是我的这个是我的.
ADU: 两个都是你的啊?
CHI: 对啊.
CHI: 我去帮你放在玻璃板底下,好不好?
ADU1: 对,那个鞋子大了他不穿.
ADU: 哦.
ADU1: 她不穿的话要给她买个小一点的.
ADU: 哦,两个都是你的啊?
CHI: 恩.
ADU: 我还以为一个是姐姐的.
CHI: 这个也是红这个也是红.",first_person,third_person,declarative,declarative,还,no,no,no,no,no,no,no,p_alt,before,"adult: whose is that?
child: this is mine, this is mine.
adult: the two are both yours?
child: yeah.
child: i’ll put it under the glass for you, okay?
adult1: yeah, if the shoes are too big, she won’t wear them.
adult: oh.
adult: if she’s not wearing, buy her a smaller one.
adult: oh both of them are yours? 
child: yeah.
adult: i incorrectly thought one was sister's.
child: this one is red, this one is also red.",no,no
73,Erbaugh/Peng/22,2;10,adult,"ADU: 这是不是坏掉了?
ADU: 上面应该有一个头吗?
MOT: 没有,就是这样.
ADU: 就是应该这样子啊?
MOT: 装饰品装饰品啊.
ADU: 我以为是那个.
MOT: 非洲.
ADU: 非洲黑人然后两个大耳环.
MOT: 没看到有头.",first_person,dropped,declarative,declarative,no,no,是,no,no,no,no,no,no,no,"adult: is this broken?
adult: is there supposed to be a head on top? 
mother: no, it is like this. 
adult: is it supposed to be like this? 
mom: decoration. decoration. 
adult: i incorrectly thought it was that. 
mother: african. 
adult: black people from africa with two big hoop earrings.
mother: (i) don’t see a head.",no,no
74,Erbaugh/Peng/22,2;10,adult,"CHI: 我会吃冰淇淋.
CHI: 我会做冰淇淋.
CHI: 要冰淇淋.
ADU: 做假的啊?
CHI: 嗯.
ADU: 我以为是真的.
ADU: 呵呵呵.
CHI: 假的可以吃下去",first_person,dropped,declarative,declarative,no,no,是,no,no,no,no,no,not_p,both,"child: I can eat ice cream. (I know how to eat ice cream).
child: i can make ice cream. (i know how to make ice cream).
child: want ice cream.
adult: (are you) making a fake one? 
child: yeah. 
adult: incorerctly i thought (it) was real.
adult: hehehe
child: you can eat the fake one.",no,no
75,Erbaugh/Peng/22,2;10,adult,"ADU: 你那么喜欢关电视啊?
CHI: 对.
ADU: 你不是开电视又关电视呢吗. (inaudible)
CHI: 关电视!
ADU: 我以为你要开电视呢.
CHI: 嗯哎噗.",first_person,second_person,declarative,declarative,no,no,要,no,no,no,no,no,not_p,before,"adult: you like turning off the tv that much?
child: yeah
adult: didn’t you turn on and off the tv.
child: turn off the tv. 
adult: i incorrectly thought you wanted to turn the tv on.
child: mmmm, eh",no,no
76,Erbaugh/Peng/22,2;10,adult,"CHI: 还有小虫子.
ADU: 嗯.
CHI: 带这个.
CHI: 不要关灯嘛.
ADU: 你还要看哪?
CHI: 嗯
ADU: 好好好, 我以为你不要了嘛.
CHI: 要啊.
ADU: 那是什么东西?",first_person,second_person,declarative,declarative,no,no,no,no,yes,no,了,no,not_p,both,"child: also little bugs.
adult: yeah.
child: bring this one.
child: don’t turn the lights off.
adult: you still want to watch?
child: yeah
adult: okay okay okay, i incorrectly thought you didn't want to.
child: (i) want!
adult: what is that?",no,no
77,Erbaugh/Zhong/1,2;07,child,"CHI1:	xxx 以为 陆 妈妈 , 陆 伯伯 <带 你>  [/] 带 你 回来 .",unclear,third_person,declarative,declarative,no,no,no,no,,no,no,no,no,no,"child: still a small knife. xxx thought aunt lu, uncle lu, bring you back. he still hasn't come up for a while. he thought he xxx. he still hasn't opended the door xxx.",no,no
78,Erbaugh/Zhong/1,2;07,child,CHI1:	他 以为 他 xxx .,third_person,third_person,declarative,declarative,no,no,no,no,,no,no,no,unclear,unclear,"child: still a small knife. xxx thought aunt lu, uncle lu, bring you back. he still hasn't come up for a while. he thought he xxx. he still hasn't opended the door xxx.",no,no
79,Erbaugh/Zhong/3,2;07,adult,ADU:	我  [/] 我 以为 +...,first_person,unclear,declarative,unclear,no,no,no,no,,no,no,no,unclear,unclear,father: it is niuniu. adult: ah. i thought ... father: hahaha,no,no
80,Erbaugh/Zhong/7,2;07,mother,"ADU: 嗯.
CHI: 妈妈[/]妈妈.
MOT: 啊.
MOT: 你又把线弄成这个样子.
ADU: 我在装这.
MOT: 她以为我走了.
MOT: 呵呵.
MOT: 好了.",third_person,first_person,declarative,declarative,no,no,no,no,no,no,no,no,no,no,"adult: Yeah.
child: mom mom. 
mother: ah 
mother: You messed up the cables again. 
adult: I'm putting this.
mother: She incorrectly thought I left.
mother: Hehe.
mother: Okay.",no,no
81,Erbaugh/Laohu/3,2;00,adult,ADU:        哦 ‡ 我 以为 是 (inaudible).,first_person,dropped,declarative,declarative,no,no,no,no,no,no,no,no,unclear,unclear,adult: what is this wrinkled thing? i dont know. child: a blue pencil. adult: oh i thought (it) is...,no,no
82,Erbaugh/Kang/9,3;02,child,CHI:	我 以为 你 把 巧克力 丢 掉 了 .,first_person,second_person,declarative,declarative,no,no,no,no,,no,no,no,p_alt,before,child: did mom store the chocolate away? mom: yeah. child: i thought you threw it away. mom: why? you like eating it. why would i throw it away. i know you like it.,no,no
83,Erbaugh/Kang/13,3;04,mother,"MOT: 有的时候带有的时候不带.
MOT: 呵呵.
MOT: 这两个是谁啊?
CHI: 是小新.
MOT: 我以为是一个小包包呢.
CHI: <呵呵>[/]呵呵.",first_person,dropped,declarative,declarative,no,no,是,no,no,no,no,no,p_alt,before,"mother: sometimes (she) carry (it), sometimes she doesn’t 
mother: hehe.
mother: who are these two?
child: it's xiaoxin. 
mother: i incorrectly thought it was a small bag (?)
child: hehe",no,no
84,Erbaugh/Kang/13,3;04,mother,"MOT: 你说这个亮晶晶的好看吧?
CHI: 呵呵呵呵跳舞!
MOT: 恩?
CHI: 哦吼吼吼.
MOT: 他说他以为这是小鸡吃米的时候嚼不动嘞.
MOT: 他说他以为是小鸡吃米搞的.
CHI: 都不嚼吗?",third_person,third_person,declarative,declarative,no,no,no,no,no,no,no,no,no,no,"mother: you said this sparkling is pretty, right?
child: hehehehe dance!
mother: what?
child: oh hohoho.
mother: he said he thought this was when chicks are eating rice, (it?) cannot be chewed.
mother: he said he thought it was because the chicks are eating rice.
child: didn’t chew at all?",no,no
85,Erbaugh/Kang/13,3;04,mother,"MOT: 你说这个亮晶晶的好看吧?
CHI: 呵呵呵呵跳舞!
MOT: 恩?
CHI: 哦吼吼吼.
MOT: 他说他以为这是小鸡吃米的时候嚼不动嘞.
MOT: 他说他以为是小鸡吃米搞的.
CHI: 都不嚼吗?",third_person,third_person,declarative,declarative,no,no,是,no,no,no,no,no,no,no,"mother: you said this sparkling is pretty, right?
child: hehehehe dance!
mother: what?
child: oh hohoho.
mother: he said he thought this was when chicks are eating rice, (it?) cannot be chewed.
mother: he said he thought it was because the chicks are eating rice.
child: didn’t chew at all?",no,no
86,Erbaugh/Kang/15,3;05,mother,"MOT: 小豆豆会掉会滚开.
CHI: 这样放xxx.
MOT: 哦,你要把这些都放到杯子里头啊, 哦, 这些都是豆子啊.
CHI: 对.
MOT: 哦我以为是蛋炒饭呢.
CHI: 那个把把插在上面的小豆豆拔下来.",first_person,dropped,declarative,declarative,no,no,是,no,no,no,no,no,p_alt,before,"mother: the little bean will fall, move away.
child: put it this way.
mother: oh you want to put these into the cup. oh, these are beans. 
child: yes. 
mother: oh i incorrectly thought (it) was fried rice.
child: that..pull out the little bean that is inserted on top.",no,no
87,Erbaugh/Kang/15,3;05,adult,"ADU1: 你知道它害怕时它怎么办嘛?
CHI: 跑.
ADU1: 他跑然后跑完以后呢.
ADU1: 他就把地上挖一个洞然后把头放进洞里头.
CHI: 干嘛啊?
ADU1: 他看不见了他就以为不危险了鸵鸟不太聪明对不对.
CHI: 对.
ADU1: 就像这样子呜呜呜救命就不危险了,其实危险还在对不对.",third_person,dropped,declarative,declarative,就,no,no,no,yes,no,no,no,not_p,after,"adult: you know what it will do when it gets scared?
child: run.
adult: it runs, and then what happens after running?
adult: it digs a hole in the ground and puts its head into the hole.
child: why?
adult: he couldn't see. He then incorrectly thought (it was) not dangerous. the ostrich is not really smart, right?
child: right. 
adult: just like that woo woo woo, help. then (it is) not dangerous. in fact, the danger is still there, right?",no,no
88,Erbaugh/Kang/19,3;07,mother,"MOT: 哎.
MOT: 你要下去吃五香乖乖的话你就存不下钱来.
MOT: 你就没办法买很多很多的东西!
CHI: 什么啊?
MOT: 这有橘黄色.
MOT: 我以为没有橘黄色.
CHI: 找橘黄色干嘛啊?
MOT: 我要画颜色啊.",first_person,dropped,declarative,declarative,no,no,no,no,yes,no,没有,no,not_p,before,"mother: ah,
mother: if you go and eat Wu xiang guai guai (food), you cannot save money.
mother: so you cannot buy a lot of stuff.
child: what?
mother: there is the orange color. 
mother: i incorrectly thought (there is) no orange color.
child: why are you looking for the orange color?
mother: i need to color it.",no,no
89,Erbaugh/Kang/20,3;08,mother,"MOT: 那么因为他们怕那些被赶走的坏人再来欺负他们.
MOT: 所以就在门上面贴了这两个人的像.
MOT: 贴着神荼跟郁垒的像.
MOT: 贴在这边.
MOT: 那些坏人一看就不敢来了.
MOT: 就以为这两个巨人还在这里.
MOT: 不敢来了.
MOT: 所以后来这两人贴在门上.
MOT: 这个东西.
MOT: 这两个人就变成门神.",dropped,third_person,declarative,declarative,就,no,no,no,no,no,no,no,no,no,"(context: telling the story of two giants who fought bad people and chased them away) 
mother: so then, because they were worried that the bad people who were chased away would come back and bully them. 
mother: so (they) put the portraits of these two people. 
mother: put up shentu and yulei's portraits.
mother: put (them) up on this side. 
mother: once those bad people saw (the portraits), they wouldn't dare to come back. 
mother: (they would) incorrectly think the two giants were still here. 
mother: (the bad people) didn't dare to come back. 
mother: so these two people were put up on the door. 
mother: this thing. 
mother: and then these two people became the door gods.",no,no
90,Erbaugh/Kang/20,3;08,mother,"MOT: 没什么.
CHI: 在哎一个什么?
MOT: 没什么.
MOT: 我以为我看到一个朋友.
CHI: 你路上有一个朋友.
MOT: 嗯.
MOT: 这个好像真的是我的朋友.
MOT: 所以的话请你开慢一点.
MOT: 我仔细看看是不是她?",first_person,first_person,declarative,declarative,no,no,no,no,no,no,no,no,uncertainty,after,"mother: nothing.
child: why are you saying “ah?”
mother: nothing
mother: i (incorrectly) thought i saw a friend. 
child: you had a friend on the road. 
mother: yeah. 
mother: this might actually be my friend.
mother: so please drive slowly. 
mother: i will look carefully if it is her.",no,no
91,Erbaugh/Kang/21,3;08,child,CHI:	河马 以为 一 个 钢琴 .,third_person,dropped,declarative,declarative,no,no,no,no,,no,no,no,p_alt,before,child: the hippo saw there was a kite. the hippo thought it (was) a piano. he thought it was a tooth. and didn't dare to touch it.,no,no
92,Erbaugh/Kang/21,3;08,child,CHI:	他 以为 是 一 个 牙 .,third_person,dropped,declarative,declarative,no,no,是,no,,no,no,no,p_alt,before,child: the hippo saw there was a kite. the hippo thought it (was) a piano. he thought it was a tooth. and didn't dare to touch it.,no,no
93,Erbaugh/Kang/21,3;08,mother,"MOT: 河马为什么怕牙呢?
CHI: 故事啊.
MOT: 这是一个好玩的东西 .
MOT: 这是一个<好玩>[/]好玩的东西. 
MOT: 你告诉蒋阿姨为什么要怕你牙呢?
CHI: 不知道.
MOT: 我知道.
MOT: 我讲了.
MOT: 他以为那是一个大怪物.
MOT: 他说这怪物的嘴巴这么大.
MOT: 这么厉害.
MOT: 一定很可怕.",third_person,third_person,declarative,declarative,no,no,no,no,no,no,no,no,no,no,"mother: Why is the hippo afraid of teeth?
child: A story.
mother: This is a funny thing.
mother: This is a funny thing.
mother: Tell Aunty Jiang, why (is it) afraid of your teeth?
child: (I) don’t know.
mother: I know.
mother: I’ll tell.
mother: He incorrectly thought that was a big monster. 
mother: He said this monster had a big mouth. 
mother: That's so awesome. 
mother: Must be scary.",no,no
94,Erbaugh/Kang/21,3;08,child,CHI:	你 以为 那 是 一 个 拼图 .,second_person,third_person,declarative,declarative,no,no,no,no,,no,no,no,p_alt,after,child: you thought that is a jigsaw. jigsaw. but (it) turns out to be a piece of those paper.,no,no
95,Erbaugh/Kang/22,3;08,mother,"MOT: 啊,抽签啊.假装这里有签.
CHI: 抽签干嘛?
MOT: 拜神以后要抽签啊.
MOT: 忘了吗? 
MOT: 你有一天不是这样玩的吗?
CHI: 那个是算命的.
MOT: 哦,是算命的啊. 
MOT: 不是庙里面拜拜的.
CHI: 对.
ADU: 哦,是算命.
ADU: 你看谁算命了.
CHI: 很好.
MOT: 我以为你知道的是抽签的呢?
CHI: 什么叫抽签呐?
MOT: 抽签啊就是你在庙里拜拜,对不对.
MOT: 你给神磕完头.
MOT: 庙里有一个筒子.
MOT: 就像这样.
MOT: 比这个大一点.
MOT: 那个筒里也放了很多签子.
MOT: <一根>[/]一根的.
MOT: 这样<哗啦>哗啦晃.
MOT: 就拿出一根来. 
MOT: 那签上有字.",first_person,second_person,polar,declarative,no,no,no,no,no,no,no,no,p_alt,after,"mother: Ah, let’s draw fortune sticks. Just pretend there are sticks. 
child: Why draw fortune sticks?
mother: After praying to the gods, you draw fortune sticks.
mother: Did you forget?
mother: Did you play it like this one day?
child: It was for fortune-telling.
mother: Oh, it was for fortune-telling.
mother: Not for praying in a temple.
child: Yeah.
adult: Oh, it’s fortune-telling.
adult: See, how did fortune-telling?
child: Very good.
mother: I incorrectly thought you knew it was drawing fortune sticks.
child: What does drawing fortune sticks mean?
mother: Drawing fortune sticks is like after you pray in the temple, right?
mother: After you finish kowtowing ot the gods.
mother: There is a fortune stick tube/container.
mother: Just like this.
mother: A little bit bigger than this.
mother: There are a lot of sticks in the tube.
mother: One by one.
mother: (You) shake it like this – rattle rattle.
mother: Then take one stick out.
mother: There are words on the stick.",no,no
96,Erbaugh/Kang/23,3;09,mother,"MOT: 中午出太阳.
MOT: 我想着你很热.
MOT: 我也不知道要咋们办(怎么办)?
MOT: 他咋叫骈顾. (not sure about the characters)
MOT: 我以为叫骈顾唐.
CHI: 是什么?",first_person,dropped,declarative,declarative,no,no,no,no,no,no,no,no,p_alt,before,"mother: the sun was out at noon.
mother: it hought you would be warm.
mother: i also didn’t know what to do.
mother: why is he called Piangu?
mother: i though (he is) called Piangu tang.
child: what is it?",no,no
97,Tong/20719,2;07,mother,"FAT: 医院里不能把手放在嘴里.
MOT: 医院里面好多病菌哦.
MOT: 到时候吃了手就生病了像外婆一样.
MOT: 躺在床上要打吊针.
MOT: 疼啊.
MOT: 你以为打针不疼啊.
MOT: 滋(making the injection sound/模拟打针的声音).
MOT: 护士阿姨给你戳进去.
MOT: 滋(making the injection sound)
FAT: 别吓唬他.",second_person,third_person,declarative,declarative,no,no,no,no,yes,no,no,no,not_p,before,"father: Don’t put your hands into your mouth in the hospital.
mother: There are lots of germs in the hospital.
mother: Then if you such on your hands (put your hands in your mouth), you’ll get sick, like grandma.
mother: You’ll lie in bed and have to get an IV.
mother: It will hurt.
mother: You incorrectly thought having an IV wouldn’t hurt.
mother: (making the noise of an injection)
mother: The nurse pokes it in.
mother: (making the noise of an injection)
father: Don’t scare him.",no,no
98,Tong/30306,3;03,child,CHI:	我 以为 那 个 鞋 扔  [/] <扔 到>  [/] 扔 到 垃圾 桶 里 去 了 呢 „ 我 以为 .,first_person,third_person,declarative,declarative,no,no,no,no,,no,了,no,p_alt,before,child: why is the little frog shoes still here? mom: oh the little frog shoes when tongtong was young. (i) don't know if they still fit . child: i i forgot that pair of shoes. i thought that pair of shoes (was) thrown into the trash can. i thought. it seems like ... mom: these shoes... probably are still wearable. but (you) have new shoes now. that grandma bought you a new pair of shoes,no,no
99,Tong/30306,,child,"CHI: 你以为我有两...
CHI: 你[/]你以为我有两个名字啊?",,,,,,,,,,,,,,,,,
100,Tong/30306,3;03,child,"CHI: 你以为我有两...
CHI: 你[/]你以为我有两个名字啊?",second_person,first_person,polar,declarative,no,no,no,no,,no,no,no,p_alt,both,child: did you forget i have three names? mom: yeah. child: ah? you thought i had two... did you think i had two names? child: i...originally i have ... i only... originally i only have three names. mom: oh,no,no
101,Xinjiang/ENNI/201209/dez306,5;06,child,CHI:	然后 就 把  [/] 把 他 <拿 水>  [/] 拿 飞机 拿 着  [/] 以为 拿 不 上 了 .,dropped,dropped,declarative,declarative,no,no,no,no,,no,no,no,unclear,unclear,child: you guys play. i want to take the plane in the water and bring it up. you guys play. then (i? you?) will and then he said then bring the water. bring the plane. (he? i?) thought (he? i?) couldn't bring it up. then he cried.,no,no
102,Xinjiang/ENNI/201303/jgd101,,child,"CHI: 大象和马看到那[/]那个以为是大象和马.
CHI: 以为又是一个兔子.",third_person,dropped,declarative,declarative,no,no,no,no,,no,no,no,unclear,unclear,child: then that horse saw. then (the horse) swam to grab that ball. then (it) brought (the ball) to the elephant. then the elephant liked that horse a lot. then the horse was very tired. the elephant and the horse saw that and thought it was the elephant and the horse. (they) thought it was a rabbit again.,no,no
103,Xinjiang/ENNI/201303/jgd101,7;00,child,"CHI: 大象和马看到那[/]那个以为是大象和马.
CHI: 以为又是一个兔子.",dropped,dropped,declarative,declarative,no,no,no,no,,no,no,no,unclear,unclear,child: then that horse saw. then (the horse) swam to grab that ball. then (it) brought (the ball) to the elephant. then the elephant liked that horse a lot. then the horse was very tired. the elephant and the horse saw that and thought it was the elephant and the horse. (they) thought it was a rabbit again.,no,no
104,Xinjiang/ENNI/201303/sdfyxb10,5;00,child,CHI:	他 说 然后 以为 是 他 扔 的 .,dropped,dropped,declarative,declarative,no,no,是,no,,no,no,no,unclear,unclear,child: then he threw away. and then (he?) was very angry. why did you throw it away? he said then (he?) thought it was him who threw it away.,no,no
105,Xinjiang/ENNI/201303/tkxx109,5;00,child,CHI:        它 以为 鸡蛋 不 是 鸡蛋 了 „ 妈妈 .,third_person,third_person,declarative,declarative,no,no,no,no,,no,no,no,no,no,"child: it thought the egg is not an egg, mom. it started playing with my egg again.",no,no
106,Xinjiang/ENNI/201204/jgdd203,5;05,child,CHI:	大象 宝宝 看 着 它 以为 他 的 父亲 错 了 .,third_person,dropped,declarative,declarative,no,no,no,no,,no,no,no,no,no,"child: <baby elephant> dad elephant showed him that this sign cannot run. baby elephnat looked at it and thought his dad was wrong. One day, the elephant... the thrid day, the elephant and the giraffe were playing together, playing a toy airplane.",no,no
107,Xinjiang/ENNI/201204/jgdd203,5;05,child,CHI:	长颈鹿 以为 它 是 错 的 .,third_person,third_person,declarative,declarative,no,no,no,no,,no,no,no,no,no,child: the elephant's dad picked up the ball and said its hands couldn't reach (it). the giraffe thought it was wrong.,no,no
108,Xinjiang/ENNI/201204/sdfyxb04,4;00,child,CHI:        还 以为 它 不 高兴 呢 .,dropped,third_person,declarative,declarative,no,no,no,no,,no,no,no,not_p,both,child: it saw (it?) and was very happy. (?) thought it was not happy. it needs to be happy. i'm also not happy,no,no
109,Xinjiang/AcadLang/201204/dez305,4;00,child,CHI:	它 不 知道 以为 这 个 是 什么 .,third_person,third_person,declarative,declarative,no,no,no,no,,no,no,no,no,no,"child: okay. apple. this is an apple. it doesn't know (it?) thought it was what. thought i know what it is. should be the sheep doesn't know banana, doesn't know worm, doesn't know apple. ",不知道,before
110,Xinjiang/AcadLang/201204/dez305,4;00,child,CHI:	以为 我 知道 它 是 什么 ,dropped,first_person,declarative,declarative,no,no,no,no,,no,no,no,no,no,"child: okay. apple. this is an apple. it doesn't know (it?) thought it was what. thought i know what it is. should be the sheep doesn't know banana, doesn't know worm, doesn't know apple. ",no,no
