"workerid","proliferate.condition","block_id","condition","item_id","original_choice","response","rt","trial_num","verb","error","response_corr","response_num","discourse_type"
384,"condition1","1","juede_unclear",116,"觉得","juede",4664,20,"juede",NA,"correct",1,"unconstrained"
384,"condition1","2","yiwei_contrastive",9,"以为","yiwei",1814,21,"yiwei",NA,"correct",1,"constrained"
384,"condition1","2","yiwei_unclear",109,"以为","yiwei",2394,22,"yiwei",NA,"correct",1,"unconstrained"
384,"condition1","2","juede_contrastive",16,"觉得","juede",2786,23,"juede",NA,"correct",1,"constrained"
384,"condition1","2","yiwei_unclear",105,"以为","yiwei",6679,24,"yiwei",NA,"correct",1,"unconstrained"
384,"condition1","2","juede_unclear",118,"觉得","juede",3746,25,"juede",NA,"correct",1,"unconstrained"
384,"condition1","2","juede_unclear",115,"觉得","juede",2744,26,"juede",NA,"correct",1,"unconstrained"
384,"condition1","2","juede_contrastive",17,"以为","yiwei",3070,27,"juede",NA,"incorrect",0,"constrained"
384,"condition1","2","yiwei_contrastive",8,"以为","yiwei",6320,28,"yiwei",NA,"correct",1,"constrained"
384,"condition1","3","juede_contrastive",13,"以为","yiwei",5592,31,"juede",NA,"incorrect",0,"constrained"
384,"condition1","3","yiwei_contrastive",3,"以为","yiwei",4564,32,"yiwei",NA,"correct",1,"constrained"
384,"condition1","3","yiwei_contrastive",4,"以为","yiwei",2192,33,"yiwei",NA,"correct",1,"constrained"
384,"condition1","3","juede_contrastive",14,"觉得","juede",2282,35,"juede",NA,"correct",1,"constrained"
384,"condition1","3","yiwei_unclear",107,"以为","yiwei",1878,36,"yiwei",NA,"correct",1,"unconstrained"
384,"condition1","3","juede_unclear",117,"以为","yiwei",3752,37,"juede",NA,"incorrect",0,"unconstrained"
384,"condition1","3","yiwei_unclear",101,"以为","yiwei",3510,38,"yiwei",NA,"correct",1,"unconstrained"
384,"condition1","3","juede_unclear",114,"以为","yiwei",6090,40,"juede",NA,"incorrect",0,"unconstrained"
384,"condition1","4","yiwei_contrastive",10,"以为","yiwei",2278,41,"yiwei",NA,"correct",1,"constrained"
384,"condition1","4","juede_unclear",120,"觉得","juede",4269,42,"juede",NA,"correct",1,"unconstrained"
384,"condition1","4","juede_contrastive",11,"觉得","juede",2861,43,"juede",NA,"correct",1,"constrained"
384,"condition1","4","juede_contrastive",12,"觉得","juede",3506,45,"juede",NA,"correct",1,"constrained"
384,"condition1","4","juede_unclear",119,"觉得","juede",5210,46,"juede",NA,"correct",1,"unconstrained"
384,"condition1","4","yiwei_contrastive",5,"以为","yiwei",1616,47,"yiwei",NA,"correct",1,"constrained"
384,"condition1","4","yiwei_unclear",110,"以为","yiwei",5530,48,"yiwei",NA,"correct",1,"unconstrained"
384,"condition1","4","yiwei_unclear",103,"以为","yiwei",6602,49,"yiwei",NA,"correct",1,"unconstrained"
378,"condition1","0","juede_contrastive",11,"觉得","juede",6160,1,"juede",NA,"correct",1,"constrained"
378,"condition1","0","juede_unclear",115,"觉得","juede",5464,3,"juede",NA,"correct",1,"unconstrained"
378,"condition1","0","yiwei_unclear",109,"以为","yiwei",3040,4,"yiwei",NA,"correct",1,"unconstrained"
378,"condition1","0","juede_unclear",117,"以为","yiwei",4328,5,"juede",NA,"incorrect",0,"unconstrained"
378,"condition1","0","yiwei_contrastive",3,"觉得","juede",5840,6,"yiwei",NA,"incorrect",0,"constrained"
378,"condition1","0","juede_contrastive",16,"觉得","juede",5776,7,"juede",NA,"correct",1,"constrained"
378,"condition1","0","yiwei_unclear",107,"以为","yiwei",6184,9,"yiwei",NA,"correct",1,"unconstrained"
378,"condition1","0","yiwei_contrastive",4,"觉得","juede",6320,10,"yiwei",NA,"incorrect",0,"constrained"
378,"condition1","1","juede_contrastive",12,"觉得","juede",5280,11,"juede",NA,"correct",1,"constrained"
378,"condition1","1","juede_contrastive",18,"以为","yiwei",7072,12,"juede",NA,"incorrect",0,"constrained"
378,"condition1","1","yiwei_contrastive",9,"觉得","juede",3376,14,"yiwei",NA,"incorrect",0,"constrained"
378,"condition1","1","yiwei_unclear",103,"以为","yiwei",7552,15,"yiwei",NA,"correct",1,"unconstrained"
378,"condition1","1","juede_unclear",112,"觉得","juede",6720,16,"juede",NA,"correct",1,"unconstrained"
378,"condition1","1","yiwei_unclear",106,"觉得","juede",6024,17,"yiwei",NA,"incorrect",0,"unconstrained"
378,"condition1","1","yiwei_contrastive",7,"以为","yiwei",4400,18,"yiwei",NA,"correct",1,"constrained"
378,"condition1","1","juede_unclear",119,"觉得","juede",5544,19,"juede",NA,"correct",1,"unconstrained"
378,"condition1","2","juede_unclear",113,"觉得","juede",3664,22,"juede",NA,"correct",1,"unconstrained"
378,"condition1","2","yiwei_contrastive",6,"以为","yiwei",5272,23,"yiwei",NA,"correct",1,"constrained"
378,"condition1","2","yiwei_contrastive",10,"以为","yiwei",4928,24,"yiwei",NA,"correct",1,"constrained"
378,"condition1","2","juede_contrastive",13,"以为","yiwei",11808,25,"juede",NA,"incorrect",0,"constrained"
378,"condition1","2","juede_contrastive",14,"以为","yiwei",4720,26,"juede",NA,"incorrect",0,"constrained"
378,"condition1","2","juede_unclear",116,"觉得","juede",6400,27,"juede",NA,"correct",1,"unconstrained"
378,"condition1","2","yiwei_unclear",110,"以为","yiwei",7280,29,"yiwei",NA,"correct",1,"unconstrained"
378,"condition1","2","yiwei_unclear",104,"以为","yiwei",23512,30,"yiwei",NA,"correct",1,"unconstrained"
378,"condition1","3","juede_contrastive",20,"觉得","juede",7160,32,"juede",NA,"correct",1,"constrained"
378,"condition1","3","juede_unclear",120,"觉得","juede",5304,33,"juede",NA,"correct",1,"unconstrained"
378,"condition1","3","juede_unclear",111,"觉得","juede",3527,34,"juede",NA,"correct",1,"unconstrained"
378,"condition1","3","juede_contrastive",15,"以为","yiwei",9648,36,"juede",NA,"incorrect",0,"constrained"
378,"condition1","3","yiwei_contrastive",1,"以为","yiwei",6159,37,"yiwei",NA,"correct",1,"constrained"
378,"condition1","3","yiwei_unclear",105,"以为","yiwei",6385,38,"yiwei",NA,"correct",1,"unconstrained"
378,"condition1","3","yiwei_unclear",108,"觉得","juede",5472,39,"yiwei",NA,"incorrect",0,"unconstrained"
378,"condition1","3","yiwei_contrastive",5,"以为","yiwei",3728,40,"yiwei",NA,"correct",1,"constrained"
378,"condition1","4","yiwei_contrastive",8,"觉得","juede",4344,41,"yiwei",NA,"incorrect",0,"constrained"
378,"condition1","4","yiwei_unclear",101,"以为","yiwei",3367,42,"yiwei",NA,"correct",1,"unconstrained"
378,"condition1","4","juede_unclear",118,"觉得","juede",4960,43,"juede",NA,"correct",1,"unconstrained"
378,"condition1","4","juede_contrastive",17,"以为","yiwei",8448,44,"juede",NA,"incorrect",0,"constrained"
378,"condition1","4","yiwei_unclear",102,"以为","yiwei",4312,46,"yiwei",NA,"correct",1,"unconstrained"
378,"condition1","4","yiwei_contrastive",2,"以为","yiwei",3832,47,"yiwei",NA,"correct",1,"constrained"
378,"condition1","4","juede_unclear",114,"觉得","juede",9896,48,"juede",NA,"correct",1,"unconstrained"
378,"condition1","4","juede_contrastive",19,"觉得","juede",4432,49,"juede",NA,"correct",1,"constrained"
372,"condition1","0","juede_contrastive",15,"觉得","juede",9420,1,"juede",NA,"correct",1,"constrained"
372,"condition1","0","juede_contrastive",14,"觉得","juede",8741,2,"juede",NA,"correct",1,"constrained"
372,"condition1","0","yiwei_unclear",102,"以为","yiwei",5941,3,"yiwei",NA,"correct",1,"unconstrained"
372,"condition1","0","yiwei_contrastive",1,"以为","yiwei",3075,4,"yiwei",NA,"correct",1,"constrained"
372,"condition1","0","yiwei_contrastive",2,"以为","yiwei",3116,7,"yiwei",NA,"correct",1,"constrained"
372,"condition1","0","juede_unclear",112,"觉得","juede",4766,8,"juede",NA,"correct",1,"unconstrained"
372,"condition1","0","juede_unclear",114,"以为","yiwei",8784,9,"juede",NA,"incorrect",0,"unconstrained"
372,"condition1","0","yiwei_unclear",104,"以为","yiwei",7795,10,"yiwei",NA,"correct",1,"unconstrained"
372,"condition1","1","juede_unclear",113,"觉得","juede",4934,12,"juede",NA,"correct",1,"unconstrained"
372,"condition1","1","yiwei_unclear",109,"以为","yiwei",3232,13,"yiwei",NA,"correct",1,"unconstrained"
372,"condition1","1","yiwei_contrastive",9,"以为","yiwei",6603,14,"yiwei",NA,"correct",1,"constrained"
372,"condition1","1","yiwei_unclear",106,"觉得","juede",6163,15,"yiwei",NA,"incorrect",0,"unconstrained"
372,"condition1","1","juede_unclear",120,"觉得","juede",11766,16,"juede",NA,"correct",1,"unconstrained"
372,"condition1","1","yiwei_contrastive",10,"以为","yiwei",4024,17,"yiwei",NA,"correct",1,"constrained"
372,"condition1","1","juede_contrastive",12,"觉得","juede",3308,19,"juede",NA,"correct",1,"constrained"
372,"condition1","1","juede_contrastive",13,"以为","yiwei",5384,20,"juede",NA,"incorrect",0,"constrained"
372,"condition1","2","yiwei_unclear",105,"以为","yiwei",7849,21,"yiwei",NA,"correct",1,"unconstrained"
372,"condition1","2","juede_unclear",115,"觉得","juede",4900,22,"juede",NA,"correct",1,"unconstrained"
372,"condition1","2","juede_unclear",118,"觉得","juede",7833,23,"juede",NA,"correct",1,"unconstrained"
372,"condition1","2","yiwei_contrastive",8,"以为","yiwei",4175,24,"yiwei",NA,"correct",1,"constrained"
372,"condition1","2","yiwei_unclear",110,"以为","yiwei",13475,25,"yiwei",NA,"correct",1,"unconstrained"
372,"condition1","2","juede_contrastive",17,"觉得","juede",7009,27,"juede",NA,"correct",1,"constrained"
372,"condition1","2","yiwei_contrastive",7,"觉得","juede",4316,28,"yiwei",NA,"incorrect",0,"constrained"
372,"condition1","2","juede_contrastive",18,"以为","yiwei",5524,29,"juede",NA,"incorrect",0,"constrained"
372,"condition1","3","juede_contrastive",20,"觉得","juede",5193,31,"juede",NA,"correct",1,"constrained"
372,"condition1","3","juede_unclear",119,"觉得","juede",5175,32,"juede",NA,"correct",1,"unconstrained"
372,"condition1","3","yiwei_unclear",103,"以为","yiwei",5616,33,"yiwei",NA,"correct",1,"unconstrained"
372,"condition1","3","yiwei_contrastive",5,"以为","yiwei",2642,35,"yiwei",NA,"correct",1,"constrained"
372,"condition1","3","juede_unclear",117,"以为","yiwei",3675,36,"juede",NA,"incorrect",0,"unconstrained"
372,"condition1","3","yiwei_contrastive",3,"以为","yiwei",5350,37,"yiwei",NA,"correct",1,"constrained"
372,"condition1","3","juede_contrastive",11,"觉得","juede",3474,38,"juede",NA,"correct",1,"constrained"
372,"condition1","3","yiwei_unclear",108,"觉得","juede",10982,40,"yiwei",NA,"incorrect",0,"unconstrained"
372,"condition1","4","juede_unclear",111,"觉得","juede",3121,41,"juede",NA,"correct",1,"unconstrained"
372,"condition1","4","yiwei_unclear",107,"以为","yiwei",4658,43,"yiwei",NA,"correct",1,"unconstrained"
372,"condition1","4","juede_contrastive",16,"觉得","juede",7651,44,"juede",NA,"correct",1,"constrained"
372,"condition1","4","yiwei_contrastive",4,"以为","yiwei",3991,45,"yiwei",NA,"correct",1,"constrained"
372,"condition1","4","yiwei_contrastive",6,"以为","yiwei",4858,46,"yiwei",NA,"correct",1,"constrained"
372,"condition1","4","yiwei_unclear",101,"以为","yiwei",3906,48,"yiwei",NA,"correct",1,"unconstrained"
372,"condition1","4","juede_contrastive",19,"觉得","juede",5198,49,"juede",NA,"correct",1,"constrained"
372,"condition1","4","juede_unclear",116,"觉得","juede",5604,50,"juede",NA,"correct",1,"unconstrained"
348,"condition1","0","yiwei_contrastive",10,"以为","yiwei",2651,2,"yiwei",NA,"correct",1,"constrained"
348,"condition1","0","juede_unclear",112,"觉得","juede",3719,3,"juede",NA,"correct",1,"unconstrained"
348,"condition1","0","juede_contrastive",17,"以为","yiwei",5152,4,"juede",NA,"incorrect",0,"constrained"
348,"condition1","0","yiwei_unclear",107,"以为","yiwei",3305,5,"yiwei",NA,"correct",1,"unconstrained"
348,"condition1","0","yiwei_unclear",108,"以为","yiwei",5172,7,"yiwei",NA,"correct",1,"unconstrained"
348,"condition1","0","yiwei_contrastive",7,"以为","yiwei",7514,8,"yiwei",NA,"correct",1,"constrained"
348,"condition1","0","juede_contrastive",20,"觉得","juede",3975,9,"juede",NA,"correct",1,"constrained"
348,"condition1","0","juede_unclear",114,"以为","yiwei",4688,10,"juede",NA,"incorrect",0,"unconstrained"
348,"condition1","1","juede_unclear",119,"觉得","juede",2773,11,"juede",NA,"correct",1,"unconstrained"
348,"condition1","1","yiwei_unclear",105,"以为","yiwei",4252,12,"yiwei",NA,"correct",1,"unconstrained"
348,"condition1","1","juede_contrastive",14,"以为","yiwei",3383,15,"juede",NA,"incorrect",0,"constrained"
348,"condition1","1","juede_unclear",115,"觉得","juede",4024,16,"juede",NA,"correct",1,"unconstrained"
348,"condition1","1","yiwei_unclear",110,"以为","yiwei",5261,17,"yiwei",NA,"correct",1,"unconstrained"
348,"condition1","1","yiwei_contrastive",9,"觉得","juede",3267,18,"yiwei",NA,"incorrect",0,"constrained"
348,"condition1","1","juede_contrastive",19,"觉得","juede",2984,19,"juede",NA,"correct",1,"constrained"
348,"condition1","1","yiwei_contrastive",6,"以为","yiwei",2235,20,"yiwei",NA,"correct",1,"constrained"
348,"condition1","2","juede_unclear",120,"以为","yiwei",5357,21,"juede",NA,"incorrect",0,"unconstrained"
348,"condition1","2","juede_unclear",113,"觉得","juede",2480,22,"juede",NA,"correct",1,"unconstrained"
348,"condition1","2","yiwei_contrastive",5,"以为","yiwei",2034,23,"yiwei",NA,"correct",1,"constrained"
348,"condition1","2","yiwei_unclear",109,"以为","yiwei",2350,24,"yiwei",NA,"correct",1,"unconstrained"
348,"condition1","2","juede_contrastive",13,"觉得","juede",6544,25,"juede",NA,"correct",1,"constrained"
348,"condition1","2","yiwei_contrastive",8,"以为","yiwei",3058,28,"yiwei",NA,"correct",1,"constrained"
348,"condition1","2","yiwei_unclear",106,"觉得","juede",4393,29,"yiwei",NA,"incorrect",0,"unconstrained"
348,"condition1","2","juede_contrastive",16,"觉得","juede",2766,30,"juede",NA,"correct",1,"constrained"
348,"condition1","3","juede_unclear",116,"觉得","juede",4412,31,"juede",NA,"correct",1,"unconstrained"
348,"condition1","3","yiwei_contrastive",4,"以为","yiwei",2840,32,"yiwei",NA,"correct",1,"constrained"
348,"condition1","3","yiwei_unclear",101,"以为","yiwei",2728,33,"yiwei",NA,"correct",1,"unconstrained"
348,"condition1","3","juede_unclear",118,"觉得","juede",3348,34,"juede",NA,"correct",1,"unconstrained"
348,"condition1","3","yiwei_contrastive",3,"以为","yiwei",6289,35,"yiwei",NA,"correct",1,"constrained"
348,"condition1","3","yiwei_unclear",102,"以为","yiwei",6576,38,"yiwei",NA,"correct",1,"unconstrained"
348,"condition1","3","juede_contrastive",12,"觉得","juede",1852,39,"juede",NA,"correct",1,"constrained"
348,"condition1","3","juede_contrastive",11,"觉得","juede",4635,40,"juede",NA,"correct",1,"constrained"
348,"condition1","4","juede_contrastive",15,"以为","yiwei",7028,41,"juede",NA,"incorrect",0,"constrained"
348,"condition1","4","juede_unclear",111,"觉得","juede",2554,43,"juede",NA,"correct",1,"unconstrained"
348,"condition1","4","yiwei_unclear",104,"以为","yiwei",4883,45,"yiwei",NA,"correct",1,"unconstrained"
348,"condition1","4","juede_contrastive",18,"以为","yiwei",3888,46,"juede",NA,"incorrect",0,"constrained"
348,"condition1","4","yiwei_contrastive",1,"觉得","juede",3968,47,"yiwei",NA,"incorrect",0,"constrained"
348,"condition1","4","juede_unclear",117,"以为","yiwei",2866,48,"juede",NA,"incorrect",0,"unconstrained"
348,"condition1","4","yiwei_contrastive",2,"以为","yiwei",3396,49,"yiwei",NA,"correct",1,"constrained"
348,"condition1","4","yiwei_unclear",103,"以为","yiwei",4788,50,"yiwei",NA,"correct",1,"unconstrained"
358,"condition1","0","juede_unclear",120,"觉得","juede",5196,2,"juede",NA,"correct",1,"unconstrained"
358,"condition1","0","yiwei_contrastive",6,"觉得","juede",3267,3,"yiwei",NA,"incorrect",0,"constrained"
358,"condition1","0","juede_unclear",113,"觉得","juede",7680,4,"juede",NA,"correct",1,"unconstrained"
358,"condition1","0","yiwei_unclear",102,"以为","yiwei",4287,5,"yiwei",NA,"correct",1,"unconstrained"
358,"condition1","0","yiwei_contrastive",10,"以为","yiwei",2645,6,"yiwei",NA,"correct",1,"constrained"
358,"condition1","0","juede_contrastive",11,"觉得","juede",3775,7,"juede",NA,"correct",1,"constrained"
358,"condition1","0","juede_contrastive",13,"以为","yiwei",5360,8,"juede",NA,"incorrect",0,"constrained"
358,"condition1","0","yiwei_unclear",101,"以为","yiwei",3013,10,"yiwei",NA,"correct",1,"unconstrained"
358,"condition1","1","juede_contrastive",17,"以为","yiwei",2949,12,"juede",NA,"incorrect",0,"constrained"
358,"condition1","1","juede_unclear",116,"觉得","juede",4725,13,"juede",NA,"correct",1,"unconstrained"
358,"condition1","1","yiwei_unclear",110,"以为","yiwei",8613,14,"yiwei",NA,"correct",1,"unconstrained"
358,"condition1","1","yiwei_contrastive",9,"以为","yiwei",2446,15,"yiwei",NA,"correct",1,"constrained"
358,"condition1","1","yiwei_contrastive",1,"觉得","juede",3823,17,"yiwei",NA,"incorrect",0,"constrained"
358,"condition1","1","yiwei_unclear",104,"以为","yiwei",4655,18,"yiwei",NA,"correct",1,"unconstrained"
358,"condition1","1","juede_contrastive",14,"觉得","juede",2838,19,"juede",NA,"correct",1,"constrained"
358,"condition1","1","juede_unclear",111,"觉得","juede",2635,20,"juede",NA,"correct",1,"unconstrained"
358,"condition1","2","yiwei_contrastive",5,"以为","yiwei",4886,22,"yiwei",NA,"correct",1,"constrained"
358,"condition1","2","yiwei_contrastive",7,"以为","yiwei",2606,23,"yiwei",NA,"correct",1,"constrained"
358,"condition1","2","yiwei_unclear",109,"以为","yiwei",2402,24,"yiwei",NA,"correct",1,"unconstrained"
358,"condition1","2","juede_unclear",119,"觉得","juede",3237,25,"juede",NA,"correct",1,"unconstrained"
358,"condition1","2","juede_contrastive",19,"觉得","juede",3694,26,"juede",NA,"correct",1,"constrained"
358,"condition1","2","yiwei_unclear",103,"以为","yiwei",3310,27,"yiwei",NA,"correct",1,"unconstrained"
358,"condition1","2","juede_contrastive",16,"觉得","juede",4968,28,"juede",NA,"correct",1,"constrained"
358,"condition1","2","juede_unclear",118,"觉得","juede",3386,30,"juede",NA,"correct",1,"unconstrained"
358,"condition1","3","yiwei_contrastive",3,"以为","yiwei",5473,31,"yiwei",NA,"correct",1,"constrained"
358,"condition1","3","juede_unclear",117,"以为","yiwei",3988,33,"juede",NA,"incorrect",0,"unconstrained"
358,"condition1","3","yiwei_contrastive",8,"觉得","juede",2770,34,"yiwei",NA,"incorrect",0,"constrained"
358,"condition1","3","yiwei_unclear",105,"以为","yiwei",3632,35,"yiwei",NA,"correct",1,"unconstrained"
358,"condition1","3","juede_unclear",114,"觉得","juede",7483,37,"juede",NA,"correct",1,"unconstrained"
358,"condition1","3","juede_contrastive",12,"觉得","juede",2425,38,"juede",NA,"correct",1,"constrained"
358,"condition1","3","yiwei_unclear",106,"觉得","juede",3273,39,"yiwei",NA,"incorrect",0,"unconstrained"
358,"condition1","3","juede_contrastive",20,"觉得","juede",6271,40,"juede",NA,"correct",1,"constrained"
358,"condition1","4","juede_unclear",115,"觉得","juede",3835,41,"juede",NA,"correct",1,"unconstrained"
358,"condition1","4","yiwei_unclear",107,"以为","yiwei",4541,44,"yiwei",NA,"correct",1,"unconstrained"
358,"condition1","4","juede_contrastive",15,"觉得","juede",6407,45,"juede",NA,"correct",1,"constrained"
358,"condition1","4","yiwei_contrastive",4,"觉得","juede",2731,46,"yiwei",NA,"incorrect",0,"constrained"
358,"condition1","4","yiwei_unclear",108,"觉得","juede",2806,47,"yiwei",NA,"incorrect",0,"unconstrained"
358,"condition1","4","yiwei_contrastive",2,"觉得","juede",3311,48,"yiwei",NA,"incorrect",0,"constrained"
358,"condition1","4","juede_contrastive",18,"以为","yiwei",3883,49,"juede",NA,"incorrect",0,"constrained"
358,"condition1","4","juede_unclear",112,"觉得","juede",3000,50,"juede",NA,"correct",1,"unconstrained"
340,"condition1","0","juede_unclear",114,"觉得","juede",5783,2,"juede",NA,"correct",1,"unconstrained"
340,"condition1","0","juede_contrastive",16,"觉得","juede",3515,3,"juede",NA,"correct",1,"constrained"
340,"condition1","0","yiwei_unclear",108,"以为","yiwei",4616,4,"yiwei",NA,"correct",1,"unconstrained"
340,"condition1","0","yiwei_contrastive",6,"觉得","juede",3767,5,"yiwei",NA,"incorrect",0,"constrained"
340,"condition1","0","juede_contrastive",14,"觉得","juede",3366,6,"juede",NA,"correct",1,"constrained"
340,"condition1","0","yiwei_unclear",109,"以为","yiwei",3032,8,"yiwei",NA,"correct",1,"unconstrained"
340,"condition1","0","juede_unclear",116,"觉得","juede",3282,9,"juede",NA,"correct",1,"unconstrained"
340,"condition1","0","yiwei_contrastive",1,"以为","yiwei",3032,10,"yiwei",NA,"correct",1,"constrained"
340,"condition1","1","juede_contrastive",12,"觉得","juede",2217,12,"juede",NA,"correct",1,"constrained"
340,"condition1","1","yiwei_contrastive",3,"以为","yiwei",5501,13,"yiwei",NA,"correct",1,"constrained"
340,"condition1","1","juede_contrastive",13,"以为","yiwei",4349,14,"juede",NA,"incorrect",0,"constrained"
340,"condition1","1","yiwei_contrastive",5,"以为","yiwei",2717,15,"yiwei",NA,"correct",1,"constrained"
340,"condition1","1","juede_unclear",111,"觉得","juede",2750,17,"juede",NA,"correct",1,"unconstrained"
340,"condition1","1","juede_unclear",113,"觉得","juede",2934,18,"juede",NA,"correct",1,"unconstrained"
340,"condition1","1","yiwei_unclear",101,"以为","yiwei",2699,19,"yiwei",NA,"correct",1,"unconstrained"
340,"condition1","1","yiwei_unclear",102,"以为","yiwei",3116,20,"yiwei",NA,"correct",1,"unconstrained"
340,"condition1","2","yiwei_unclear",105,"以为","yiwei",5851,21,"yiwei",NA,"correct",1,"unconstrained"
340,"condition1","2","yiwei_contrastive",10,"以为","yiwei",2851,22,"yiwei",NA,"correct",1,"constrained"
340,"condition1","2","juede_contrastive",20,"觉得","juede",5451,23,"juede",NA,"correct",1,"constrained"
340,"condition1","2","juede_unclear",118,"觉得","juede",3466,24,"juede",NA,"correct",1,"unconstrained"
340,"condition1","2","juede_contrastive",15,"以为","yiwei",6950,25,"juede",NA,"incorrect",0,"constrained"
340,"condition1","2","yiwei_contrastive",8,"觉得","juede",3201,27,"yiwei",NA,"incorrect",0,"constrained"
340,"condition1","2","yiwei_unclear",103,"以为","yiwei",6092,28,"yiwei",NA,"correct",1,"unconstrained"
340,"condition1","2","juede_unclear",117,"以为","yiwei",3317,30,"juede",NA,"incorrect",0,"unconstrained"
340,"condition1","3","yiwei_contrastive",9,"觉得","juede",2900,32,"yiwei",NA,"incorrect",0,"constrained"
340,"condition1","3","yiwei_contrastive",4,"以为","yiwei",2417,33,"yiwei",NA,"correct",1,"constrained"
340,"condition1","3","juede_contrastive",18,"以为","yiwei",2603,34,"juede",NA,"incorrect",0,"constrained"
340,"condition1","3","juede_unclear",112,"觉得","juede",3733,35,"juede",NA,"correct",1,"unconstrained"
340,"condition1","3","yiwei_unclear",106,"觉得","juede",3183,37,"yiwei",NA,"incorrect",0,"unconstrained"
340,"condition1","3","juede_unclear",115,"觉得","juede",2419,38,"juede",NA,"correct",1,"unconstrained"
340,"condition1","3","juede_contrastive",11,"觉得","juede",2768,39,"juede",NA,"correct",1,"constrained"
340,"condition1","3","yiwei_unclear",104,"以为","yiwei",3212,40,"yiwei",NA,"correct",1,"unconstrained"
340,"condition1","4","juede_unclear",120,"觉得","juede",2751,42,"juede",NA,"correct",1,"unconstrained"
340,"condition1","4","yiwei_contrastive",2,"以为","yiwei",2399,43,"yiwei",NA,"correct",1,"constrained"
340,"condition1","4","yiwei_unclear",107,"以为","yiwei",2736,44,"yiwei",NA,"correct",1,"unconstrained"
340,"condition1","4","yiwei_unclear",110,"觉得","juede",3252,45,"yiwei",NA,"incorrect",0,"unconstrained"
340,"condition1","4","juede_contrastive",17,"以为","yiwei",4416,46,"juede",NA,"incorrect",0,"constrained"
340,"condition1","4","yiwei_contrastive",7,"以为","yiwei",2284,47,"yiwei",NA,"correct",1,"constrained"
340,"condition1","4","juede_unclear",119,"觉得","juede",2518,49,"juede",NA,"correct",1,"unconstrained"
340,"condition1","4","juede_contrastive",19,"觉得","juede",3388,50,"juede",NA,"correct",1,"constrained"
351,"condition1","0","juede_unclear",116,"觉得","juede",9732,1,"juede",NA,"correct",1,"unconstrained"
351,"condition1","0","juede_contrastive",13,"以为","yiwei",22915,2,"juede",NA,"incorrect",0,"constrained"
351,"condition1","0","yiwei_unclear",102,"以为","yiwei",5200,3,"yiwei",NA,"correct",1,"unconstrained"
351,"condition1","0","juede_contrastive",18,"觉得","juede",6483,4,"juede",NA,"correct",1,"constrained"
351,"condition1","0","yiwei_unclear",103,"以为","yiwei",11517,5,"yiwei",NA,"correct",1,"unconstrained"
351,"condition1","0","yiwei_contrastive",6,"觉得","juede",7799,6,"yiwei",NA,"incorrect",0,"constrained"
351,"condition1","0","juede_unclear",113,"觉得","juede",3116,7,"juede",NA,"correct",1,"unconstrained"
351,"condition1","0","yiwei_contrastive",7,"以为","yiwei",7966,9,"yiwei",NA,"correct",1,"constrained"
351,"condition1","1","yiwei_unclear",109,"以为","yiwei",2549,11,"yiwei",NA,"correct",1,"unconstrained"
351,"condition1","1","juede_unclear",115,"觉得","juede",7450,13,"juede",NA,"correct",1,"unconstrained"
351,"condition1","1","juede_contrastive",20,"觉得","juede",7516,14,"juede",NA,"correct",1,"constrained"
351,"condition1","1","juede_unclear",114,"以为","yiwei",10649,15,"juede",NA,"incorrect",0,"unconstrained"
351,"condition1","1","juede_contrastive",11,"觉得","juede",12566,16,"juede",NA,"correct",1,"constrained"
351,"condition1","1","yiwei_contrastive",9,"觉得","juede",4333,18,"yiwei",NA,"incorrect",0,"constrained"
351,"condition1","1","yiwei_contrastive",2,"以为","yiwei",5401,19,"yiwei",NA,"correct",1,"constrained"
351,"condition1","1","yiwei_unclear",108,"以为","yiwei",15133,20,"yiwei",NA,"correct",1,"unconstrained"
351,"condition1","2","juede_contrastive",16,"觉得","juede",5167,22,"juede",NA,"correct",1,"constrained"
351,"condition1","2","yiwei_contrastive",8,"以为","yiwei",7800,23,"yiwei",NA,"correct",1,"constrained"
351,"condition1","2","juede_contrastive",14,"觉得","juede",3100,24,"juede",NA,"correct",1,"constrained"
351,"condition1","2","juede_unclear",111,"觉得","juede",4983,26,"juede",NA,"correct",1,"unconstrained"
351,"condition1","2","yiwei_unclear",110,"以为","yiwei",6899,27,"yiwei",NA,"correct",1,"unconstrained"
351,"condition1","2","yiwei_unclear",101,"觉得","juede",5533,28,"yiwei",NA,"incorrect",0,"unconstrained"
351,"condition1","2","juede_unclear",119,"觉得","juede",15367,29,"juede",NA,"correct",1,"unconstrained"
351,"condition1","2","yiwei_contrastive",5,"以为","yiwei",5100,30,"yiwei",NA,"correct",1,"constrained"
351,"condition1","3","yiwei_contrastive",4,"以为","yiwei",5199,31,"yiwei",NA,"correct",1,"constrained"
351,"condition1","3","yiwei_unclear",104,"以为","yiwei",9716,32,"yiwei",NA,"correct",1,"unconstrained"
351,"condition1","3","juede_contrastive",12,"觉得","juede",4217,33,"juede",NA,"correct",1,"constrained"
351,"condition1","3","yiwei_contrastive",1,"觉得","juede",7601,34,"yiwei",NA,"incorrect",0,"constrained"
351,"condition1","3","juede_unclear",112,"觉得","juede",4184,36,"juede",NA,"correct",1,"unconstrained"
351,"condition1","3","yiwei_unclear",106,"觉得","juede",8482,38,"yiwei",NA,"incorrect",0,"unconstrained"
